Replication,Simulation Period,To: Natual Death | HIV-,To: TB Death | infectious and undetected | HIV -,To: TB Death | under treatment | HIV -,To: Death | HIV+ nIC,To: TB Death | infectious and undetected | HIV+ nIC,To: TB Death | under treatment | HIV+ nIC,To: Death | HIV+ IC,To: TB Death | infectious and undetected | HIV+ IC,To: TB Death | under treatment | HIV+ IC,To: Death | ART,To: TB Death | infectious and undetected | ART,To: TB Death | under treatment | ART,To: Death | Children,To: TB Death | Children,To: Adult background death,Screening Performed,Notified TB Cases | Children,Notified TB Cases | Naive Adults,Notified TB Cases | Experienced Adults,Notified TB Cases | HIV +,Notified TB Cases |Adults,Notified TB Cases,Active TB Incidence,Active TB Incidence | Naive Adults,Active TB Incidence | Experienced Adults,Incident To: I| Tc<1 or >1 |HIV-,Incident To: I | Tc <1| HIV -,Incident To: I | Tc >1| HIV -,Reactivation To: I| Tc<1 or >1 |HIV-,Reactivation To: I | Tc <1| HIV -,Reactivation To: I | Tc >1| HIV -,TB Deaths,HIV Deaths,New ART Initiation,Active TB Incidence | Per Pop.,Active TB Incidence | Naive Adults | Per Pop.,Active TB Incidence | Experienced Adults | Per Pop.,% <1 |Incident To: I| Tc<1 or >1 |HIV-,% reactivation |Incident To: I| Tc<1 or >1 |HIV-,% reactivation |Incident To: I | Tc <1| HIV -,% reactivation |Incident To: I | Tc >1| HIV -,TB Deaths | Per Pop.,% adults notified TB with HIV+,Simulation Time,In: S | Tn | HIV -,In: L | Tn| HIV -,In: L | Ti <1| HIV -,In: L | Tc <1| HIV -,In: L | Tc+ <1| HIV -,In: L | Ti >1| HIV -,In: L | Tc >1| HIV -,In: L | Tc+ >1| HIV -,In: I | Tn| HIV -,In: I | Ti <1| HIV -,In: I | Tc <1| HIV -,In: I | Tc+ <1| HIV -,In: I | Ti >1| HIV -,In: I | Tc >1| HIV -,In: I | Tc+ >1| HIV -,In: Ti | HIV -,In: Tc | HIV -,In: Tmdr | HIV -,In: S | Tn | HIV+nIC,In: L | Tn| HIV+nIC,In: L | Ti <1| HIV+nIC,In: L | Tc <1| HIV+nIC,In: L | Tc+ <1| HIV+nIC,In: L | Ti >1| HIV+nIC,In: L | Tc >1| HIV+nIC,In: L | Tc+ >1| HIV+nIC,In: I | Tn| HIV+nIC,In: I | Ti <1| HIV+nIC,In: I | Tc <1| HIV+nIC,In: I | Tc+ <1| HIV+nIC,In: I | Ti >1| HIV+nIC,In: I | Tc >1| HIV+nIC,In: I | Tc+ >1| HIV+nIC,In: Ti | HIV+nIC,In: Tc | HIV+nIC,In: Tmdr | HIV+nIC,In: S | Tn | HIV+IC,In: L | Tn| HIV+IC,In: L | Ti <1| HIV+IC,In: L | Tc <1| HIV+IC,In: L | Tc+ <1| HIV+IC,In: L | Ti >1| HIV+IC,In: L | Tc >1| HIV+IC,In: L | Tc+ >1| HIV+IC,In: I | Tn| HIV+IC,In: I | Ti <1| HIV+IC,In: I | Tc <1| HIV+IC,In: I | Tc+ <1| HIV+IC,In: I | Ti >1| HIV+IC,In: I | Tc >1| HIV+IC,In: I | Tc+ >1| HIV+IC,In: Ti | HIV+IC,In: Tc | HIV+IC,In: Tmdr | HIV+IC,In: S | Tn | HIV+ART,In: L | Tn| HIV+ART,In: L | Ti <1| HIV+ART,In: L | Tc <1| HIV+ART,In: L | Tc+ <1| HIV+ART,In: L | Ti >1| HIV+ART,In: L | Tc >1| HIV+ART,In: L | Tc+ >1| HIV+ART,In: I | Tn| HIV+ART,In: I | Ti <1| HIV+ART,In: I | Tc <1| HIV+ART,In: I | Tc+ <1| HIV+ART,In: I | Ti >1| HIV+ART,In: I | Tc >1| HIV+ART,In: I | Tc+ >1| HIV+ART,In: Ti | HIV+ART,In: Tc | HIV+ART,In: Tmdr | HIV+ART,In: S | children,In: L | children,In: I | children,In: R| children,Population,Population | Children,Population | Adults,Population | Naive Adults,Population | Experienced Adults,HIV Prevalence,Active TB Prevalence,Active TB  & HIV+ | Prevalence,Active TB & Adults | Prevalence,Active TB & Naive Adults | Prevalence,Active TB & Experienced Adults | Prevalence,Active TB or On Treatment,In Post-Treatment Follow-Up,On TB Treatment,Experienced Adults Prevalence (Ratio),HIV Prevalence (Ratio),Active TB (Ratio),Active TB among Adults (Ratio),Active TB among Naive Adults (Ratio),Active TB among Experienced Adults (Ratio),Active TB among HIV+ (Ratio),Treatment Experieced Adults among Active TB (Ratio),HIV+ among Adult Active TB (Ratio),On Treatment / (Active TB + On T) (Ratio),Action Code,Replication,Observation Period,Epidemic Time,Action Code
0,10,0,43,10,7,6,2,78,38,3,0,0,0,19,0,274,0,55,241,154,97,395,450,726,427,247,116,40,76,53,24,29,121,85,0,0.020222841,0.019007345,0.09100958,0.344827586,0.456896552,0.6,0.381578947,0.003370474,0.24556962,10,1257,20121,32,280,0,650,1447,0,137,4,7,0,25,14,0,23,128,0,35,676,4,25,0,20,80,0,22,1,1,0,3,2,0,1,18,0,13,171,8,18,0,12,58,0,33,0,4,0,0,19,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4425,5228,84,789,35900,10526,25374,22465,2714,1249,356,85,272,192,80,383,0,27,0.10695988,0.049223615,0.009916435,0.010719634,0.008546628,0.029476787,0.068054444,0.224719101,0.3125,0.070496084,"1,0",0,10,10,"1,0"
0,11,0,42,11,15,9,0,78,36,3,0,0,0,21,0,290,0,46,257,153,86,410,456,669,381,213,111,36,75,54,26,28,122,93,0,0.018493946,0.016896536,0.074658254,0.324324324,0.486486486,0.722222222,0.373333333,0.003372588,0.209756098,11,1254,20225,28,292,0,644,1605,0,118,1,5,0,21,11,0,12,148,0,28,692,1,23,0,25,76,0,19,0,0,0,2,0,0,4,22,0,13,170,4,26,0,17,52,0,30,0,5,0,1,14,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,5319,105,770,36174,10566,25608,22549,2853,1244,332,71,227,167,60,349,0,17,0.111410497,0.048578569,0.009177863,0.008864417,0.007406093,0.021030494,0.057073955,0.180722892,0.31277533,0.048710602,"1,0",0,11,11,"1,0"
0,12,0,49,11,11,2,1,102,29,1,0,0,0,14,0,317,0,49,217,147,87,364,413,643,347,224,120,36,84,51,25,26,107,113,0,0.017623681,0.015325501,0.075420875,0.3,0.425,0.694444444,0.30952381,0.002932712,0.239010989,12,1239,20316,12,290,0,623,1754,0,112,1,9,0,18,15,0,7,145,0,24,719,2,25,0,26,76,0,19,0,0,0,2,0,0,0,18,0,11,178,3,24,0,10,60,0,24,1,2,0,1,16,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403,5393,122,758,36485,10676,25809,22642,2970,1268,342,65,220,155,65,350,0,8,0.115076136,0.049130148,0.009373715,0.008524158,0.006845685,0.021885522,0.05126183,0.19005848,0.295454545,0.022857143,"1,0",0,12,12,"1,0"
0,13,0,56,7,11,7,1,79,38,2,0,0,0,21,0,304,0,62,238,163,83,401,463,657,364,225,136,51,85,60,34,26,132,90,0,0.017847441,0.016006332,0.073218353,0.375,0.441176471,0.666666667,0.305882353,0.003585787,0.206982544,13,1251,20419,13,280,0,599,1885,0,105,1,7,0,16,8,0,8,148,0,26,704,5,24,0,18,98,0,10,0,0,0,2,1,0,1,18,0,10,189,2,29,0,9,60,0,27,0,4,0,0,12,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,5442,120,774,36812,10804,26008,22741,3073,1268,313,56,193,142,51,323,0,10,0.118155952,0.048754229,0.008502662,0.007420794,0.006244228,0.01659616,0.044164038,0.162939297,0.29015544,0.030959752,"1,0",0,13,13,"1,0"
0,14,0,47,11,10,7,1,88,19,0,0,1,0,18,0,303,0,70,227,117,81,344,414,673,401,194,121,38,83,58,28,30,104,98,52,0.018118673,0.017511682,0.061121613,0.314049587,0.479338843,0.736842105,0.361445783,0.002799914,0.235465116,14,1257,20533,10,267,0,583,2016,0,133,1,4,0,13,20,0,8,130,0,20,668,2,21,0,18,103,0,16,0,1,0,1,0,0,0,22,0,11,196,1,27,0,6,53,0,30,0,1,0,0,10,0,1,23,0,1,33,0,4,0,3,8,0,1,0,0,0,0,1,0,0,0,0,4501,5480,115,791,37144,10887,26257,22899,3174,1282,347,61,232,180,52,356,0,9,0.120882051,0.048825075,0.00934202,0.008835739,0.007860605,0.016383113,0.047581903,0.149855908,0.262931034,0.025280899,"1,0",0,14,14,"1,0"
0,15,0,52,11,7,9,1,81,28,1,1,0,1,13,0,325,0,53,244,151,89,395,448,608,351,213,127,32,95,51,22,29,116,89,55,0.016213766,0.01525689,0.064919232,0.251968504,0.401574803,0.6875,0.305263158,0.003093416,0.225316456,15,1266,20663,18,261,0,555,2127,0,98,0,4,0,8,11,0,9,143,0,15,692,2,31,0,16,105,0,17,1,0,0,2,0,0,0,18,0,7,163,2,25,0,6,58,0,19,0,3,0,0,10,0,0,18,0,3,61,0,5,0,4,23,0,2,0,0,0,1,3,0,0,1,0,4589,5539,99,796,37499,11023,26476,23006,3281,1313,278,58,179,136,43,287,0,9,0.123923553,0.049592083,0.007413531,0.00676084,0.005911501,0.01310576,0.044173648,0.154676259,0.324022346,0.031358885,"1,0",0,15,15,"1,0"
0,16,0,41,8,10,1,0,88,16,2,1,0,0,25,0,320,0,52,207,111,64,318,370,558,305,189,113,39,74,55,28,27,93,99,49,0.014754098,0.013165278,0.056434757,0.345132743,0.486725664,0.717948718,0.364864865,0.002459016,0.201257862,16,1341,20736,15,220,0,530,2244,0,83,1,6,0,6,17,0,5,132,0,15,660,1,35,0,20,114,0,14,1,0,0,1,1,0,1,15,0,6,188,1,20,0,4,55,0,22,0,1,0,1,10,0,0,9,0,3,94,0,4,0,3,34,0,5,0,0,0,1,3,0,0,1,0,4694,5536,101,810,37820,11141,26679,23167,3349,1343,274,60,173,124,49,280,0,6,0.125529443,0.050339218,0.007244844,0.006484501,0.005352441,0.014631233,0.044676098,0.178832117,0.346820809,0.021428571,"1,0",0,16,16,"1,0"
0,17,0,28,11,16,3,1,71,18,1,1,2,0,17,0,305,0,47,201,121,70,322,369,539,335,162,112,26,86,58,19,39,81,88,48,0.01409224,0.014342595,0.047202797,0.232142857,0.517857143,0.730769231,0.453488372,0.002117758,0.217391304,17,1394,20832,19,223,0,518,2324,0,112,0,3,0,7,16,0,11,118,0,14,656,1,24,0,23,138,0,12,1,1,0,1,0,0,1,11,0,7,180,1,14,0,6,47,0,23,0,0,0,0,6,0,1,13,0,3,118,1,6,0,3,45,0,6,0,0,0,0,4,0,0,2,0,4846,5553,91,812,38248,11302,26946,23357,3432,1369,283,54,192,153,39,296,0,13,0.127365843,0.050805314,0.00739908,0.007125362,0.006550499,0.011363636,0.03944485,0.137809187,0.28125,0.043918919,"1,0",0,17,17,"1,0"
0,18,0,40,10,10,2,0,73,28,5,1,5,0,18,0,302,0,46,222,132,69,354,400,543,299,194,117,25,92,59,19,40,108,84,60,0.014056069,0.012739125,0.054755857,0.213675214,0.504273504,0.76,0.434782609,0.002795682,0.194915254,18,1398,20946,18,270,0,501,2368,0,85,1,2,0,12,15,0,5,124,0,13,656,1,20,0,24,140,0,15,0,0,0,4,3,0,0,7,0,8,179,1,13,0,8,53,0,12,0,1,0,1,7,0,1,10,0,4,149,0,10,0,4,60,0,6,0,2,0,0,4,0,0,4,0,4997,5577,89,803,38631,11466,27165,23471,3543,1420,259,55,170,118,52,265,0,6,0.130425179,0.052273146,0.00670446,0.006258053,0.005027481,0.014676828,0.038732394,0.200772201,0.323529412,0.022641509,"1,0",0,18,18,"1,0"
0,19,0,45,10,12,5,1,72,20,0,2,2,0,18,0,349,0,39,206,137,77,343,382,592,342,210,134,44,90,75,36,39,101,86,43,0.015201315,0.014481707,0.058252427,0.328358209,0.559701493,0.818181818,0.433333333,0.002593468,0.224489796,19,1459,21010,10,273,0,489,2434,0,110,2,5,0,6,16,0,9,127,0,16,619,1,20,0,26,140,0,11,0,0,0,0,2,0,0,12,0,5,186,1,15,0,5,48,0,17,0,4,0,0,13,0,2,16,0,5,172,1,15,0,6,68,0,6,0,0,0,1,4,0,1,6,0,5071,5607,86,786,38944,11550,27394,23616,3605,1444,283,58,197,144,53,295,0,12,0.13159816,0.052712273,0.007266845,0.007191356,0.006097561,0.014701803,0.040166205,0.187279152,0.294416244,0.040677966,"1,0",0,19,19,"1,0"
0,20,0,36,8,10,1,1,60,21,0,0,8,0,25,0,367,0,55,214,118,63,332,387,553,303,185,119,34,85,60,29,31,100,70,45,0.014085225,0.0127172,0.050560262,0.285714286,0.504201681,0.852941176,0.364705882,0.002547057,0.189759036,20,1515,21152,8,250,0,475,2520,0,100,1,8,0,6,13,0,6,135,0,20,626,0,21,0,25,143,0,14,0,1,0,1,2,0,0,14,0,4,177,1,11,0,8,46,0,13,0,2,0,0,8,0,1,13,0,6,194,2,16,0,7,80,0,5,0,0,0,0,4,0,0,10,0,5075,5643,90,789,39261,11597,27664,23826,3659,1475,268,50,178,132,46,275,0,7,0.132265761,0.053318392,0.006826112,0.006434355,0.005540166,0.012571741,0.033898305,0.171641791,0.280898876,0.025454545,"1,0",0,20,20,"1,0"
0,21,0,41,13,13,4,0,62,18,0,1,1,2,19,0,338,0,39,219,135,73,354,393,605,354,203,125,32,93,69,29,40,98,76,42,0.015265442,0.014753074,0.05452592,0.256,0.552,0.90625,0.430107527,0.002472749,0.206214689,21,1536,21292,10,253,0,441,2589,0,107,2,5,0,9,14,0,7,153,0,26,593,2,15,0,21,138,0,6,0,1,0,2,2,0,1,14,0,3,185,1,13,0,7,57,0,20,0,3,0,0,14,0,2,11,0,4,214,1,22,0,7,89,0,9,0,1,0,1,3,0,0,9,0,5205,5649,92,771,39632,11717,27915,23995,3723,1497,291,62,199,142,57,301,0,10,0.133369156,0.053627082,0.007342551,0.007128784,0.0059179,0.015310234,0.041416166,0.195876289,0.311557789,0.033222591,"1,0",0,21,21,"1,0"
0,22,0,46,10,7,5,0,74,32,0,0,2,1,20,0,392,0,51,205,162,68,367,418,635,342,231,142,50,92,75,37,38,116,81,45,0.015897654,0.014129312,0.061143462,0.352112676,0.528169014,0.74,0.413043478,0.002904138,0.185286104,22,1584,21430,14,272,0,423,2643,0,108,2,9,0,7,20,0,7,139,0,30,609,1,19,0,16,121,0,10,0,0,0,1,1,0,4,14,0,6,159,2,15,0,8,54,0,15,0,1,0,1,7,0,1,12,0,5,242,1,14,0,7,110,0,7,0,0,0,2,7,0,0,7,0,5257,5659,95,765,39943,11776,28167,24205,3778,1509,293,52,198,140,58,305,0,12,0.13412859,0.05357333,0.007335453,0.007029503,0.005783929,0.015352038,0.034459907,0.197952218,0.262626263,0.039344262,"1,0",0,22,22,"1,0"
