Iteration,f,x0,x1,Df0,Df1
36,152256044.38078,0.0640544981344132,0.0200382077943944,0.390078100542442,0.920781774079614
37,160689059.502217,0.0537892849622437,0,0.00197443852945963,-0.999998050794347
38,144289644.048584,0.0537386583332831,0.0256409756613935,-0.774791755094794,0.632216526387226
39,146696929.998736,0.073108452210653,0.00983556250171287,0.0356904422574424,-0.999362893213205
40,156498125.646273,0.072237953619008,0.0342102672142301,0.963396270245283,0.268081380325971
41,157043742.745426,0.0492999471845966,0.0278273772064688,0.999491061753737,0.0319001171531817
42,150607239.784561,0.0260559690042771,0.0260559690042771,-0.737853362026132,0.674961047873678
43,169335311.120583,0.0428253635957801,0.0107159451889662,-0.0780529522483729,-0.996949214677114
44,151882732.336646,0.0445598736457439,0.032870372181791,-1,0
45,152734976.184601,0.0662990040805265,0.032870372181791,-0.99475207178485,-0.102314787199846
46,155595076.630379,0.0874639417780765,0.0350472825477451,0.804658297286232,0.593738178499936
47,154170749.859043,0.07070022725128,0.0226777371623298,0.925711188062641,0.378231141361542
48,165726301.207276,0.0518081621887771,0.0149587342774004,-0.429834395263337,-0.902907743154638
49,158461194.55217,0.0604048500940439,0.0330168891404931,0.889858296568528,-0.456237012996707
50,163425714.638606,0.0429566482005433,0.0419627129247423,-0.727927964985083,0.685653613563493
51,157813871.444209,0.0569552629117949,0.0287770665100597,-1,0
52,163645665.593412,0.0758231874400968,0.0287770665100597,0.884222698851142,0.467065540193667
53,153293908.334363,0.0594486930169275,0.0201277046546214,-0.0198991468092305,-0.999801992374622
54,153810398.362449,0.0598104956861862,0.0383059226977964,1,0
55,160137297.538915,0.0419533528290434,0.0383059226977964,-0.738885587184529,0.673830905384262
56,156656785.088716,0.0549162578673684,0.0264843278664935,-0.578292215363138,0.815829708732401
57,144315277.986265,0.0648868133046639,0.0124182984055901,0.198778228025763,-0.9800444969811
58,152326082.621713,0.0615176907957527,0.0290292220832358,0.987855873198054,0.155373014993305
59,145257808.427827,0.0450534262424518,0.0264396718333474,0.868819621232921,0.495128736553115
60,157806553.851793,0.030810481632076,0.0183228072996898,-0.99864768215795,-0.0519885268165405
61,158573880.627052,0.046917702312043,0.019161331925763,0.963915332521444,0.266209000092173
62,149652015.476516,0.0316174589386867,0.0149357922417603,-0.982631822652864,-0.185565894252988
63,160977469.861551,0.0469710811676377,0.0178352593394632,-0.992935469247885,0.118655610526782
64,146098902.746323,0.062247011463759,0.016009788408282,-0.748514730489205,-0.663118163105696
65,152904248.295084,0.0735881437438985,0.0260570333038228,0.607012144293791,0.79469255481592
66,152017503.179453,0.0645282609932449,0.0141959503961225,0.568958453670208,-0.822366267545797
67,152280125.830204,0.0561612249098595,0.0262895719776784,0.669216050021441,0.743067882762874
68,158007337.602183,0.0464624415762154,0.0155204722274918,-0.842222468419106,-0.539130145410205
69,148908600.761158,0.0584941911250598,0.0232223314476376,0.999837798203567,0.0180104770465494
70,153011566.349402,0.0444119686151504,0.0229686627568411,0.610232520063208,0.792222362381489
71,141700148.500908,0.0359365169476058,0.0119655743904315,-0.380456827671039,-0.924798682026791
72,163682870.605337,0.0411482543129625,0.0246340494866889,-1,0
73,148179420.57408,0.054661767826476,0.0246340494866889,-0.99580776445091,0.0914707399078
74,143631497.307627,0.0679392046858215,0.0234144396212516,0.0516074938864402,0.998667445436548
75,157976287.498695,0.0672601587136315,0.0102740784970865,-0.107376886051515,-0.994218388656074
76,153208612.681242,0.0686546637272875,0.0231860056224901,-0.119464980885254,0.99283841502134
77,149768554.38795,0.0701862660463293,0.0104573079940113,0.0362650594587206,-0.999342206385008
78,155717820.228234,0.0697272146607758,0.023107209340657,0.36415129003734,0.931339807999283
79,168249487.92362,0.0651753235353091,0.011465461740666,-0.295067124605055,-0.955476526125736
80,143504902.542682,0.0688181275427789,0.0232614682360454,0.238239409377549,0.971206457875686
81,154704880.173993,0.0659127688918332,0.0114174870424395,0.0161994615994254,-0.999868780112615
82,150246150.232451,0.0657175946556955,0.0234640988510252,-0.170245199464948,0.985401731305126
83,143859512.996891,0.0677443232207544,0.0117331258592975,-0.0859030165596546,-0.996303503831012
84,151632906.611157,0.0687549469449857,0.0234543435514271,-0.0660475906390597,0.997816473992475
85,149231295.571682,0.0695229421849747,0.0118518264119797,0.0365085930818467,-0.999333339097212
86,154424837.29566,0.069103303184034,0.0233384165165454,0.837903703955797,-0.545818085901481
87,139131477.413315,0.0595816701845363,0.0295408947654258,0.0941595619287112,0.99555711885225
88,159055348.215971,0.0585236975785957,0.0183548597221421,-0.881969172247433,-0.471307096493547
89,145948460.488102,0.0683233550480116,0.0235916052387371,0.22112378990087,0.97524574828085
90,152958922.172268,0.0658934232908592,0.0128746189938926,-0.0855682029686099,-0.996332315365071
91,147506595.745293,0.0668235124535615,0.0237043180739477,0.936806831148509,-0.349847053887107
92,159385176.472026,0.0567503207207818,0.0274661143523037,-0.994239532710498,0.107180929253341
93,146928469.724878,0.0673273370262126,0.0263258917006724,0.762325663918304,0.647193620280296
94,147578221.662592,0.0593028563533884,0.0195133272766693,-0.296130995609862,0.955147335984932
95,168310363.13763,0.0623875542243244,0.00956387586015958,-0.0209486208023418,-0.999780553564871
96,147836184.019235,0.0626035193872352,0.0198708918762923,0.747129784891026,0.664678181173934
97,159394785.232225,0.0549797460720206,0.0130884614561501,-0.0738396203046392,-0.997270129139175
98,155371562.471769,0.0557256008225725,0.0231618971040205,0.802519163201883,-0.596626342607959
99,152143281.290959,0.0477004091905537,0.0291281605301001,1,0
100,143405811.551391,0.0377994190915438,0.0291281605301001,0,0
