Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,tStar | G-A,tStar | G-B,b | G-A,b | G-B,min | G-A,min | G-B,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
69,634739256,0,1,-1,1000,0.028571429,0.028571429,1.276271204,48.70960718,0.14040247,0.161222902,0.502108492,0.948410617,1,0.999468064,0.976873197,0.976873197,0.622410773,0.622410773,0.622410773,0.622410773,5.5498E-05,7.8759E-05,0.97429508,0.97429508,0,3.49329791,3.491439701,3.412509096,3.412509096,3.49329791,3.491439701,3.412509096,3.412509096,0.016257716,0.17486301,0.013157355,0.038058658,0.983742284,0.82513699,0.948783987,0.961941342,4878588,4799273.301,13158.88148,182.4820858,527.8434056,0,62093.63486,861.0896011,2490.767603,0,2.521222987,1.12778042,0.00609636,0.022345413,0.396632906,0.88669743,164.0323104,44.75191446
70,1802418957,0,1,-1,1000,0.028571429,0.028571429,6.169048138,10.25131132,0.085544202,0.144535554,0.677717862,0.307696464,1,0.992589367,0.997791909,0.997791909,0.53970003,0.53970003,0.53970003,0.53970003,2.98041E-05,7.75073E-05,0.845037826,0.845037826,0,3.86791788,3.839254161,3.859377167,3.859377167,3.86791788,3.839254161,3.859377167,3.859377167,0.020706104,0.378646293,0.022716923,0.029834762,0.979293896,0.621353707,0.947448315,0.970165238,4878588,4777571.45,36239.4644,868.9119001,1141.165984,0,59468.49593,1425.873275,1872.638733,0,1.15465742,1.087475227,0.017109767,0.003643329,0.866057744,0.919561177,58.44614922,274.4742687
71,1705762133,0,1,-1,1000,0.028571429,0.028571429,1.203943016,0.784366706,0.09019434,0.167192684,0.397612723,0.065022557,1,0.992700336,0.999750371,0.999750371,0.648827657,0.648827657,0.648827657,0.648827657,7.25842E-05,8.26538E-05,0.940032709,0.940032709,0,2.682680183,2.66309752,2.682010508,2.682010508,2.682680183,2.66309752,2.682010508,2.682010508,0.022396388,0.140252931,0.024466319,0.023454136,0.977603612,0.859747069,0.952079545,0.976545864,4878588,4769325.249,14590.0678,374.9321687,359.4210576,0,89436.76239,2298.325117,2203.242381,0,3.882540222,1.568808565,0.00360909,0.034751054,0.257563333,0.637426403,277.0781719,28.77610542
72,650726917,0,1,-1,1000,0.028571429,0.028571429,36.89067925,20.07200816,0.188505365,0.072830389,0.965922677,0.03481127,1,0.997343985,0.901927604,0.901927604,0.573780177,0.573780177,0.573780177,0.573780177,8.73751E-05,3.66918E-05,0.841349047,0.841349047,0,2.73447321,2.727210409,2.46629687,2.46629687,2.73447321,2.727210409,2.46629687,2.46629687,0.022070568,0.114045476,0.039372845,0.020499241,0.977929432,0.885954524,0.940127914,0.979500759,4878588,4770914.794,11544.43426,483.4844426,251.7233386,0,89682.15238,3755.91601,1955.495636,0,4.673190436,1.062544944,0.017003797,0.03021344,0.213986572,0.94113666,58.81039373,33.09785319
73,442259862,0,1,-1,1000,0.028571429,0.028571429,6.519527361,24.13192928,0.164721158,0.050131421,0.380452786,0.222456182,1,0.999519769,0.833040539,0.833040539,0.629725786,0.629725786,0.629725786,0.629725786,2.38908E-06,7.28365E-05,0.903302217,0.903302217,0,3.408353822,3.406717025,2.839296907,2.839296907,3.408353822,3.406717025,2.839296907,2.839296907,0.021526356,0.070047578,0.015634856,0.017174084,0.978473644,0.929952422,0.967191059,0.982825916,4878588,4773569.777,7114.920671,115.0142566,126.3372395,0,94457.76558,1526.930544,1677.25459,0,2.128115663,1.274968553,0.004840293,0.035327034,0.469899272,0.78433307,206.5990673,28.30693349
74,1150069913,0,1,-1,1000,0.028571429,0.028571429,8.43268008,1.158438006,0.058633425,0.071874539,0.8599799,0.906838378,1,0.988743922,0.99729631,0.99729631,0.591495976,0.591495976,0.591495976,0.591495976,3.8471E-05,6.99281E-05,0.968861552,0.968861552,0,2.803100389,2.771548474,2.795521674,2.795521674,2.803100389,2.771548474,2.795521674,2.795521674,0.019924837,0.102023667,0.020430786,0.014880674,0.980075163,0.897976333,0.964688539,0.985119326,4878588,4781382.931,9567.026163,202.616554,147.5748858,0,84205.59002,1783.359446,1298.902096,0,2.06606117,1.53044749,0.027731834,0.025135522,0.484012775,0.653403666,36.0596422,39.7843344
75,264596076,0,1,-1,1000,0.028571429,0.028571429,30.46303531,33.26896643,0.164933352,0.013810561,0.971492077,0.715377487,1,0.998906666,0.874054888,0.874054888,0.553817281,0.553817281,0.553817281,0.553817281,7.63117E-05,6.24171E-05,0.873067581,0.873067581,0,3.270065312,3.26649004,2.858216569,2.858216569,3.270065312,3.26649004,2.858216569,2.858216569,0.022993698,0.368420491,0.026887516,0.006575518,0.977006302,0.631579509,0.966536967,0.993424482,4878588,4766411.22,39945.25655,1111.21328,271.7544723,0,68477.74799,1904.941652,465.8659345,0,3.162175699,0.826882342,0.032511352,0.00982061,0.316237962,1.209361899,30.75848713,101.8266685
76,1991305249,0,1,-1,1000,0.028571429,0.028571429,8.74009938,42.66305605,0.172509982,0.151402782,0.021985889,0.322447519,1,0.999207496,0.832107232,0.832107232,0.630605533,0.630605533,0.630605533,0.630605533,4.86524E-05,3.2753E-05,0.838734447,0.838734447,0,3.665052052,3.662147482,3.049716317,3.049716317,3.665052052,3.662147482,3.049716317,3.049716317,0.025522491,0.460824607,0.010148489,0.028234383,0.974477509,0.539175393,0.961617128,0.971765617,4878588,4754074.28,55176.61558,582.3100013,1620.060258,0,64557.90979,681.3160999,1895.507777,0,2.619864118,0.943778359,0.031001662,0.034287735,0.381699186,1.05957081,32.25633518,29.16494795
77,171234926,0,1,-1,1000,0.028571429,0.028571429,19.39275716,26.94174642,0.190280182,0.170717089,0.442138662,0.642241976,1,0.99835502,0.99314794,0.99314794,0.612301937,0.612301937,0.612301937,0.612301937,4.37156E-06,8.87478E-05,0.851590738,0.851590738,0,2.617361126,2.613055619,2.599426811,2.599426811,2.617361126,2.613055619,2.599426811,2.599426811,0.026636993,0.041261372,0.024887562,0.027685966,0.973363007,0.958738628,0.947426472,0.972314034,4878588,4748637.088,5080.0561,133.4459373,148.4508425,0,118038.8783,3100.715512,3449.365633,0,2.350992155,1.687038953,0.029280017,0.030418385,0.425352334,0.592754541,34.15298524,32.87485531
78,798262984,0,1,-1,1000,0.028571429,0.028571429,29.68608066,37.24608857,0.075664184,0.070524107,0.857433091,0.365590112,1,0.97476611,0.816527599,0.816527599,0.63826241,0.63826241,0.63826241,0.63826241,6.17293E-05,3.40163E-05,0.975747199,0.975747199,0,3.187075553,3.106653238,2.602335149,2.602335149,3.187075553,3.106653238,2.602335149,2.602335149,0.024674053,0.431108158,0.03427717,0.038944098,0.975325947,0.568891842,0.926778732,0.961055902,4878588,4758213.462,48094.6681,1778.794694,2020.982383,0,63465.89321,2347.303736,2666.895461,0,4.348839182,1.072600301,0.012552041,0.037329198,0.22994642,0.932313742,79.66831579,26.78868154
79,730355052,0,1,-1,1000,0.028571429,0.028571429,3.53138715,13.29945286,0.040727008,0.097781807,0.857987707,0.194643863,1,0.981400752,0.97833627,0.97833627,0.447317953,0.447317953,0.447317953,0.447317953,8.18099E-05,2.47127E-05,0.888866602,0.888866602,0,3.029718678,2.973368189,2.964083671,2.964083671,3.029718678,2.973368189,2.964083671,2.964083671,0.025491039,0.051217811,0.033940321,0.030761482,0.974508961,0.948782189,0.935298197,0.969238518,4878588,4754227.721,5957.345693,216.1815639,195.9340683,0,110356.5992,4004.646269,3629.572389,0,1.146533869,1.205212631,0.02121665,0.033869387,0.872194034,0.829729107,47.13279499,29.52518738
80,1209161880,0,1,-1,1000,0.028571429,0.028571429,32.56912193,34.77522732,0.166004943,0.009229094,0.925349301,0.329160028,1,0.996081366,0.688102164,0.688102164,0.633634942,0.633634942,0.633634942,0.633634942,9.73894E-05,5.76648E-05,0.924778034,0.924778034,0,4.686346401,4.667982324,3.2246851,3.2246851,4.686346401,4.667982324,3.2246851,3.2246851,0.015697918,0.425875816,0.012852263,0.009987338,0.984302082,0.574124184,0.977160399,0.990012662,4878588,4802004.323,31870.21913,419.1783127,325.738389,0,42964.31689,565.0952629,439.1286835,0,2.343959421,0.759050586,0.009287113,0.012054259,0.426628546,1.317435252,107.6760873,82.95823206
81,693801781,0,1,-1,1000,0.028571429,0.028571429,10.76445101,6.552705972,0.138372839,0.035108759,0.821550907,0.285630103,1,0.999220287,0.872353014,0.872353014,0.66793542,0.66793542,0.66793542,0.66793542,3.0364E-05,3.15887E-05,0.864931312,0.864931312,0,2.516350839,2.514388809,2.195146239,2.195146239,2.516350839,2.514388809,2.195146239,2.195146239,0.025565512,0.066760063,0.008995771,0.010027327,0.974434488,0.933239937,0.980976902,0.989972673,4878588,4753864.398,8168.158588,74.90378672,83.49309054,0,114182.8137,1047.081179,1167.151188,0,4.459833853,1.678047538,0.004541316,0.01920453,0.2242236,0.595930674,220.2004986,52.07104898
82,750149926,0,1,-1,1000,0.028571429,0.028571429,29.1221471,14.67023927,0.04998274,0.113350013,0.275628645,0.180018783,1,0.811304549,0.985314046,0.985314046,0.513188613,0.513188613,0.513188613,0.513188613,3.7362E-05,7.91161E-05,0.818454071,0.818454071,0,2.495801544,2.024855146,2.459148316,2.459148316,2.495801544,2.024855146,2.459148316,2.459148316,0.025556637,0.093597237,0.00656424,0.0011488,0.974443363,0.906402763,0.992286959,0.9988512,4878588,4753907.695,11579.72288,76.60292197,13.40619379,0,112138.9176,741.8285264,129.826601,0,1.616026721,1.63099285,0.036716388,0.035104649,0.618801649,0.613123473,27.23579469,28.48625583
83,1115922993,0,1,-1,1000,0.028571429,0.028571429,13.23216428,44.65705967,0.175679318,0.028538813,0.825636364,0.198870351,1,0.999727274,0.629899827,0.629899827,0.595384608,0.595384608,0.595384608,0.595384608,5.23114E-05,3.4499E-05,0.871078605,0.871078605,0,2.145350212,2.14476512,1.351355729,1.351355729,2.145350212,2.14476512,1.351355729,1.351355729,0.023493076,0.053665983,0.023780456,0.00949438,0.976506924,0.946334017,0.966725164,0.99050562,4878588,4763974.961,5946.153867,146.269337,58.39823746,0,104853.155,2579.280962,1029.781533,0,3.871386351,1.696113155,0.019611638,0.02969541,0.2583054,0.589583305,50.99013114,33.67523796
84,1942314434,0,1,-1,1000,0.028571429,0.028571429,23.71752745,10.46200451,0.184788768,0.130937186,0.946583896,0.787959876,1,0.999587631,0.998809337,0.998809337,0.630343351,0.630343351,0.630343351,0.630343351,2.82602E-05,6.21782E-06,0.831553036,0.831553036,0,4.132759189,4.131054966,4.127838466,4.127838466,4.132759189,4.131054966,4.127838466,4.127838466,0.021107506,0.434196896,0.031640647,0.014566911,0.978892494,0.565803104,0.953792442,0.985433089,4878588,4775613.175,42645.34703,1414.69601,651.3062458,0,55571.26257,1843.494049,848.7188621,0,2.111682145,0.91835583,0.016019118,0.036483194,0.473556118,1.088902545,62.42540844,27.40988047
85,54937900,0,1,-1,1000,0.028571429,0.028571429,34.69617176,12.8925678,0.106912204,0.052264429,0.965082888,0.832333314,1,0.99430755,0.978919316,0.978919316,0.478039866,0.478039866,0.478039866,0.478039866,7.92318E-05,8.68448E-05,0.914528169,0.914528169,0,3.75196855,3.730610659,3.672874489,3.672874489,3.75196855,3.730610659,3.672874489,3.672874489,0.017950558,0.245841019,0.039799984,0.029283691,0.982049442,0.754158981,0.930916325,0.970716309,4878588,4791014.625,20041.81637,856.8589381,630.4523211,0,61481.66768,2628.559983,1934.019322,0,0.926010052,1.179698526,0.005532246,0.035247054,1.079901884,0.847674197,180.7584107,28.37116543
86,1716303629,0,1,-1,1000,0.028571429,0.028571429,16.04681989,5.54051185,0.14400019,0.134141911,0.754332188,0.399514731,1,0.998163962,0.998460191,0.998460191,0.62703377,0.62703377,0.62703377,0.62703377,2.15932E-05,4.29078E-05,0.873189703,0.873189703,0,3.423526601,3.417240878,3.418255024,3.418255024,3.423526601,3.417240878,3.418255024,3.418255024,0.026904904,0.239526262,0.001220932,0.020243607,0.973095096,0.760473738,0.978535462,0.979756393,4878588,4747330.06,30764.88451,38.38575876,636.4533994,0,97675.66441,121.8712357,2020.680709,0,3.585758843,0.998846098,0.005469515,0.037707601,0.278880997,1.001155236,182.8315667,26.51985239
87,1823032908,0,1,-1,1000,0.028571429,0.028571429,3.436686993,31.18403638,0.162831012,0.017119797,0.192174535,0.274976507,1,0.999588385,0.695367387,0.695367387,0.501723275,0.501723275,0.501723275,0.501723275,8.53182E-05,5.62018E-05,0.929478271,0.929478271,0,3.742668091,3.741127554,2.602529331,2.602529331,3.742668091,3.741127554,2.602529331,2.602529331,0.018606518,0.228308159,0.018004151,0.00662197,0.981393482,0.771691841,0.975373878,0.99337803,4878588,4787814.463,20213.97901,373.1241375,137.2359585,0,68324.15786,1261.17636,463.8637097,0,0.994634793,1.058612966,0.037769389,0.032796435,1.005394147,0.944632299,26.47646765,30.49111926
88,440281267,0,1,-1,1000,0.028571429,0.028571429,12.61982333,36.74193906,0.049048969,0.006640757,0.949292136,0.448410448,1,0.99301029,0.736335854,0.736335854,0.439787882,0.439787882,0.439787882,0.439787882,8.87883E-05,2.69736E-05,0.879711169,0.879711169,0,4.165338441,4.136223933,3.067088037,3.067088037,4.165338441,4.136223933,3.067088037,3.067088037,0.017778926,0.260833599,0.023290026,0.038952091,0.982221074,0.739166401,0.937757883,0.961047909,4878588,4791851.947,21215.53144,526.9060155,881.2395287,0,60121.88635,1493.178885,2497.31113,0,0.717617186,0.98055405,0.023531634,0.004738872,1.39350063,1.019831594,42.49598561,211.0206801
89,1023598934,0,1,-1,1000,0.028571429,0.028571429,0.632301988,23.05653654,0.184208662,0.132657254,0.652003384,0.200020042,1,0.99996089,0.978175252,0.978175252,0.625068358,0.625068358,0.625068358,0.625068358,5.55255E-05,2.53272E-05,0.861699702,0.861699702,0,4.863197505,4.863007305,4.757059444,4.757059444,4.863197505,4.863007305,4.757059444,4.757059444,0.014296826,0.48796259,0.009138985,0.00435108,0.985703174,0.51203741,0.986509935,0.99564892,4878588,4808839.676,33575.44408,311.0414417,148.0871457,0,35231.9702,326.387427,155.3933849,0,2.614229847,0.63084431,0.028589864,0.03662348,0.382521836,1.585177173,34.97743099,27.30488728
90,1307689094,0,1,-1,1000,0.028571429,0.028571429,1.944993455,0.659038278,0.199895205,0.003713535,0.927150278,0.159857371,1,0.999995093,0.618303958,0.618303958,0.674154881,0.674154881,0.674154881,0.674154881,2.66787E-05,8.62325E-05,0.895485409,0.895485409,0,3.060019203,3.060004187,1.892021984,1.892021984,3.060019203,3.060004187,1.892021984,1.892021984,0.018614626,0.171005943,0.027783845,0.034704535,0.981385374,0.828994057,0.93751162,0.965295465,4878588,4787774.91,14559.15997,431.4713934,538.9467935,0,70579.16756,2091.665441,2612.679311,0,4.349561329,1.304693279,0.02058554,0.02578019,0.229908242,0.766463671,48.57778791,38.78947325
91,1768746993,0,1,-1,1000,0.028571429,0.028571429,5.05068169,8.910766663,0.156971417,0.158061501,0.653012008,0.459247046,1,0.999700877,0.99918351,0.99918351,0.652839375,0.652839375,0.652839375,0.652839375,3.59741E-06,5.87003E-05,0.941887731,0.941887731,0,4.24766063,4.246390055,4.244192456,4.244192456,4.24766063,4.246390055,4.244192456,4.244192456,0.019729177,0.281027748,0.025572725,0.024913182,0.980270823,0.718972252,0.949514092,0.975086818,4878588,4782337.476,25683.47122,691.7183853,673.8783615,0,65707.75774,1769.669828,1724.028491,0,2.053661887,0.957132553,0.014208691,0.007283019,0.486935072,1.044787367,70.37945959,137.3056956
92,1921949339,0,1,-1,1000,0.028571429,0.028571429,5.986403944,25.42986871,0.016015074,0.002809952,0.836271632,0.30688021,1,0.945848369,0.665397419,0.665397419,0.550211063,0.550211063,0.550211063,0.550211063,2.84166E-05,7.23051E-05,0.940541546,0.940541546,0,3.096179676,2.928516498,2.060189966,2.060189966,3.096179676,2.928516498,2.060189966,2.060189966,0.024831735,0.173853074,0.009378124,0.012640378,0.975168265,0.826146926,0.977981499,0.987359622,4878588,4757444.197,20597.48597,197.5147497,266.221805,0,97878.91176,938.5868155,1265.081603,0,2.236977561,1.110795462,0.004094323,0.031816853,0.447031753,0.900255749,244.240617,31.42988372
93,334194771,0,1,-1,1000,0.028571429,0.028571429,0.512893917,9.292421525,0.072690059,0.006345921,0.329582947,0.860398691,1,0.982117143,0.939164642,0.939164642,0.52275203,0.52275203,0.52275203,0.52275203,8.41224E-05,5.85895E-05,0.895787028,0.895787028,0,2.177425907,2.13848731,2.044961423,2.044961423,2.177425907,2.13848731,2.044961423,2.044961423,0.027210194,0.025253851,0.013521314,0.01578083,0.972789806,0.974746149,0.970697856,0.98421917,4878588,4745840.675,3254.149207,45.32859908,52.90335714,0,125603.3949,1749.589699,2041.959614,0,3.209071686,1.471551151,0.011098972,0.031408127,0.311616598,0.679555039,90.09843715,31.83889301
94,1438499837,0,1,-1,1000,0.028571429,0.028571429,22.11051586,10.07618959,0.158558235,0.063742964,0.953961087,0.570186089,1,0.999453449,0.968716323,0.968716323,0.447813373,0.447813373,0.447813373,0.447813373,4.17287E-05,2.05235E-05,0.906475282,0.906475282,0,6.145328891,6.141970154,5.953080407,5.953080407,6.145328891,6.141970154,5.953080407,5.953080407,0.016403876,0.539985643,0.03291867,0.031743624,0.983596124,0.460014357,0.935337707,0.968256376,4878588,4798560.248,40419.53151,1422.542032,1371.763796,0,34433.44291,1211.865106,1168.607071,0,0.52239461,0.593748379,0.022699257,0.003403994,1.91426171,1.684215125,44.05430567,293.7725892
95,888879011,0,1,-1,1000,0.028571429,0.028571429,12.42024393,2.340870083,0.196975246,0.074186357,0.607856762,0.46627017,1,0.999760864,0.9848847,0.9848847,0.564305847,0.564305847,0.564305847,0.564305847,3.22768E-05,2.21268E-05,0.949870069,0.949870069,0,2.997236,2.996519254,2.951931879,2.951931879,2.997236,2.996519254,2.951931879,2.951931879,0.027006388,0.141738034,0.016684096,0.016730619,0.972993612,0.858261966,0.966585284,0.983269381,4878588,4746834.962,18050.4163,311.5657638,312.4345556,0,109300.1314,1886.6146,1891.875368,0,3.036257816,1.01703376,0.007257901,0.011742006,0.329352796,0.98325153,137.7808787,85.16432369
96,978011482,0,1,-1,1000,0.028571429,0.028571429,25.99089223,34.40916005,0.151850468,0.191953552,0.843330773,0.508949963,1,0.996013223,0.976537647,0.976537647,0.660121798,0.660121798,0.660121798,0.660121798,4.93938E-05,3.44621E-05,0.819472693,0.819472693,0,2.500707824,2.490738059,2.442035335,2.442035335,2.500707824,2.490738059,2.442035335,2.442035335,0.025960627,0.21354404,0.025275119,0.016235921,0.974039373,0.78645596,0.958488961,0.983764079,4878588,4751936.799,25922.9178,683.5809831,439.1103604,0,95470.86048,2517.54317,1617.188477,0,4.289564528,1.640787577,0.03336287,0.01867941,0.233123897,0.609463415,29.97344062,53.53488074
97,1031272569,0,1,-1,1000,0.028571429,0.028571429,14.32214473,15.94579159,0.171765218,0.069079169,0.6961745,0.168921206,1,0.999338648,0.927789755,0.927789755,0.530134209,0.530134209,0.530134209,0.530134209,2.20583E-05,1.52051E-06,0.81650073,0.81650073,0,2.866393137,2.864497441,2.659410187,2.659410187,2.866393137,2.864497441,2.659410187,2.659410187,0.01827354,0.011009967,0.010576444,0.000128746,0.98172646,0.988990033,0.98929481,0.999871254,4878588,4789438.928,971.0209253,10.38107955,0.126368094,0,87223.69331,932.4990587,11.35124034,0,1.972975239,1.181272642,0.020974569,0.013639445,0.506848733,0.84654462,47.67678446,73.31676669
98,1664285901,0,1,-1,1000,0.028571429,0.028571429,14.52817588,25.07439151,0.156755768,0.087272372,0.85075206,0.606520001,1,0.99942777,0.959860713,0.959860713,0.547369261,0.547369261,0.547369261,0.547369261,6.43194E-05,9.39528E-05,0.813600986,0.813600986,0,2.931331287,2.929653892,2.81366974,2.81366974,2.931331287,2.929653892,2.81366974,2.81366974,0.017714017,0.016843192,0.039932425,0.023880153,0.982285983,0.983156808,0.936187422,0.976119847,4878588,4792168.607,1362.694209,58.12477555,34.75943526,0,79542.05468,3392.811127,2028.948888,0,3.464100759,0.973152621,0.019946831,0.03705707,0.288675206,1.027588046,50.1332758,26.9854039
99,25144261,0,1,-1,1000,0.028571429,0.028571429,25.68895072,37.38482993,0.114560737,0.160437389,0.951836271,0.839783531,1,0.997199165,0.981293584,0.981293584,0.525922268,0.525922268,0.525922268,0.525922268,1.02288E-05,9.55963E-05,0.925949736,0.925949736,0,2.795308258,2.787479062,2.743018059,2.743018059,2.795308258,2.787479062,2.743018059,2.743018059,0.027838994,0.41775106,0.032562497,0.011594217,0.972161006,0.58224894,0.955843286,0.988405783,4878588,4742773.02,54231.53892,1847.49355,657.8193637,0,75586.29787,2574.981285,916.8489656,0,2.062930715,1.195045755,0.019031309,0.021441737,0.484747254,0.836788044,52.54499322,46.63801344
100,287936804,0,1,-1,1000,0.028571429,0.028571429,24.96089169,14.11761814,0.099483698,0.146745721,0.854865326,0.142480276,1,0.988895451,0.995590743,0.995590743,0.601157627,0.601157627,0.601157627,0.601157627,8.80037E-05,8.64439E-05,0.931513655,0.931513655,0,3.15388401,3.118861552,3.139977726,3.139977726,3.15388401,3.118861552,3.139977726,3.139977726,0.027309893,0.522295106,0.001238801,0.011821442,0.972690107,0.477704894,0.986939758,0.988178558,4878588,4745354.283,68678.49112,86.20481459,822.6224164,0,62815.16132,78.84519952,752.392182,0,4.664353093,0.921022744,0.033220467,0.029798693,0.214392003,1.085749518,30.10192493,33.55851911
101,663410550,0,1,-1,1000,0.028571429,0.028571429,3.083997257,40.64558565,0.160104031,0.156676993,0.275498263,0.440385991,1,0.99960389,0.894974639,0.894974639,0.561268542,0.561268542,0.561268542,0.561268542,1.16E-05,9.55326E-05,0.877476866,0.877476866,0,2.874713202,2.873574501,2.57279541,2.57279541,2.874713202,2.873574501,2.57279541,2.57279541,0.019422444,0.149886048,0.038633202,0.006690432,0.980577556,0.850113952,0.954676366,0.993309568,4878588,4783833.899,13558.61713,548.6810117,95.01964457,0,76900.88379,3111.973317,538.9262471,0,4.079738876,0.982777542,0.025543825,0.03672941,0.245113727,1.017524269,39.14840475,27.22613808
102,158521120,0,1,-1,1000,0.028571429,0.028571429,6.99589246,48.28708016,0.169237114,0.131827514,0.847221783,0.783868485,1,0.999894509,0.904064501,0.904064501,0.631493572,0.631493572,0.631493572,0.631493572,9.85635E-05,9.76423E-05,0.908054724,0.908054724,0,4.745572684,4.745072069,4.290303803,4.290303803,4.745572684,4.745072069,4.290303803,4.290303803,0.020479647,0.550474404,0.034974392,0.002484557,0.979520353,0.449525596,0.96254105,0.997515443,4878588,4778676.24,52938.66659,1923.551937,136.647834,0,43230.50343,1570.801155,111.5886561,0,1.986585283,0.785959871,0.005235049,0.014503411,0.503376325,1.272329589,191.0201742,68.94929815
103,818577107,0,1,-1,1000,0.028571429,0.028571429,2.325760424,39.71602377,0.015029952,0.154531665,0.899753875,0.31482844,1,0.967102818,0.883824877,0.883824877,0.649494251,0.649494251,0.649494251,0.649494251,8.30292E-05,8.75849E-05,0.862481784,0.862481784,0,2.368157383,2.290251679,2.093036406,2.093036406,2.368157383,2.290251679,2.093036406,2.093036406,0.02124403,0.049864109,0.012494174,0.019650348,0.97875597,0.950135891,0.967855479,0.980349652,4878588,4774947.13,5001.838091,64.56938667,101.5522039,0,95307.54572,1230.33766,1935.026911,0,4.840214272,1.706243303,0.008261312,0.007177701,0.206602424,0.586082886,121.0461413,139.3203823
104,1360794884,0,1,-1,1000,0.028571429,0.028571429,11.71139282,26.51188185,0.078534724,0.084344279,0.964678706,0.945879146,1,0.998335626,0.993439062,0.993439062,0.660678201,0.660678201,0.660678201,0.660678201,1.16885E-05,5.84481E-05,0.895967972,0.895967972,0,2.770791033,2.766179399,2.752612044,2.752612044,2.770791033,2.766179399,2.752612044,2.752612044,0.026051865,0.223403003,0.01114533,0.005846259,0.973948135,0.776596997,0.983008411,0.994153741,4878588,4751491.683,27911.24478,316.4571326,165.996929,0,97025.50382,1100.073213,577.0411099,0,4.636713758,1.333945536,0.037340756,0.006310386,0.215669988,0.749655794,26.78038983,158.4688993
105,1544126642,0,1,-1,1000,0.028571429,0.028571429,9.83125235,17.46294701,0.016613214,0.020228795,0.994894706,0.394708532,1,0.998268771,0.793498852,0.793498852,0.526549639,0.526549639,0.526549639,0.526549639,8.18916E-05,3.26065E-05,0.820487707,0.820487707,0,2.431017247,2.426808598,1.929009394,1.929009394,2.431017247,2.426808598,1.929009394,1.929009394,0.021217274,0.070959614,0.019949715,0.03777697,0.978782726,0.929040386,0.942273316,0.96222303,4878588,4775077.664,6921.047935,146.5317241,277.4738632,0,90613.98,1918.469983,3632.832965,0,2.127017841,1.520705717,0.030184117,0.02706178,0.470141802,0.657589426,33.13000676,36.9524849
106,1447657814,0,1,-1,1000,0.028571429,0.028571429,31.59606563,35.21285647,0.135130013,0.051484115,0.152198984,0.493274508,1,0.934883556,0.838661577,0.838661577,0.636783854,0.636783854,0.636783854,0.636783854,5.35894E-06,4.67935E-05,0.909169809,0.909169809,0,2.77728891,2.596441731,2.329205497,2.329205497,2.77728891,2.596441731,2.329205497,2.329205497,0.01723168,0.053437668,0.014454977,0.026891421,0.98276832,0.946562332,0.958653602,0.973108579,4878588,4794521.733,4306.564636,64.9361717,120.8044718,0,76283.86548,1150.239833,2139.856906,0,4.88519087,1.219183819,0.029033108,0.034640445,0.204700292,0.820220859,34.44343591,28.86798947
107,1257417044,0,1,-1,1000,0.028571429,0.028571429,6.546672378,39.69299203,0.044770317,0.035951798,0.936528746,0.596373287,1,0.992061831,0.83514647,0.83514647,0.661907647,0.661907647,0.661907647,0.661907647,5.45181E-05,9.46604E-05,0.887458797,0.887458797,0,3.665042843,3.635949112,3.060847594,3.060847594,3.665042843,3.635949112,3.060847594,3.060847594,0.020498365,0.351785659,0.036555763,0.027704761,0.979501635,0.648214341,0.935739476,0.972295239,4878588,4778584.922,32918.98613,1286.018909,974.6437538,0,60657.84183,2369.66993,1795.917603,0,2.453349457,1.106333943,0.026956988,0.023741573,0.407606017,0.903886215,37.09613289,42.12020812
