Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,tStar | G-A,tStar | G-B,b | G-A,b | G-B,min | G-A,min | G-B,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
147,499545406,0,1,-1,1000,0.028571429,0.028571429,3.047863524,11.13762809,0.129369758,0.101338917,0.409416131,0.344814413,1,0.998643401,0.987476256,0.987476256,0.661718472,0.661718472,0.661718472,0.661718472,1.01469E-05,4.49646E-05,0.884314356,0.884314356,0,4.34914707,4.343247021,4.294679463,4.294679463,4.34914707,4.343247021,4.294679463,4.294679463,0.01690081,0.468134944,0.008936151,0.016865788,0.98309919,0.531865056,0.974198061,0.983134212,4878588,4796135.912,37602.78208,344.9238475,650.9975423,0,42721.88195,391.8804694,739.621874,0,4.124797794,0.785291908,0.017164909,0.008684907,0.242436127,1.273411823,58.25839342,115.1422764
148,1287679065,0,1,-1,1000,0.028571429,0.028571429,7.646197947,6.571410783,0.187844177,0.083490215,0.669005862,0.153608426,1,0.99988394,0.978043451,0.978043451,0.541517039,0.541517039,0.541517039,0.541517039,2.68493E-06,5.3933E-05,0.858148632,0.858148632,0,2.917493377,2.917154773,2.853435291,2.853435291,2.917493377,2.917154773,2.853435291,2.853435291,0.024522212,0.329309185,0.018200776,0.027690527,0.975477788,0.670690815,0.954108697,0.972309473,4878588,4758954.231,37588.5424,717.0468382,1090.909828,0,76555.07732,1460.380548,2221.812311,0,4.629922128,0.88150117,0.035185849,0.03037414,0.215986354,1.134428443,28.42051662,32.92274301
149,922616827,0,1,-1,1000,0.028571429,0.028571429,9.872944858,20.54229219,0.033673307,0.071078147,0.852743287,0.292536188,1,0.969711116,0.922377047,0.922377047,0.631863179,0.631863179,0.631863179,0.631863179,4.54762E-05,8.49262E-05,0.941428614,0.941428614,0,2.867746104,2.780885274,2.645143183,2.645143183,2.867746104,2.780885274,2.645143183,2.645143183,0.022925807,0.024150088,0.01738458,0.012122122,0.977074193,0.975849912,0.970493298,0.987877878,4878588,4766742.434,2621.380294,46.95714632,32.7428245,0,105923.9919,1897.43106,1323.062772,0,2.42841291,1.493893524,0.037087465,0.01009862,0.411791585,0.66939175,26.9632877,99.02342612
150,1567117475,0,1,-1,1000,0.028571429,0.028571429,30.37543181,22.67254768,0.177084433,0.118890747,0.956811537,0.397621322,1,0.998702611,0.977485939,0.977485939,0.495926467,0.495926467,0.495926467,0.495926467,6.33382E-06,8.58438E-05,0.926370711,0.926370711,0,2.39809487,2.394983608,2.344104016,2.344104016,2.39809487,2.394983608,2.344104016,2.344104016,0.025920374,0.232425899,0.026310495,0.011641857,0.974079626,0.767574101,0.962047648,0.988358143,4878588,4752133.176,28275.90436,773.3016492,342.1702,0,93379.66204,2553.787342,1129.998787,0,2.454134948,1.282187395,0.022581913,0.011402134,0.407475555,0.779917198,44.28322886,87.7028814
151,981274446,0,1,-1,1000,0.028571429,0.028571429,36.94449272,28.51691056,0.114116844,0.005245067,0.989226895,0.580328431,1,0.998017848,0.80197239,0.80197239,0.462198113,0.462198113,0.462198113,0.462198113,4.40077E-05,2.86634E-05,0.852362144,0.852362144,0,3.089418379,3.08329468,2.47762824,2.47762824,3.089418379,3.08329468,2.47762824,2.47762824,0.026875489,0.398660536,0.020742214,0.001291123,0.973124511,0.601339464,0.977966663,0.998708877,4878588,4747473.562,51118.46636,1084.198671,67.48721208,0,77107.08332,1635.405035,101.7976957,0,0.993917674,1.494083818,0.035339349,0.010079775,1.006119548,0.669306493,28.29706879,99.20856128
152,1697801866,0,1,-1,1000,0.028571429,0.028571429,35.6286423,19.64025147,0.001475345,0.067917728,0.932875807,0.906440359,1,0.966793626,0.989440146,0.989440146,0.573566212,0.573566212,0.573566212,0.573566212,7.90294E-05,5.40407E-05,0.84989698,0.84989698,0,3.610609879,3.490714616,3.572482365,3.572482365,3.610609879,3.490714616,3.572482365,3.572482365,0.020429189,0.462305761,0.009342959,0.036080184,0.979570811,0.537694239,0.954576857,0.963919816,4878588,4778922.404,43983.06357,430.4859923,1662.429818,0,51155.40824,500.6856024,1933.523249,0,1.816743533,1.045262798,0.008515605,0.003516941,0.550435426,0.956697207,117.4314698,284.3380048
153,1744063170,0,1,-1,1000,0.028571429,0.028571429,15.30086848,8.293877996,0.04482686,0.027744272,0.880044803,0.601389362,1,0.979089675,0.904649381,0.904649381,0.653054882,0.653054882,0.653054882,0.653054882,8.87518E-05,8.39294E-05,0.96980647,0.96980647,0,2.208274251,2.16209852,1.997713935,1.997713935,2.208274251,2.16209852,1.997713935,1.997713935,0.023423276,0.140305566,0.029370941,0.003049574,0.976576724,0.859694434,0.967579485,0.996950426,4878588,4764315.487,15513.26929,470.9063485,48.89402628,0,95054.47046,2885.384941,299.5884162,0,4.729890071,1.921811896,0.019854792,0.027639468,0.211421404,0.520342289,50.36567429,36.18014654
154,1346877456,0,1,-1,1000,0.028571429,0.028571429,3.305730959,28.73391749,0.174509782,0.18747124,0.772845573,0.78667171,1,0.999934309,0.996110931,0.996110931,0.683773206,0.683773206,0.683773206,0.683773206,3.38441E-05,7.22796E-05,0.899783154,0.899783154,0,3.213947248,3.213736119,3.201447986,3.201447986,3.213947248,3.213736119,3.201447986,3.201447986,0.02258277,0.264292132,0.005490264,0.013344381,0.97741723,0.735707868,0.981165355,0.986655619,4878588,4768415.968,28569.18155,159.8633115,388.5563683,0,79527.79931,445.0102056,1081.621216,0,3.439319753,1.321678974,0.026181438,0.002780466,0.29075517,0.756613383,38.1949993,359.6519286
155,1197125116,0,1,-1,1000,0.028571429,0.028571429,19.71165058,13.97919812,0.115558851,0.071315328,0.103195185,0.869280416,1,0.973706765,0.990694829,0.990694829,0.58345085,0.58345085,0.58345085,0.58345085,8.96745E-05,8.65427E-05,0.884154406,0.884154406,0,2.931499626,2.854421017,2.904221521,2.904221521,2.931499626,2.854421017,2.904221521,2.904221521,0.020870237,0.207460549,0.025296398,0.00898573,0.979129763,0.792539451,0.965717872,0.99101427,4878588,4776770.71,20398.9271,534.3376046,189.8062156,0,77927.8495,2041.273064,725.0964784,0,2.68911018,1.163055902,0.013781923,0.031320739,0.371870222,0.8598039,72.55881438,31.92772705
156,92627905,0,1,-1,1000,0.028571429,0.028571429,4.380415203,45.07777655,0.16856515,0.002209422,0.639043547,0.945137269,1,0.999834884,0.972717712,0.972717712,0.667000081,0.667000081,0.667000081,0.667000081,7.97323E-05,8.21931E-05,0.828327493,0.828327493,0,4.954764333,4.953946224,4.819587024,4.819587024,4.954764333,4.953946224,4.819587024,4.819587024,0.022119191,0.536473983,0.007744658,0.033613198,0.977880809,0.463526017,0.958642144,0.966386802,4878588,4770677.581,55496.87907,448.3470039,1945.906093,0,47950.5962,387.3822546,1681.30819,0,3.023776707,0.757087908,0.003601266,0.005920483,0.330712251,1.320850577,277.6800896,168.9051413
157,1383382736,0,1,-1,1000,0.028571429,0.028571429,18.76059273,8.616779977,0.105666173,0.092697031,0.832755172,0.255277993,1,0.994054678,0.98426621,0.98426621,0.696355236,0.696355236,0.696355236,0.696355236,1.97146E-05,5.04732E-05,0.970171202,0.970171202,0,2.878022601,2.860911832,2.832740399,2.832740399,2.878022601,2.860911832,2.832740399,2.832740399,0.025886436,0.19360922,0.030967102,0.010812843,0.974113564,0.80639078,0.958220055,0.989187157,4878588,4752298.745,23429.21261,757.1693191,264.3822696,0,97583.68425,3153.642975,1101.163592,0,4.991520412,1.419265669,0.02540151,0.005337824,0.20033976,0.70458972,39.36773816,187.3422437
158,1340662547,0,1,-1,1000,0.028571429,0.028571429,4.846195783,21.97709837,0.150732884,0.020051772,0.780045886,0.337263217,1,0.999756694,0.759347917,0.759347917,0.594592227,0.594592227,0.594592227,0.594592227,7.0355E-05,3.07244E-05,0.954153683,0.954153683,0,4.042117943,4.041134473,3.069373842,3.069373842,4.042117943,4.041134473,3.069373842,3.069373842,0.022466501,0.289117704,0.018735179,0.036370184,0.977533499,0.710882296,0.944894637,0.963629816,4878588,4768983.198,29942.47206,593.6932718,1152.523426,0,73622.5178,1459.772372,2833.823348,0,1.885224363,0.836119374,0.024958919,0.025080919,0.530440843,1.19600147,40.06583855,39.87094762
159,725012225,0,1,-1,1000,0.028571429,0.028571429,11.80208588,34.0418264,0.033530248,0.16560877,0.869731556,0.970482413,1,0.971675445,0.998038215,0.998038215,0.660226293,0.660226293,0.660226293,0.660226293,3.31776E-05,7.11808E-05,0.904492371,0.904492371,0,4.136844501,4.019670219,4.128728903,4.128728903,4.136844501,4.019670219,4.128728903,4.128728903,0.019804072,0.443199528,0.002987699,0.017554761,0.980195928,0.556800472,0.97945754,0.982445239,4878588,4781972.094,41940.49325,127.9336605,751.6970307,0,52690.68435,160.7256281,944.372083,0,2.519673605,0.97671514,0.011764466,0.016606668,0.396876801,1.023839971,85.00173016,60.21677564
160,1006565649,0,1,-1,1000,0.028571429,0.028571429,16.13739179,49.17453142,0.158807778,0.075279309,0.92703739,0.667029704,1,0.999664412,0.838668741,0.838668741,0.646716209,0.646716209,0.646716209,0.646716209,7.93168E-05,7.69324E-05,0.926359158,0.926359158,0,3.289138109,3.288034315,2.758497318,2.758497318,3.289138109,3.288034315,2.758497318,2.758497318,0.024661929,0.444317631,0.021828352,0.028695533,0.975338071,0.555682369,0.949476116,0.971304467,4878588,4758272.61,50757.33056,1166.90547,1534.012922,0,63479.25832,1459.381196,1918.501259,0,2.743625186,1.256275901,0.010235249,0.018802388,0.364481273,0.796003489,97.70158276,53.18473357
161,1003505016,0,1,-1,1000,0.028571429,0.028571429,23.92454084,21.42855439,0.173608378,0.113733832,0.96127151,0.748757515,1,0.999585477,0.990614924,0.990614924,0.536662083,0.536662083,0.536662083,0.536662083,8.69233E-05,2.80148E-05,0.890134209,0.890134209,0,5.593452728,5.591134113,5.540957749,5.540957749,5.593452728,5.591134113,5.540957749,5.540957749,0.015750649,0.075752301,0.014799937,0.006667037,0.984249351,0.924247699,0.978533026,0.993332963,4878588,4801747.073,5695.920407,86.14861228,38.80800494,0,69495.46445,1051.092254,473.4933312,0,0.706154466,0.776149922,0.012169125,0.01806904,1.41612076,1.288410875,82.17517988,55.34328267
162,1687049362,0,1,-1,1000,0.028571429,0.028571429,30.51141431,16.84955306,0.040008233,0.024187981,0.932773922,0.912211674,1,0.978863623,0.972816718,0.972816718,0.619118039,0.619118039,0.619118039,0.619118039,2.21094E-05,9.28093E-05,0.844830018,0.844830018,0,5.581600259,5.463625453,5.429874042,5.429874042,5.581600259,5.463625453,5.429874042,5.429874042,0.013864522,0.383230509,0.005275832,0.014333115,0.986135478,0.616769491,0.980391053,0.985666885,4878588,4810948.707,25413.14837,136.7571657,371.5349833,0,40899.8089,220.0963793,597.9467633,0,3.035431271,0.522571853,0.014564161,0.015899165,0.329442478,1.913612441,68.66169671,62.89638676
163,1735722628,0,1,-1,1000,0.028571429,0.028571429,3.386214022,12.61781995,0.196122916,0.086856857,0.004024963,0.485860481,1,0.999893315,0.980746972,0.980746972,0.661543967,0.661543967,0.661543967,0.661543967,1.01868E-05,4.22731E-05,0.930770832,0.930770832,0,4.446037838,4.445563514,4.360438145,4.360438145,4.446037838,4.445563514,4.360438145,4.360438145,0.021484028,0.584250457,0.006451475,0.017691434,0.978515972,0.415749543,0.975857091,0.982308566,4878588,4773776.277,59757.87453,395.0644513,1083.357898,0,42523.38822,281.1257791,770.9117644,0,3.846258639,0.726477906,0.032081982,0.021697001,0.259992916,1.376504354,31.1701436,46.08931821
164,1345253359,0,1,-1,1000,0.028571429,0.028571429,27.67120074,31.70861908,0.02455408,0.055788208,0.887887262,0.076670482,1,0.958934996,0.755344551,0.755344551,0.623713586,0.623713586,0.623713586,0.623713586,4.79685E-05,1.6691E-05,0.989190225,0.989190225,0,4.323503475,4.145958786,3.265734791,3.265734791,4.323503475,4.145958786,3.265734791,3.265734791,0.023453384,0.65297151,0.008061608,9.26416E-05,0.976546616,0.34702849,0.991845751,0.999907358,4878588,4764168.604,74103.38034,602.3037123,6.921498759,0,39383.01096,320.1005621,3.678502387,0,3.736249505,0.729861414,0.006598922,0.029083759,0.267648078,1.370123123,151.5399069,34.38345043
165,317490426,0,1,-1,1000,0.028571429,0.028571429,13.6722738,34.55604258,0.073375105,0.187654315,0.977251139,0.88231691,1,0.998520204,0.993848487,0.993848487,0.555291397,0.555291397,0.555291397,0.555291397,3.28589E-05,8.74513E-05,0.945671103,0.945671103,0,2.743424962,2.739365251,2.726548748,2.726548748,2.743424962,2.739365251,2.726548748,2.726548748,0.022249561,0.03212709,0.007735149,0.0235648,0.977750439,0.96787291,0.968700051,0.9764352,4878588,4770041.561,3378.129536,26.97463911,82.17708631,0,101770.8114,812.6482068,2475.698065,0,3.756737397,1.080092813,0.005450872,0.037032027,0.266188422,0.92584636,183.4568845,27.00365277
166,1226120430,0,1,-1,1000,0.028571429,0.028571429,17.75416504,6.587480358,0.177575966,0.131594687,0.988933193,0.835917682,1,0.999964024,0.999459589,0.999459589,0.546597192,0.546597192,0.546597192,0.546597192,7.58623E-05,6.03278E-05,0.982684376,0.982684376,0,2.805256036,2.805155114,2.803740046,2.803740046,2.805256036,2.805155114,2.803740046,2.803740046,0.017196971,0.059637732,0.010404541,0.02034202,0.982803029,0.940362268,0.969253439,0.97965798,4878588,4794691.062,4849.585035,52.05832197,101.7797322,0,76467.81072,820.850832,1604.853454,0,4.680649593,0.959145683,0.017972198,0.022279851,0.213645559,1.042594486,55.64149824,44.88360369
167,513124379,0,1,-1,1000,0.028571429,0.028571429,8.930024775,12.66112264,0.138724323,0.089333871,0.053770042,0.096368317,1,0.99683513,0.968935712,0.968935712,0.471490192,0.471490192,0.471490192,0.471490192,6.85134E-05,9.57527E-05,0.868732234,0.868732234,0,4.106048434,4.093053326,3.978496962,3.978496962,4.106048434,4.093053326,3.978496962,3.978496962,0.020638845,0.17939152,0.023287011,0.030215734,0.979361155,0.82060848,0.946497255,0.969784266,4878588,4777899.579,17096.24766,420.6251092,545.7761933,0,78205.06683,1924.107292,2496.598349,0,1.081017028,0.721172947,0.034153063,0.008787533,0.925054808,1.38662994,29.27995076,113.7975852
168,1760902020,0,1,-1,1000,0.028571429,0.028571429,16.47463472,13.78176329,0.181932484,0.081038128,0.775140617,0.455036707,1,0.999496223,0.972502164,0.972502164,0.610368906,0.610368906,0.610368906,0.610368906,6.80031E-05,6.35533E-05,0.856827836,0.856827836,0,3.399401882,3.397689341,3.305925686,3.305925686,3.399401882,3.397689341,3.305925686,3.305925686,0.022398571,0.527799064,0.026732027,0.036315062,0.977601429,0.472200936,0.936952911,0.963684938,4878588,4769314.601,54038.19499,1541.753587,2094.449332,0,48345.83463,1379.345923,1873.820935,0,2.934413381,0.942900268,0.037226255,0.036621847,0.340783615,1.060557552,26.86276118,27.30610488
169,1285602098,0,1,-1,1000,0.028571429,0.028571429,20.80027874,2.945291973,0.154624162,0.178405862,0.305485765,0.215676477,1,0.992478496,0.999822671,0.999822671,0.681274435,0.681274435,0.681274435,0.681274435,9.54666E-06,2.71628E-05,0.820078806,0.820078806,0,2.446516636,2.428115152,2.446082798,2.446082798,2.446516636,2.428115152,2.446082798,2.446082798,0.024297285,0.124806725,0.023902724,0.023629559,0.975702715,0.875193275,0.952467717,0.976370441,4878588,4760051.556,14090.94588,353.6203718,349.5791362,0,98811.19067,2479.723525,2451.38481,0,4.996737775,1.858152627,0.003996105,0.015512613,0.200130574,0.538168924,250.2436619,64.46367157
170,1329496330,0,1,-1,1000,0.028571429,0.028571429,19.98094765,5.054785672,0.154075514,0.099173245,0.990966039,0.002229303,1,0.999912275,0.988562427,0.988562427,0.665431931,0.665431931,0.665431931,0.665431931,3.67848E-05,9.63932E-05,0.934703199,0.934703199,0,3.75388541,3.753556099,3.710950071,3.710950071,3.75388541,3.753556099,3.710950071,3.710950071,0.0183196,0.376373562,0.019209815,0.004208981,0.9816804,0.623626438,0.976581204,0.995791019,4878588,4789214.22,32850.16804,646.1783657,141.5814101,0,54430.58536,1070.675397,234.5911601,0,2.482329653,1.106135645,0.022837044,0.009206361,0.402847381,0.904048255,43.78850359,108.6205477
171,1645129257,0,1,-1,1000,0.028571429,0.028571429,21.15288464,14.63447554,0.150715658,0.182478323,0.833428092,0.547175463,1,0.997871813,0.999287525,0.999287525,0.526229956,0.526229956,0.526229956,0.526229956,9.07752E-05,5.68528E-05,0.84461758,0.84461758,0,2.384416016,2.379341533,2.382717179,2.382717179,2.384416016,2.379341533,2.382717179,2.382717179,0.02595467,0.204993401,0.015662316,0.029208166,0.97404533,0.795006599,0.955129518,0.970791834,4878588,4751965.858,24792.01386,406.5420945,758.1476981,0,96148.53208,1576.653911,2940.252804,0,4.13260009,1.12419682,0.030772769,0.030661281,0.24197841,0.889523953,32.49626288,32.61442307
172,545731001,0,1,-1,1000,0.028571429,0.028571429,6.384720951,3.499481501,0.189709604,0.082737416,0.095106824,0.689739661,1,0.999769189,0.993516961,0.993516961,0.583716907,0.583716907,0.583716907,0.583716907,3.08193E-05,3.69491E-05,0.964312706,0.964312706,0,2.03235283,2.03188374,2.019177007,2.019177007,2.03235283,2.03188374,2.019177007,2.019177007,0.026320006,0.147134096,0.016828241,0.028594953,0.973679994,0.852865904,0.954576806,0.971405047,4878588,4750183.533,18034.50961,317.9304883,540.2351697,0,104537.4166,1842.890802,3131.484592,0,4.815008984,1.665875098,0.006149813,0.028072929,0.207683932,0.6002851,162.6065644,35.62150527
173,1264762741,0,1,-1,1000,0.028571429,0.028571429,20.39861808,23.0591433,0.068134474,0.122212614,0.8614407,0.639074175,1,0.983724554,0.98706422,0.98706422,0.662875882,0.662875882,0.662875882,0.662875882,6.181E-05,6.84291E-05,0.822772468,0.822772468,0,4.48480936,4.411817086,4.426794853,4.426794853,4.48480936,4.411817086,4.426794853,4.426794853,0.021776878,0.585388099,0.001760604,0.009012306,0.978223122,0.414611901,0.98922709,0.990987694,4878588,4772347.585,61521.8872,109.4952401,560.4922223,0,43574.00945,77.55202002,396.9789372,0,3.037280883,0.820235458,0.014415559,0.02722665,0.329241858,1.219162121,69.3694898,36.72871949
174,20053811,0,1,-1,1000,0.028571429,0.028571429,20.44665848,2.798362297,0.07611031,0.062326321,0.960832041,0.365238115,1,0.996262331,0.968180224,0.968180224,0.668930074,0.668930074,0.668930074,0.668930074,8.45899E-05,6.57479E-05,0.923777574,0.923777574,0,2.872825156,2.862087485,2.781412504,2.781412504,2.872825156,2.862087485,2.781412504,2.781412504,0.025964626,0.319637652,0.026449025,0.007383762,0.974035374,0.680362348,0.966167214,0.992616238,4878588,4751917.286,39118.88319,1070.887416,298.9591268,0,83266.20809,2279.429451,636.3472274,0,3.600168439,1.567508288,0.011068428,0.020936704,0.277764782,0.637955159,90.34706415,47.76300894
175,2146157512,0,1,-1,1000,0.028571429,0.028571429,20.05340683,25.11688321,0.009322514,0.168173511,0.950377501,0.783455642,1,0.97862949,0.996750643,0.996750643,0.312771656,0.312771656,0.312771656,0.312771656,2.16409E-05,3.74189E-05,0.958443892,0.958443892,0,5.713869764,5.591761454,5.695303362,5.695303362,5.713869764,5.591761454,5.695303362,5.695303362,0.026834829,0.335915887,0.023228294,0.01510271,0.973165171,0.664084113,0.961668996,0.98489729,4878588,4747671.926,42291.11475,1021.5058,664.16869,0,83606.81516,2019.451299,1313.018804,0,0.345982627,0.82015273,0.026231942,0.035399416,2.890318535,1.219285096,38.12146259,28.24905333
176,1350756874,0,1,-1,1000,0.028571429,0.028571429,15.52364542,4.223270493,0.142119278,0.026039219,0.941953471,0.372525615,1,0.999570676,0.853851211,0.853851211,0.570535874,0.570535874,0.570535874,0.570535874,5.56287E-05,5.77195E-05,0.9373592,0.9373592,0,4.332949377,4.331089137,3.699694073,3.699694073,4.332949377,4.331089137,3.699694073,3.699694073,0.024804381,0.590064131,0.037911382,0.037505337,0.975195619,0.409935869,0.924583282,0.962494663,4878588,4757577.646,66018.82416,2707.019361,2678.026173,0,45865.32649,1880.650381,1860.507913,0,3.312023694,0.642896942,0.004063224,0.002852749,0.301930207,1.555459257,246.1099865,350.5391263
177,603736459,0,1,-1,1000,0.028571429,0.028571429,0.866776984,3.152093361,0.066913977,0.013783369,0.792991256,0.572415602,1,0.992547277,0.852926885,0.852926885,0.704358412,0.704358412,0.704358412,0.704358412,3.12539E-05,2.44492E-05,0.979278598,0.979278598,0,4.216890046,4.185462733,3.59669889,3.59669889,4.216890046,4.185462733,3.59669889,3.59669889,0.019288973,0.40408439,0.019074595,0.026504633,0.980711027,0.59591561,0.954420772,0.973495367,4878588,4784485.048,36292.35956,725.3216807,1007.852823,0,53521.4528,1069.65407,1486.311387,0,4.904270605,0.924961256,0.015337636,0.025405153,0.20390392,1.081126365,65.19909442,39.36209317
178,1934364387,0,1,-1,1000,0.028571429,0.028571429,28.92714383,11.87345472,0.188422924,0.10466821,0.964154146,0.011365624,1,0.999336057,0.982048915,0.982048915,0.574502401,0.574502401,0.574502401,0.574502401,8.89822E-05,8.24524E-05,0.950205883,0.950205883,0,3.117234341,3.115164676,3.061276603,3.061276603,3.117234341,3.115164676,3.061276603,3.061276603,0.017424678,0.337028661,0.031939086,0.02521764,0.982575322,0.662971339,0.942843273,0.97478236,4878588,4793580.177,27012.52853,915.057156,722.4872363,0,53136.52602,1800.015068,1421.209488,0,4.857508053,0.925835222,0.003797145,0.025939273,0.205866874,1.080105808,263.3557915,38.55158147
179,142732716,0,1,-1,1000,0.028571429,0.028571429,11.11721141,0.983060617,0.173880185,0.035848821,0.654208827,0.590506831,1,0.9995998,0.939741527,0.939741527,0.592415032,0.592415032,0.592415032,0.592415032,5.8533E-05,7.39273E-05,0.81259259,0.81259259,0,2.830259025,2.829126356,2.659711938,2.659711938,2.830259025,2.829126356,2.659711938,2.659711938,0.0149344,0.001679072,0.03795916,0.010355153,0.9850656,0.998320928,0.951685687,0.989644847,4878588,4805729.213,116.424593,4.643738849,1.266798969,0,69222.24008,2761.014639,753.1970706,0,3.915935725,1.108754857,0.013745976,0.037201836,0.255366806,0.901912622,72.74856489,26.88039343
180,530060360,0,1,-1,1000,0.028571429,0.028571429,6.641183263,32.90290664,0.138991269,0.054212538,0.956601946,0.552520854,1,0.999895452,0.873099825,0.873099825,0.433994622,0.433994622,0.433994622,0.433994622,2.28844E-05,7.39962E-05,0.874058998,0.874058998,0,3.570815583,3.570442263,3.117678459,3.117678459,3.570815583,3.570442263,3.117678459,3.117678459,0.023308577,0.158325125,0.014495369,0.016172435,0.976691423,0.841674875,0.969332196,0.983827565,4878588,4764875.055,17451.4848,260.9690579,291.1623157,0,92774.13351,1387.342023,1547.852911,0,0.981041311,0.99242924,0.025652424,0.003328286,1.019325067,1.007628513,38.98267058,300.4549503
181,1117509785,0,1,-1,1000,0.028571429,0.028571429,3.120135544,31.20452602,0.130562367,0.196426837,0.288978048,0.363625632,1,0.998440881,0.984516734,0.984516734,0.709047675,0.709047675,0.709047675,0.709047675,3.50438E-05,3.05786E-05,0.961678311,0.961678311,0,3.632906529,3.627242396,3.57665727,3.57665727,3.632906529,3.627242396,3.57665727,3.57665727,0.019890341,0.287987498,0.027518382,0.009853475,0.980109659,0.712012502,0.962628143,0.990146525,4878588,4781551.222,26901.00824,769.0116179,275.3590942,0,66509.32538,1901.28353,680.7903788,0,3.995347772,1.148003036,0.037189615,0.012830835,0.250291103,0.871077836,26.88922694,77.93725165
182,530154314,0,1,-1,1000,0.028571429,0.028571429,11.00044536,0.071062753,0.191228161,0.011319406,0.639171267,0.085261102,1,0.999791843,0.668535032,0.668535032,0.71868368,0.71868368,0.71868368,0.71868368,1.91946E-05,4.72678E-05,0.920337467,0.920337467,0,4.412663584,4.411745056,2.950020191,2.950020191,4.412663584,4.411745056,2.950020191,2.950020191,0.015452539,0.117916753,0.020523185,0.036463128,0.984547461,0.882083247,0.943013687,0.963536872,4878588,4803201.431,8382.768727,182.4375616,324.1331178,0,62707.79762,1364.734977,2424.696973,0,4.034413015,0.969504106,0.009153489,0.031766417,0.247867533,1.031455147,109.2479636,31.47978569
183,544126778,0,1,-1,1000,0.028571429,0.028571429,37.98599743,4.959022091,0.017302663,0.030170944,0.987728117,0.200269125,1,0.99449938,0.836512672,0.836512672,0.495729822,0.495729822,0.495729822,0.495729822,3.42821E-05,1.97041E-05,0.86400931,0.86400931,0,4.24632275,4.222965341,3.552102788,3.552102788,4.24632275,4.222965341,3.552102788,3.552102788,0.015094038,0.354079087,0.003462027,0.01041,0.984905962,0.645920913,0.986127973,0.98959,4878588,4804950.405,25711.83952,90.26726039,271.4254823,0,46904.25241,164.6680458,495.1419102,0,1.176644138,0.723423835,0.024120561,0.031428418,0.849874629,1.382315528,41.45840637,31.81833758
184,1718987326,0,1,-1,1000,0.028571429,0.028571429,9.073621817,39.75699907,0.127868939,0.024065786,0.906023352,0.546916248,1,0.999500995,0.801232162,0.801232162,0.606339332,0.606339332,0.606339332,0.606339332,3.37127E-05,5.81556E-06,0.93943585,0.93943585,0,2.444284125,2.443064415,1.958439055,1.958439055,2.444284125,2.443064415,1.958439055,1.958439055,0.026732153,0.253226624,0.037809573,0.017123412,0.973267847,0.746773376,0.945067015,0.982876588,4878588,4748172.838,31210.45173,1248.645674,565.4936816,0,92040.61576,3682.295844,1667.65887,0,2.283189395,1.927332248,0.029520293,0.010828074,0.437983814,0.518851901,33.87500308,92.35252819
185,824388599,0,1,-1,1000,0.028571429,0.028571429,1.700488599,4.890278506,0.022067725,0.193468079,0.899730737,0.922739812,1,0.974310746,0.999987471,0.999987471,0.70257651,0.70257651,0.70257651,0.70257651,2.86017E-05,9.51421E-05,0.887819068,0.887819068,0,3.791012391,3.693624109,3.790964895,3.790964895,3.791012391,3.693624109,3.790964895,3.790964895,0.014259793,0.131553999,0.006350336,0.014740383,0.985740207,0.868446001,0.978909281,0.985259617,4878588,4809020.347,8958.882751,58.11765897,134.9025566,0,59141.53865,383.6603145,890.5513096,0,4.391308108,1.032304698,0.034668324,0.033984175,0.227722577,0.968706238,28.84477452,29.42546091
