Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Resistant to G_A,Total: Received 1st Tx & Resistant to G_B,Total: Received 1st Tx & Resistant to G_AB,Total: Success 1st,Total: Success A or B,Total: Success M,Total: Success All,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence | Sym,Averge size: Prevalence | G_A,Averge size: Prevalence | G_B,Averge size: Prevalence | G_AB,Average ratio: Prevalence,Average ratio: % infection symptomatic,Average ratio: % infection resistant to G_A,Average ratio: % infection resistant to G_B,Average ratio: % infection resistant to G_AB,Average ratio: % received 1st Tx & symptomatic ,Average ratio: % received 1st Tx & resistant to G_A,Average ratio: % received 1st Tx & resistant to G_B,Average ratio: % received 1st Tx & resistant to G_AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-153966316,1701984613,14549164,8474676,169493.52,14549164,9085372,130761,133353,0,14417327,6003384,8474676,14478060,4881956.673,105810.9882,3283.573022,1336.15044,1142.163242,0,0.021674128,0.031029308,0.012171417,0.010442153,5.02267E-10,0.624324489,0.008799312,0.0089099,0,0.014900909,0.418379787
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-78201702,322217915,7820168,22,0.44,7820168,5497781,165797,4805,0,7783179,7805759,22,7805781,4883128.806,53205.79044,1979.462253,1285.644725,41.63873626,0.00021978,0.010897238,0.037119397,0.02161094,0.000578061,4.62611E-09,0.702248876,0.019365282,0.00040247,0,0.008008089,0.999997045
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-155566599,900952781,14343935,12127249,242544.98,14343935,10828219,154916,922664,0,14235564,2181196,12127249,14308445,4877039.069,103989.1752,2206.828681,1387.489121,6860.570385,0.00021978,0.021322303,0.02123132,0.013489759,0.06552328,3.38384E-09,0.754879078,0.010998471,0.063953308,0,0.014705607,0.162478645
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-120501586,1024381295,11168334,8818246,176364.92,11168334,8313917,759797,586216,1,11070607,2320443,8818246,11138689,4878753.001,98819.11181,2069.206044,6797.588846,5339.669725,0.001483516,0.02025516,0.020937365,0.068151827,0.052915261,1.61031E-08,0.744411991,0.067496762,0.051560035,8.47343E-08,0.011445976,0.201818295
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-104631333,961876511,9704838,7582953,151659.06,9704838,6885917,395219,167612,1310,9630019,2093912,7582953,9676865,4879834.146,48291.60885,4277.27967,2035.946154,981.7643407,7.751538462,0.009895949,0.08858334,0.035009337,0.016442357,0.000119529,0.709783729,0.034032282,0.014331104,0.000102071,0.00994348,0.153030272
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-155141800,153488738,14562775,9514050,190281,14562775,8596052,158454,171493,449,14412916,4959470,9514050,14473520,4884272.603,127388.654,2681.024945,1476.571099,2006.694615,5.490989011,0.026080402,0.021056365,0.013121065,0.015938979,4.31592E-05,0.590147979,0.012279063,0.011992674,3.12542E-05,0.014907124,0.376659061
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-150427992,922616827,14400150,6426492,128529.84,14400150,10591001,488123,237660,35,14239117,7916498,6426492,14342990,4878022.721,122840.927,8610.643736,4347.292308,2454.483077,0.35532967,0.025182557,0.070101597,0.034812995,0.019477076,2.74437E-06,0.735499037,0.033365696,0.016188544,2.31914E-06,0.014760257,0.545504329
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-112493366,158521120,10403829,8455076,169101.52,10403829,7351667,316851,130626,1096,10332533,1922253,8455076,10377329,4882266.959,49709.58544,1429.660275,1571.416703,723.316044,5.872857143,0.010182087,0.028684903,0.027491127,0.011564842,9.31634E-05,0.70635653,0.026654687,0.010111538,8.39313E-05,0.010654881,0.138013867
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-129194688,1478479049,12082778,8366908,167338.16,12082778,9072639,146537,239668,1,11947997,3668884,8366908,12035792,4876653.685,105129.6393,5828.693022,1575.207253,2493.124451,0.010164835,0.021557782,0.055454917,0.015558761,0.023499325,1.09183E-07,0.7508281,0.0126896,0.01975191,8.82083E-08,0.012388383,0.320538087
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-168125519,734263403,15395463,14170889,283417.78,15395463,9269909,97228,726646,0,15329277,1192812,14170889,15363701,4879974.619,116828.9252,5381.106593,923.3685165,5629.735769,0.00043956,0.023940158,0.046054003,0.008847817,0.049590685,6.04136E-09,0.602017294,0.007145878,0.0485966,0,0.015773937,0.09386042
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-82459927,203881973,7902638,3433547,68670.94,7902638,4783063,61370,78230,1422,7802942,4402537,3433547,7836084,4880152.942,39946.89648,3826.38467,433.7098901,628.9539011,11.56923077,0.008186582,0.09603215,0.006596628,0.013823102,0.000256029,0.605999542,0.004795274,0.008923665,0.000163428,0.008097541,0.432777047
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-134221472,43923809,12890612,5315352,106307.04,12890612,9589895,385385,167803,0,12741859,7510213,5315352,12825565,4878500.25,79211.0022,6198.12489,2416.416374,1639.482967,0.006373626,0.016236758,0.078275263,0.031799051,0.020035129,1.03628E-07,0.743736799,0.031033881,0.012717598,0,0.013211451,0.619745297
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-125637797,1790693593,11935946,6278337,125566.74,11935946,7040936,122746,333715,111705,11800766,5572129,6278337,11850466,4876097.756,83606.94615,4271.130934,1357.500385,2433.263297,811.3021978,0.017145901,0.05109045,0.015178804,0.02934028,0.009839896,0.589856201,0.009759482,0.028172112,0.009485452,0.012238892,0.453138331
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-85498198,264784667,8008455,5413648,108272.96,8008455,5730129,94053,94875,9,7906161,2544548,5413648,7958196,4878903.375,48229.08121,2176.887857,867.5876374,703.9770879,0.086483516,0.009885307,0.045188266,0.013958391,0.012686887,1.55825E-06,0.715726563,0.009307068,0.010342604,9.7949E-07,0.008207123,0.262679902
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-102308245,1166323389,10207584,232405,4648.1,10207584,7502959,189044,56943,0,10027020,9902295,232405,10134700,4874473.529,76377.99703,1200.502582,1610.486648,427.8152198,0.002472527,0.015667287,0.01569308,0.017359496,0.006717874,3.56675E-08,0.735228251,0.015333638,0.006757314,0,0.010469231,0.972343971
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-81717743,584344516,7910178,2615963,52319.26,7910178,5884123,98684,65465,0,7807584,5250666,2615963,7866629,4876939.512,39743.93885,2942.314396,719.3914286,453.0434066,5.49451E-05,0.008149722,0.073940274,0.011881413,0.011752409,1.78427E-09,0.743386479,0.008318751,0.008590867,0,0.008109788,0.55702514
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-120004361,428274800,11266205,7342311,146846.22,11266205,6656299,136773,140128,32,11147227,3858258,7342311,11200569,4878861.182,109716.7093,3058.356923,1636.064835,1508.476648,0.403516484,0.02248849,0.027867626,0.013707426,0.013074419,3.47685E-06,0.59078347,0.011268792,0.01186671,2.6813E-06,0.011546033,0.328076355
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-109184016,1986955404,10915817,25846,516.92,10915817,8054825,166515,37931,0,10749688,10828661,25846,10854507,4877031.644,69992.55703,2955.039615,1446.294341,264.2876923,0.007252747,0.014351721,0.042196466,0.019850677,0.003705178,1.05665E-07,0.737773375,0.014806655,0.003406934,0,0.011191076,0.997628936
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-107404547,116267543,10167951,5725037,114500.74,10167951,7226799,90598,59897,1,10080541,4401912,5725037,10126949,4879077.259,40743.67885,5216.189451,512.9747253,355.6865934,0.005384615,0.008350998,0.128121928,0.008236375,0.00743747,9.4367E-08,0.711081674,0.005967584,0.005115401,6.80596E-08,0.010420086,0.333398405
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-112563847,1750682583,10736696,5196887,103937.74,10736696,7696693,74383,93575,0,10619253,5482566,5196887,10679453,4880856.298,47401.63143,6216.659725,415.6262637,523.2145604,0,0.009711797,0.131144287,0.008759227,0.010083499,2.19553E-09,0.716776031,0.006977432,0.008003279,0,0.010998698,0.517066701
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-134357635,280765538,12803195,6325685,126513.7,12803195,9312479,421583,208744,3,12629503,6404100,6325685,12729785,4880672.831,123869.4796,6499.132088,4159.436538,2430.855879,0.018791209,0.025378549,0.052534941,0.035274082,0.018818617,1.79519E-07,0.727347653,0.034486324,0.015659838,2.73136E-07,0.013115629,0.54918983
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-144911593,1759245595,14042865,4482943,89658.86,14042865,10491504,196034,147743,0,13797796,9437823,4482943,13920766,4880296.2,78021.02462,5484.653626,2064.232473,1194.118352,0.001043956,0.015987071,0.070270455,0.026362851,0.014364168,1.68128E-08,0.746717733,0.014292189,0.009880633,0,0.014387173,0.69187226
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-176792395,1276031713,16843260,8359795,167195.9,16843260,12124862,294000,427953,1,16692694,8427591,8359795,16787386,4882219.5,149075.5005,9528.737308,2929.562088,4123.507912,0.013076923,0.030533605,0.063938345,0.020770511,0.026250955,1.00843E-07,0.719887692,0.018487392,0.024155952,6.36108E-08,0.017249109,0.532018679
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-132168791,1541520545,12114156,11027231,220544.62,12114156,7186345,142940,232425,256,12057375,1059408,11027231,12086639,4876961.154,95899.74011,4488.764286,1227.768407,1948.261868,2.148846154,0.019664278,0.046826547,0.014248937,0.021293201,2.48389E-05,0.592516622,0.013130545,0.020088017,2.35629E-05,0.012419895,0.098703896
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-110174810,971033584,10195665,8218160,164363.2,10195665,7089411,326097,266056,0,10111737,1946956,8218160,10165116,4884786.031,100028.8526,1815.587088,3394.757527,2764.692143,0.001593407,0.020477627,0.018157195,0.033922047,0.027523974,1.83275E-08,0.69521959,0.032011622,0.026071175,0,0.010436043,0.19751626
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-102834292,480259492,10181421,1020082,20401.64,10181421,7168966,162722,146268,5,10015458,9095741,1020082,10115823,4880069.999,111633.2185,1630.139286,2171.951429,1807.475824,0.040494505,0.022875365,0.014605354,0.019191121,0.015480051,3.79668E-07,0.704146324,0.01586962,0.013730107,5.08978E-07,0.010431616,0.90577713
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-73579954,327444724,7255048,1029474,20589.48,7255048,4599928,171138,114025,0,7130340,6165918,1029474,7195392,4877413.101,84759.61126,1109.211209,2148.206923,1688.422088,0,0.0173776,0.01309088,0.020124163,0.022609055,0,0.634109696,0.018762879,0.017933373,0,0.007437186,0.818271352
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-155910610,38147937,14671228,9198330,183966.6,14671228,9034474,144641,152040,0,14528442,5393346,9198330,14591676,4878059.689,126966.7595,6201.434396,1660.475604,1464.477253,0.000934066,0.026028198,0.048843974,0.012600676,0.011319525,7.92773E-09,0.615803895,0.009645847,0.010186327,0,0.015037958,0.373351486
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-155962690,333068762,14825442,7708270,154165.4,14825442,10526270,82122,126840,0,14732996,7076019,7708270,14784289,4878306.176,52753.55791,3878.951319,405.1793956,591.2379121,0.000659341,0.01081404,0.073521427,0.007053771,0.010577346,1.31792E-08,0.710038205,0.005179377,0.008210084,0,0.015195268,0.473218359
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-70728086,259989330,6999717,730916,14618.32,6999717,4894182,136739,92940,0,6857580,6203779,730916,6934695,4877077.079,84222.97115,1427.964725,2074.620275,1450.733462,0.003791209,0.017268583,0.016948233,0.019090659,0.020930029,4.06009E-08,0.699393714,0.015271165,0.016156146,0,0.007175869,0.858768345
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-131697379,1659466738,12428110,7416279,148325.58,12428110,8847428,308791,124448,946,12367086,4989112,7416279,12405391,4882605.406,73010.39,3971.884066,1829.063516,753.7595604,5.427087912,0.014953602,0.054376001,0.02370091,0.010266464,7.35598E-05,0.711840522,0.023526352,0.009978992,7.51141E-05,0.012727126,0.383359183
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-117134377,1645129257,10862428,8510097,170201.94,10862428,6389067,244458,185511,1,10767658,2301478,8510097,10811575,4881815.918,105429.5005,4410.418846,2528.256264,2058.553462,0.012967033,0.021597124,0.041826299,0.02205559,0.018403803,1.1379E-07,0.588198503,0.020848141,0.016263899,8.08277E-08,0.011125668,0.19303002
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-90267199,174120813,8347976,6787439,135748.78,8347976,4960369,102726,385647,8256,8260164,1514669,6787439,8302108,4877241.742,58360.90115,3244.438352,922.3404396,2779.827912,59.65472527,0.011965901,0.055475781,0.010073206,0.043940338,0.000957168,0.5940392,0.007964813,0.042891031,0.000931233,0.008557822,0.118494247
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-93661238,307521373,9069330,2967938,59358.76,9069330,6806987,102039,417955,0,8972054,6068721,2967938,9036659,4880976.085,40251.29934,5121.81489,582.6378022,1861.469011,0.000164835,0.008246835,0.127202459,0.013514416,0.053103785,1.5044E-08,0.750447088,0.010675765,0.05280068,0,0.009290539,0.613333461
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-180550643,1443625166,16873169,11818953,236379.06,16873169,11198073,144629,156049,4367,16731983,4995242,11818953,16814195,4878929.117,101214.4257,5396.462802,1023.370385,1093.334341,30.37104396,0.02074526,0.053322733,0.010075299,0.010554915,0.000291954,0.663669683,0.008620269,0.009104403,0.000253452,0.017291915,0.307504289
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-117447833,1716303629,11008289,7364943,147298.86,11008289,7518924,235538,314171,0,10904177,3600489,7364943,10965432,4879741.44,71570.23698,1531.502857,1696.345275,2190.331154,0.005604396,0.014666768,0.021247308,0.018793371,0.029283113,6.01827E-08,0.683306837,0.017214329,0.027673252,0,0.011279351,0.23299833
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-138596885,709395597,12935975,9237135,184742.7,12935975,9433934,339133,788110,19623,12844367,3667084,9237135,12904219,4880939.153,90032.80956,4328.136209,2463.520495,5517.089505,138.5052747,0.018446569,0.048051359,0.025420372,0.062704986,0.001536649,0.729286364,0.024432992,0.062363647,0.001515503,0.013251955,0.257809172
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-133102755,983681791,12545333,7649425,152988.5,12545333,8792283,117326,164215,0,12408696,4838261,7649425,12487686,4877180.519,100787.6484,4035.965604,1176.635055,1549.494066,0.000274725,0.020664877,0.040059785,0.013533682,0.015065234,6.36708E-09,0.700808891,0.010898603,0.012866267,0,0.012861008,0.43657061
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-101481937,1335078658,9603771,5444227,108884.54,9603771,7242899,161067,176540,1,9504234,4130210,5444227,9574437,4878063.682,47019.4744,1470.85956,924.3116484,998.2823077,0.001923077,0.009638957,0.031257792,0.014376515,0.01874013,3.34924E-08,0.754422553,0.01239858,0.016418572,7.19062E-08,0.00984369,0.321943872
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-118730931,295336596,10925884,9472091,189441.82,10925884,7938363,98861,280444,0,10841375,1418861,9472091,10890952,4875309.388,62555.99253,6472.437857,722.684011,1665.169176,0.00010989,0.012830662,0.103427037,0.008222957,0.022437932,2.44639E-09,0.726433858,0.006487715,0.021721566,0,0.011204634,0.093636509
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-115153870,671905867,10695277,8201100,164022,10695277,8165092,217198,361318,209,10563314,2452789,8201100,10653889,4880776.149,112281.319,5592.950604,2682.634066,4148.376044,2.214175824,0.023005362,0.049888164,0.019961497,0.034604304,1.77587E-05,0.763763277,0.017141165,0.031853759,1.76995E-05,0.010956746,0.191191163
D:0.3yr| T: 10.0%| I: 100.00%| Obs: 125000.0%,91,0.1,1,1250,-157368783,1103044414,14366663,13702153,274043.06,14366663,9224671,275343,340222,0,14316741,644705,13702153,14346858,4880168.599,69162.77599,6571.09522,1393.683187,1714.750055,0.001043956,0.014172483,0.09506737,0.02277995,0.02749087,2.18376E-08,0.641946967,0.02176127,0.026367095,0,0.014719544,0.053786901
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-158176142,1971903165,15364547,4530672,90613.44,15364547,10645051,232547,290295,57499,15226375,10785355,4530672,15316027,4880040.289,118122.6032,7702.422857,1856.511978,2274.722802,451.9109341,0.024204796,0.065237716,0.016793373,0.017886254,0.003541103,0.692857242,0.016143407,0.017574628,0.00347126,0.015741893,0.722477026
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-103516665,1984768660,9643307,7083595,141671.9,9643307,6666101,95395,117222,14,9533164,2510745,7083595,9594340,4881433.555,56108.24247,3700.738242,785.56,874.8203297,0.097747253,0.01149519,0.065931743,0.01001226,0.012619225,1.40141E-06,0.691795337,0.007242661,0.009972873,1.16938E-06,0.009878203,0.202426609
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-142631066,684975303,13461897,8012096,160241.92,13461897,8895283,154593,180303,0,13297326,5363102,8012096,13375198,4876519.751,104366.3774,4419.694341,1732.133626,1633.327802,0.00032967,0.021401993,0.042353765,0.016019448,0.015079667,3.76665E-09,0.660695614,0.011260346,0.012952571,0,0.0138028,0.402566965
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-117855433,369151607,10964122,8214213,164284.26,10964122,7610307,407571,161016,2,10870643,2709653,8214213,10923866,4876894.046,65627.64951,1636.073407,2482.849011,1093.521374,0.003846154,0.013456677,0.024910016,0.035903489,0.015476105,5.92257E-08,0.694186759,0.035340288,0.013771657,1.58999E-07,0.011240704,0.222081992
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-86211867,600388397,7940909,6802777,136055.54,7940909,5468962,155897,523036,0,7877555,1113991,6802777,7916768,4878333.633,64404.21951,3066.783681,1337.43033,4286.564615,0.000164835,0.013201691,0.047603927,0.015508235,0.063952528,4.08691E-09,0.688584719,0.014695226,0.063400157,0,0.008138616,0.098026185
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-153884903,242951675,14297142,10913483,218269.66,14297142,9800723,359888,145739,0,14182091,3332979,10913483,14246462,4882323.041,110802.8434,4191.968571,2892.90044,1398.322033,0.000989011,0.022693988,0.037873561,0.027360308,0.012908769,1.09686E-08,0.685452227,0.026479836,0.010492586,0,0.014641146,0.257344903
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-106426975,486139739,9805901,8367965,167359.3,9805901,6800354,317736,184177,19,9719420,1404863,8367965,9772828,4882746.077,84658.00346,4611.167967,2837.930769,1937.872473,0.217857143,0.017338797,0.054482263,0.031134036,0.01935698,2.0437E-06,0.6937252,0.030264331,0.016131789,1.55802E-06,0.010041618,0.121683837
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-157214695,114811354,15275079,4463905,89278.1,15275079,10170115,198746,178465,1,15094902,10718569,4463905,15182474,4880053.319,95474.21132,2404.458791,1733.128736,1259.64033,0.000934066,0.019563839,0.025188268,0.018022094,0.012143853,1.36284E-08,0.665682312,0.012848664,0.010765733,6.45786E-08,0.01565008,0.728160561
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-90609941,1872428183,8682262,3787321,75746.42,8682262,6079776,111445,91094,9,8577528,4846920,3787321,8634241,4877864.216,51903.86725,2431.686374,832.7996703,840.5269231,0.123571429,0.01064089,0.046802527,0.011123753,0.015077048,1.67715E-06,0.700773146,0.008974246,0.009972245,7.27273E-07,0.008899721,0.441680876
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-104004895,1734646395,10188603,2118865,42377.3,10188603,6918540,114958,195475,1,10074930,8020776,2118865,10139641,4878310.705,74644.24665,4175.851978,1011.979066,1472.709945,0.000494505,0.015301068,0.055966516,0.011923627,0.020380854,1.15971E-08,0.679132445,0.010031726,0.019811261,8.79368E-08,0.01044259,0.782785344
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-82360686,950703638,7807609,4284596,85691.92,7807609,5395908,166489,113152,2086,7713787,3484175,4284596,7768771,4884373.948,54638.43549,2134.462967,1342.217912,976.2586813,19.04813187,0.011188392,0.038967052,0.017754204,0.016257385,0.000324432,0.690826354,0.015644623,0.013422456,0.000251327,0.007993591,0.337193559
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-148381668,1235243694,14694759,1434078,28681.56,14694759,10253881,282461,164578,3,14593522,13225668,1434078,14659746,4880364.249,118617.1781,6770.776758,2369.444286,1456.343022,0.027197802,0.024303766,0.057109267,0.023088049,0.010410577,2.81979E-07,0.697899141,0.022199297,0.009524431,2.44751E-07,0.01505422,0.917416464
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-80336446,1512604839,7347888,6857566,137151.32,7347888,4985671,340984,498255,2,7313573,476622,6857566,7334188,4881629.825,43477.22659,2167.03044,2036.738901,2957.714396,0.003516484,0.008906787,0.049693763,0.042169586,0.06322685,5.8054E-08,0.678067896,0.04176871,0.063205229,1.76401E-07,0.007526331,0.043828076
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-143728154,615898603,14317679,551364,11027.28,14317679,10117313,305691,152566,3,14144210,13709481,551364,14260845,4883987.946,138469.0495,7035.66456,3107.892857,1638.999121,0.043076923,0.028350734,0.050818977,0.022703536,0.010847702,3.26679E-07,0.70669106,0.021622083,0.009795132,2.12375E-07,0.014657239,0.965501715
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-149342257,894538234,13818759,11154667,223093.34,13818759,9691803,155772,534761,0,13706383,2623775,11154667,13778442,4877712.216,106989.8412,4935.252198,1526.075934,4292.960934,0.005824176,0.021934756,0.046149586,0.014911725,0.040032983,6.16711E-08,0.701064205,0.011934419,0.03869367,0,0.014165322,0.207740621
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-86766876,485424797,8058285,6184026,123680.52,8058285,5665011,823012,107019,7,7968100,1838401,6184026,8022427,4879820.008,49650.52725,2071.013242,5063.542967,722.1496703,0.02532967,0.010174949,0.041619609,0.102770862,0.010435557,3.67488E-07,0.702965433,0.10296219,0.009561494,6.206E-07,0.00825681,0.15626914
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-131335519,1606233505,12761337,3722149,74442.98,12761337,8164596,142847,214534,0,12611538,8972700,3722149,12694849,4877014.03,95624.01659,4856.340989,1246.049835,1700.567363,0,0.019607447,0.050776003,0.012786749,0.016752884,6.15514E-10,0.639533233,0.011091792,0.015882093,0,0.013083289,0.717639711
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-130597909,1655180018,12145935,9138559,182771.18,12145935,8456687,99172,189072,2,12046769,2957003,9138559,12095562,4874716.307,57847.30066,5578.363956,673.5701099,974.3054945,0.001648352,0.011866736,0.096455987,0.010240886,0.016344178,2.74704E-08,0.696293225,0.007335234,0.015157186,1.45222E-07,0.012457941,0.228550003
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-100034525,1819652320,9633836,3696165,73923.3,9633836,6852659,297778,319914,14,9538161,5905549,3696165,9601714,4878412.671,82214.9667,2738.599011,2666.953407,2794.447418,0.133021978,0.016852571,0.033310245,0.033887198,0.037382519,1.6395E-06,0.7113002,0.032592631,0.036576832,1.45093E-06,0.009873684,0.547284739
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-91879660,800757370,8990242,1977240,39544.8,8990242,5896470,181550,157258,3,8795857,6919000,1977240,8896240,4879224.845,85550.02011,2407.39478,2037.855165,1563.379505,0.023241758,0.017533927,0.028115856,0.019812877,0.020194809,2.47609E-07,0.656028506,0.016935868,0.019362946,3.04697E-07,0.009212867,0.746795001
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-137532915,540382778,12752245,10010465,200209.3,12752245,9019851,180563,475700,1,12640038,2705585,10010465,12716050,4877406.8,120182.778,4047.702088,1817.367527,4636.769505,0.002032967,0.024640848,0.033692938,0.015394081,0.038096371,1.83686E-08,0.707286434,0.014453189,0.036902593,8.06673E-08,0.013072821,0.22147417
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-163543999,1938775617,14992325,13620749,272414.98,14992325,10251148,140704,649698,1,14908748,1339448,13620749,14960197,4881536.255,102941.4366,2361.218132,1205.636429,4615.176538,0.002802198,0.021087517,0.022986887,0.013586658,0.047014438,3.47934E-08,0.683159494,0.01094926,0.045450797,7.90152E-08,0.015355616,0.108316107
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-140391214,207445762,13056927,9821944,196438.88,13056927,8518017,116309,302880,1,12949881,3183754,9821944,13005698,4881745.748,99110.80066,5990.984341,1223.889121,2461.192363,0.001703297,0.020302125,0.060460972,0.012733712,0.024701559,1.941E-08,0.652305479,0.009344536,0.023117918,7.89092E-08,0.013373005,0.268125839
D:0.3yr| T: 10.5%| I: 100.00%| Obs: 125000.0%,91,0.105,1,1250,-114331389,1807349610,10659748,7733909,154678.18,10659748,7519437,132180,777210,171,10564189,2884854,7733909,10618763,4875317.931,83878.03071,1595.18989,1286.918516,6116.621648,1.413791209,0.017203726,0.018970821,0.013565289,0.074412424,1.49716E-05,0.70509242,0.011092116,0.074457575,1.42887E-05,0.010931701,0.243184952
