Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Resistant to G_A,Total: Received 1st Tx & Resistant to G_B,Total: Received 1st Tx & Resistant to G_AB,Total: Success 1st,Total: Success A or B,Total: Success M,Total: Success All,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence | Sym,Averge size: Prevalence | G_A,Averge size: Prevalence | G_B,Averge size: Prevalence | G_AB,Average ratio: Prevalence,Average ratio: % infection symptomatic,Average ratio: % infection resistant to G_A,Average ratio: % infection resistant to G_B,Average ratio: % infection resistant to G_AB,Average ratio: % received 1st Tx & symptomatic ,Average ratio: % received 1st Tx & resistant to G_A,Average ratio: % received 1st Tx & resistant to G_B,Average ratio: % received 1st Tx & resistant to G_AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-124135305,1790693593,11730786,6827445,136548.9,11730786,6940027,55999,68444,0,11673243,4862530,6827445,11689975,4878158.292,81863.47143,4194.040275,678.1742857,520.8253297,0,0.016781722,0.05123043,0.007602603,0.006364294,0,0.591501604,0.004414778,0.005822309,0,0.012023699,0.394562455
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-82820788,264784667,7618084,6639948,132798.96,7618084,5464627,20961,36205,0,7592907,965810,6639948,7605758,4876702.455,45558.25308,2069.418077,198.7093407,273.3807143,0,0.00934177,0.045411441,0.003195312,0.004622237,6.98777E-10,0.717189987,0.001998568,0.003651069,0,0.00781031,0.094299672
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-105504811,1166323389,10521983,284981,5699.62,10521983,7740121,55264,20076,0,10466431,10213946,284981,10498927,4878433.613,78611.65478,1214.948516,487.8034615,159.7398352,0.000494505,0.016114437,0.015451349,0.004605992,0.002386084,5.63343E-09,0.735718024,0.003913018,0.002319939,0,0.010784269,0.964242685
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-83701787,584344516,7891768,4784107,95682.14,7891768,5881274,28284,35219,0,7851191,3089540,4784107,7873647,4880309.818,39479.43967,2934.916099,204.286044,269.143022,5.49451E-05,0.008090754,0.074179545,0.003388041,0.005568292,1.78427E-09,0.74463964,0.002291829,0.003616173,0,0.008086134,0.293658973
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-119629269,428274800,11067587,8953399,179067.98,11067587,6552482,28844,42394,919,11037741,2097688,8953399,11051087,4877379.316,107391.798,2992.699231,357.1561538,457.9752198,9.625384615,0.022018443,0.027863789,0.003075937,0.004155417,8.75264E-05,0.591916496,0.002400252,0.003739893,8.10471E-05,0.011345805,0.179356256
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-109624581,1986955404,10955471,69871,1397.42,10955471,8091643,71414,19344,0,10878502,10856397,69871,10926268,4877400.235,70031.02473,2937.74478,640.6091209,135.3806044,0.002747253,0.014358521,0.041938416,0.009120378,0.001847271,4.02659E-08,0.738422845,0.006523079,0.001678681,0,0.011230904,0.99400666
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-108809763,116267543,10145399,7355773,147115.46,10145399,7224285,22048,29272,132,10114237,2774492,7355773,10130265,4881802.986,40505.57764,5200.088571,125.3312088,180.5885714,0.81032967,0.008298011,0.128345969,0.002083735,0.003511736,1.59324E-05,0.712052994,0.00146609,0.00229264,1.03491E-05,0.01039169,0.199249503
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-111025878,1750682583,10425915,6766728,135334.56,10425915,7481116,12557,53025,2,10373767,3631941,6766728,10398669,4880834.484,45912.65544,6034.431703,68.51725275,327.6734615,0.009835165,0.009406899,0.131392059,0.001474094,0.007142088,2.22707E-07,0.717400517,0.001143577,0.0050779,1.97161E-07,0.010680493,0.352912966
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-132136776,280765538,12270506,9431716,188634.32,12270506,8936560,98729,63238,5,12216450,2814072,9431716,12245788,4880328.976,118330.488,6198.858736,978.4004396,795.1289011,0.025824176,0.024245685,0.052429859,0.008984504,0.007744343,2.78289E-07,0.728169589,0.008669447,0.005914394,5.17338E-07,0.012570958,0.272523065
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-154803107,1759245595,14290569,11897417,237948.34,14290569,10733808,24882,46221,19,14247190,2372515,11897417,14269932,4879292.285,78314.88374,5575.913187,247.2474176,397.3585165,0.097252747,0.016050679,0.071135482,0.003466679,0.005524294,1.40901E-06,0.750672904,0.001839404,0.003470634,1.51194E-06,0.014643983,0.183909837
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-179211243,1276031713,16965057,9560673,191213.46,16965057,12228728,60998,122118,1,16923557,7388010,9560673,16948683,4881251.491,149705.0879,9559.112692,608.4222527,1219.018516,0.000824176,0.0306689,0.063865312,0.004543033,0.007848482,6.35102E-09,0.720833464,0.004014572,0.006934734,6.56573E-08,0.017377442,0.468937285
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-129284853,1541520545,11783999,11444863,228897.26,11783999,7001544,37399,43308,0,11773070,333912,11444863,11778775,4877307.03,93049.85896,4359.90967,314.1858791,366.6393956,0,0.019078642,0.046857385,0.00397897,0.004551527,0,0.593464313,0.003622016,0.004140144,0,0.012080534,0.029733516
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-108791096,971033584,9970002,9091076,181821.52,9970002,6941699,88239,78013,0,9948350,870550,9091076,9961626,4878845.931,97537.85736,1765.895934,940.7809341,809.3160989,0.000164835,0.019992045,0.018109986,0.00975474,0.008491908,2.2931E-09,0.696131719,0.008929432,0.007994587,0,0.010217535,0.089463219
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-107314827,480259492,10205037,5264457,105289.14,10205037,7197166,106444,9791,0,10156628,4921686,5264457,10186143,4877157.552,111468.4479,1604.458077,1312.168187,150.487033,0.00021978,0.022855315,0.014395466,0.011606849,0.001395182,3.3668E-09,0.705248103,0.010259796,0.000988166,0,0.010462096,0.484190335
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-75085952,327444724,7209587,2990082,59801.64,7209587,4581970,45185,52345,0,7163700,4195627,2990082,7185709,4876923.63,83988.04055,1096.55478,574.882967,799.009011,0,0.017220713,0.013071122,0.005355501,0.009105795,0,0.635798039,0.00493281,0.006975401,0,0.007391142,0.512253616
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-159203699,38147937,14628496,12918739,258374.78,14628496,9032820,12956,40264,0,14610007,1699844,12918739,14618583,4876511.41,126161.4123,6162.44478,150.1158242,403.3921978,0,0.025871446,0.048848174,0.001219075,0.003252568,0,0.617453542,0.000892318,0.002803563,0,0.014999003,0.119491873
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-158579389,333068762,14986933,8710059,174201.18,14986933,10652456,32848,31528,0,14951995,6260037,8710059,14970096,4881660.932,53190.21885,3908.144176,162.003022,167.6994505,0.000879121,0.010896015,0.073470669,0.002968215,0.003141158,1.92422E-08,0.710736451,0.002151573,0.002103666,0,0.015350139,0.424414144
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-74070647,259989330,6923065,4839997,96799.94,6923065,4855331,15151,46230,0,6888527,2066889,4839997,6906886,4875031.018,82794.70352,1385.645495,242.9283516,741.2575824,0,0.016982071,0.016737497,0.002112914,0.007255107,0,0.70162553,0.001587808,0.005436724,0,0.007099945,0.228069288
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-131079660,1659466738,12335615,7723510,154470.2,12335615,8781581,82153,61760,0,12310482,4602376,7723510,12325886,4878913.795,72425.31473,3924.411264,486.0071978,377.3337912,0.002967033,0.014844711,0.054175898,0.006382443,0.005205892,4.12854E-08,0.711840233,0.006341467,0.005000547,0,0.012641772,0.354134559
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-119254711,1645129257,10922500,10029711,200594.22,10922500,6435990,53548,36729,0,10901105,880693,10029711,10910404,4881211.682,105735.3054,4420.797198,554.1741758,442.8098901,0.001153846,0.021661991,0.041806759,0.004979452,0.003920917,1.08303E-08,0.589158779,0.004664355,0.003145556,0,0.011188371,0.074541885
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-90376575,174120813,8266735,7709225,154184.5,8266735,4926218,18575,112607,26,8249152,548799,7709225,8258024,4879166.857,57547.32544,3202.713901,159.7729121,822.9339011,0.241373626,0.011794894,0.055535383,0.00174365,0.011839051,2.76879E-06,0.595229794,0.00136327,0.011384729,2.11313E-06,0.008471496,0.03957989
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-93442373,307521373,8982156,3620813,72416.26,8982156,6745417,51480,158417,0,8930898,5343025,3620813,8963838,4881650.401,39784.82489,5071.748791,308.4073077,708.3232967,5.49451E-05,0.008150413,0.127442356,0.006644172,0.018904463,8.3087E-09,0.750860222,0.004957722,0.018707253,0,0.009200257,0.524427504
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-180892485,1443625166,16720890,13683585,273671.7,16720890,11106785,46922,42275,0,16678243,3018861,13683585,16702446,4886869.443,100120.1094,5341.577088,334.8648352,305.6678571,0.000714286,0.020487274,0.053354472,0.003468514,0.003140062,8.62709E-09,0.664239532,0.002922015,0.002603674,0,0.017107576,0.189313287
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-114262548,1716303629,10635337,7909178,158183.56,10635337,7274189,85757,74502,9,10598836,2710860,7909178,10620038,4880961.544,68907.97632,1450.896209,619.2686813,551.2939011,0.086703297,0.014119329,0.02100674,0.007161582,0.006599675,9.13393E-07,0.684061378,0.006496724,0.005863835,6.14198E-07,0.010895732,0.174370361
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-136969391,709395597,12655063,10418761,208375.22,12655063,9233997,100305,152830,48,12635555,2229186,10418761,12647947,4880346.253,87966.25989,4213.625495,738.1052747,1078.065989,0.377252747,0.0180251,0.047896982,0.007900712,0.012334233,4.02722E-06,0.729632919,0.007469065,0.01216565,3.54777E-06,0.0129656,0.15950699
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-139543750,983681791,12834647,11197280,223945.6,12834647,9006503,21108,48619,8,12802727,1623422,11197280,12820702,4876253.808,102834.5202,4127.010989,214.7613187,478.0137363,0.021593407,0.021089022,0.040156969,0.002731831,0.005672686,2.70468E-07,0.701771514,0.00213948,0.004612235,7.92132E-07,0.013160414,0.163841711
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-104738289,1335078658,9820237,6535919,130718.38,9820237,7417506,53385,42185,0,9791260,3275447,6535919,9811366,4876386.131,47883.52286,1494.239066,308.4288462,244.160989,0.00010989,0.009819032,0.03119877,0.004930059,0.004518834,3.47685E-09,0.755349337,0.004185256,0.003823775,0,0.010068591,0.254237383
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-117487982,295336596,10711207,10375912,207518.24,10711207,7793832,18451,100010,0,10699133,330620,10375912,10706532,4875831.322,61183.22918,6342.030165,127.7073077,594.8508791,0,0.012547566,0.103555285,0.001483598,0.007801589,0,0.727308385,0.001154882,0.007487327,0,0.010983112,0.019698775
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-112657149,671905867,10293922,9717929,194358.58,10293922,7868756,67132,84683,0,10275742,569814,9717929,10287743,4875518.089,107463.7071,5383.845769,833.9910989,1002.312473,0.00010989,0.022040442,0.050143439,0.006515805,0.008228309,1.20125E-09,0.764591207,0.005527892,0.007324982,0,0.010556216,0.044449373
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-151941470,1103044414,13834646,13595010,271900.2,13834646,8887730,80497,77723,0,13824649,235329,13595010,13830339,4880175.146,66458.0961,6322.603462,403.3627473,389.3193407,0,0.01361776,0.095188606,0.00742893,0.007099237,0,0.642336185,0.007063199,0.006755613,0,0.014173928,0.019801185
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-158268583,1971903165,15351968,4748903,94978.06,15351968,10635544,74685,128673,0,15296722,10583140,4748903,15332043,4883108.452,117979.3697,7679.874505,602.0653297,1015.141703,0.002087912,0.024159767,0.065125221,0.005679491,0.008190114,2.24899E-08,0.692805781,0.00537439,0.007974656,0,0.015718796,0.703854582
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-110212897,1984768660,10120117,9011727,180234.54,10120117,7014798,27447,40931,0,10089189,1094249,9011727,10105976,4879655.996,58631.36995,3856.769011,225.689011,321.7063187,0,0.012016017,0.065780794,0.002893389,0.004356903,0,0.693300283,0.002062559,0.003243214,0,0.010370018,0.084221169
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-145465430,684975303,13544701,10018420,200368.4,13544701,8974504,54979,59470,0,13487534,3494897,10018420,13513317,4876597.052,104568.8818,4440.719176,641.2651648,544.5003297,0,0.021443262,0.042464045,0.00616805,0.005280521,0,0.66242873,0.004105966,0.004444455,0,0.013887525,0.264266203
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-117530134,369151607,10807584,9454294,189085.88,10807584,7504501,104685,56622,1,10764670,1332566,9454294,10786860,4878420.819,64599.72879,1604.125824,643.3551099,440.0978571,0.001483516,0.013242033,0.02482982,0.009567964,0.006201217,2.48995E-08,0.694427727,0.009332411,0.004809634,8.10084E-08,0.011076952,0.113237953
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-83396985,600388397,7633814,7058845,141176.9,7633814,5260719,77525,214601,0,7614511,567707,7058845,7626552,4880823.882,61780.40527,2947.987967,665.6634066,1759.954945,0,0.012658259,0.047706466,0.008271152,0.02664056,0,0.688930711,0.007782759,0.026350575,0,0.007820382,0.049328531
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-160973437,242951675,14807291,12900527,258010.54,14807291,10157744,142758,52131,0,14769435,1889738,12900527,14790265,4876282.717,114607.6266,4311.458297,1151.539231,504.787033,0,0.023503221,0.037663556,0.011062606,0.005086077,0,0.685999846,0.010617449,0.00404262,0,0.015183001,0.154119686
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-104208166,486139739,9514834,9059826,181196.52,9514834,6612551,168929,44843,0,9498240,448594,9059826,9508420,4872694.694,81772.95615,4462.558571,1503.745879,473.6590659,0,0.016781489,0.054576339,0.017436649,0.004967368,0,0.694995512,0.016871359,0.004057441,0,0.009763148,0.039408214
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-156759938,114811354,15121382,5546118,110922.36,15121382,10082428,89037,67556,0,15026096,9522054,5546118,15068172,4879505.071,94206.90648,2377.181484,870.7757143,495.1273077,0.000494505,0.019306568,0.025233774,0.009650007,0.005007999,6.90653E-09,0.666580439,0.006073596,0.004245459,0,0.015494548,0.65414443
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-93870286,1872428183,8868188,5188406,103768.12,8868188,6225927,37897,35934,0,8829197,3661588,5188406,8849994,4879788.213,52726.05846,2464.033516,283.0505495,339.2873077,0.001593407,0.010805225,0.046732496,0.003788878,0.005421429,2.19873E-08,0.702313838,0.003031525,0.003443462,0,0.009086749,0.31389668
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-104011000,1734646395,10137863,2632370,52647.4,10137863,6892009,31205,76286,55239,10089602,7484989,2632370,10117359,4879859.327,74123.24549,4159.573187,272.4168132,589.2548901,422.6253846,0.01518985,0.056123877,0.003267853,0.008052938,0.005796752,0.679838162,0.002748363,0.007644099,0.005546351,0.010387531,0.733204516
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-83237981,950703638,7774050,5497481,109949.62,7774050,5381105,44344,38624,0,7740302,2260889,5497481,7758370,4875235.685,54227.15016,2113.357253,359.3035714,391.9635714,0.000769231,0.011121688,0.038886023,0.004827408,0.005546992,1.07398E-08,0.691603341,0.004178089,0.003787501,0,0.007971859,0.208904808
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-145721492,1235243694,14356748,2154012,43080.24,14356748,10026044,81428,77772,13,14321421,12189736,2154012,14343748,4882854.553,115695.6935,6598.960549,682.2014286,699.7285165,0.186703297,0.023692749,0.05706747,0.007113929,0.005363931,1.85346E-06,0.698469407,0.006811502,0.004781174,1.03372E-06,0.014700216,0.868818713
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-76169700,1512604839,6944855,6721150,134423,6944855,4713814,222714,262061,59,6934488,219636,6721150,6940786,4881102.805,41088.00604,2039.984341,1335.628736,1563.853132,0.334175824,0.008418621,0.049557403,0.029928902,0.036485684,5.71037E-06,0.678235178,0.029494618,0.036249599,5.97233E-06,0.007114557,0.01964203
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-144725984,615898603,14252070,2205284,44105.68,14252070,10076737,95997,69418,0,14191506,12026181,2205284,14231465,4880098.428,137668.5212,6983.397143,977.6191758,762.6087912,0.001098901,0.028210137,0.050740351,0.007417104,0.005322233,1.13446E-08,0.707087112,0.007032144,0.004667317,0,0.014602196,0.853332298
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-147997378,894538234,13594055,12056828,241136.56,13594055,9544191,52227,173355,0,13559906,1524445,12056828,13581273,4879940.423,104910.0684,4828.513132,510.4967033,1387.063571,0.000934066,0.02149807,0.046039658,0.005360057,0.013727258,1.15463E-08,0.701825369,0.00423485,0.013241156,0,0.013928209,0.124357265
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-86932414,485424797,7953222,7400194,148003.88,7953222,5594523,228211,28280,0,7934733,545601,7400194,7945795,4878124.441,48976.76571,2031.406374,1400.84533,192.1104396,0,0.0100401,0.041449486,0.02763366,0.002633539,0,0.703327044,0.027684487,0.002376465,0,0.008151763,0.044271951
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-123780918,1606233505,12378089,28,0.56,12378089,7926090,52285,2386,0,12342227,12361382,28,12361410,4881625.175,92421.09445,4685.527473,464.4661538,18.66357143,0,0.018932536,0.050686943,0.005070934,0.000209137,6.15514E-10,0.640018746,0.004284773,0.000179102,0,0.01267818,0.999997743
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-131533753,1655180018,12160447,9929283,198585.66,12160447,8476499,33146,51118,0,12122853,2212032,9929283,12141315,4874853.283,57747.53945,5585.66011,229.0002198,281.1195604,5.49451E-05,0.011845937,0.096719854,0.003597757,0.004617009,2.62225E-09,0.696996729,0.002485807,0.004002752,0,0.012472425,0.169317554
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-97065611,1819652320,9282670,4238911,84778.22,9282670,6606821,107555,120990,0,9243939,5029562,4238911,9268473,4879379.229,79136.69451,2626.767033,1008.251154,1067.269396,0.00010989,0.016218929,0.033194411,0.013273384,0.014125457,1.96362E-09,0.711727439,0.0123256,0.013684397,0,0.009512172,0.45902674
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-93097696,800757370,9089898,2198716,43974.32,9089898,5970282,26918,55509,0,9055814,6874933,2198716,9073649,4876801.766,86249.84121,2403.567473,310.3106044,571.4196154,0.001483516,0.017686145,0.027865346,0.002833118,0.007015139,1.4775E-08,0.656787404,0.002325171,0.006532114,0,0.009319622,0.728851496
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-134215992,540382778,12312814,11087852,221757.04,12312814,8714416,55180,74334,0,12285496,1215822,11087852,12303674,4876843.117,115755.6719,3878.03456,551.972033,743.0811538,0,0.023736042,0.033513092,0.005004674,0.006615173,5.00419E-10,0.707706527,0.004698141,0.006200821,0,0.012623825,0.104178328
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-164290936,1938775617,15006356,14227376,284547.52,15006356,10271476,69809,116972,0,14983413,769354,14227376,14996730,4882897.202,102813.3987,2340.231868,590.0000549,822.5968132,0.000384615,0.02105462,0.022783262,0.007194478,0.009004375,5.08671E-09,0.683976789,0.005732882,0.008616899,0,0.015365126,0.062144293
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-140084499,207445762,12929529,10789209,215784.18,12929529,8449286,40196,116330,0,12893075,2122349,10789209,12911558,4880009.752,97783.21577,5926.861923,429.8546703,946.6792857,0,0.020037599,0.060622254,0.004795561,0.010200274,0,0.653427652,0.003411823,0.00948464,0,0.013247431,0.184383115
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-112382918,1807349610,10406563,8317288,166345.76,10406563,7346814,48072,435465,0,10373087,2074721,8317288,10392009,4880498.365,81757.08473,1537.904396,475.3385714,3434.613132,5.49451E-05,0.01675218,0.01878944,0.005184477,0.042839873,1.18366E-09,0.705623934,0.004143788,0.042728957,0,0.010661478,0.174402294
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-79356807,250352608,7814573,1211077,24221.54,7814573,5308698,49449,50097,0,7764412,6578603,1211077,7789680,4879546.373,59694.40099,4035.960714,474.6891209,607.8496154,5.49451E-05,0.012234385,0.067760816,0.004642845,0.011421771,1.02077E-09,0.679850871,0.003728498,0.007500639,0,0.008007822,0.742857738
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-130299053,1549307980,11909008,11208973,224179.46,11909008,8161645,28238,40240,5,11886975,690929,11208973,11899902,4876961.522,86769.3061,1596.137418,246.3917033,335.0919231,0.068901099,0.017791772,0.018405377,0.003106764,0.004222592,8.74042E-07,0.685301849,0.002598162,0.003701997,4.63562E-07,0.012209457,0.064346469
D:0.3yr| T: 4.0%| I: 100.00%| Obs: 125000.0%,91,0.04,1,1250,-126365082,357983897,11976488,6600202,132004.04,11976488,8260249,34436,46733,24,11935823,5358297,6600202,11958499,4882033.775,58598.94346,6175.632527,170.0980769,263.1167033,0.10021978,0.012002986,0.105386087,0.003315596,0.004535789,1.99751E-06,0.68952755,0.003199668,0.00391271,2.31654E-06,0.012265699,0.473252379
