Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
10,1703938237,0,1,-1,1000,0.05,0.05,1,0.848498253,0.929941134,0.915597031,0.241384452,0.241384452,0.241384452,0.241384452,1.15887E-05,9.38229E-06,0.918191917,0.918191917,0,4.418645362,3.749212871,4.109080079,4.045698575,4.418645362,3.749212871,4.109080079,4.045698575,0.025252913,0.010466674,0.012503723,0.012503723,0.974747087,0.989533326,0.974992555,0.987496277,10000000,9747470.873,2577.0419,33.04909048,33.04909048,0,243636.9765,3124.50507,3124.50507,0,0.347987849,2.329874681,0.011264391,0.004696747,2.873663556,0.429207634,88.77533123,212.9133239
11,180214339,0,1,-1,1000,0.05,0.05,1,0.942755562,0.917927595,0.962640271,0.288425918,0.288425918,0.288425918,0.288425918,1.41586E-05,9.34827E-06,0.866707435,0.866707435,0,3.438774023,3.241923337,3.156545571,3.310302359,3.438774023,3.241923337,3.156545571,3.310302359,0.023377535,0.012090405,0.021542956,0.021542956,0.976622465,0.987909595,0.956914088,0.978457044,10000000,9766224.651,2704.659014,60.88984484,60.88984484,0,220998.2656,4975.322225,4975.322225,0,0.515152947,2.287451699,0.011292007,0.003955889,1.941171075,0.437167701,88.55821566,252.787699
12,185306462,0,1,-1,1000,0.05,0.05,1,0.91793331,0.997358078,0.942044705,0.315549685,0.315549685,0.315549685,0.315549685,9.88406E-06,1.48022E-05,0.857531993,0.857531993,0,3.412379541,3.132336847,3.403364301,3.214614079,3.412379541,3.132336847,3.403364301,3.214614079,0.020441862,0.00173505,0.022237375,0.022237375,0.979558138,0.99826495,0.955525249,0.977762625,10000000,9795581.378,338.9024396,7.887076483,7.887076483,0,194988.2523,4537.84653,4537.84653,0,0.556447709,1.982915283,0.022506851,0.0039812,1.797114056,0.50430798,44.4309151,251.18055
13,24986322,0,1,-1,1000,0.05,0.05,1,0.797186116,0.950562413,0.826728302,0.278055194,0.278055194,0.278055194,0.278055194,8.05204E-06,6.85836E-06,0.851198926,0.851198926,0,3.700538515,2.950017924,3.51759282,3.059339921,3.700538515,2.950017924,3.51759282,3.059339921,0.024487842,0.001345115,0.013943953,0.013943953,0.975512158,0.998654885,0.972112094,0.986056047,10000000,9755121.576,320.2035911,4.592992722,4.592992722,0,237729.0739,3409.980203,3409.980203,0,0.459487097,2.195721478,0.01498394,0.032963313,2.176339676,0.455431169,66.73811886,30.33675672
14,1665299151,0,1,-1,1000,0.05,0.05,1,0.916809374,0.824343323,0.886011746,0.376539237,0.376539237,0.376539237,0.376539237,7.07881E-06,1.04136E-05,0.974936016,0.974936016,0,2.817352823,2.582975478,2.322465989,2.496207694,2.817352823,2.582975478,2.322465989,2.496207694,0.021442874,0.008569457,0.036200894,0.036200894,0.978557126,0.991430543,0.927598211,0.963799106,10000000,9785571.255,1704.496943,66.52051813,66.52051813,0,197199.2231,7695.991801,7695.991801,0,0.845342391,1.949645213,0.006227753,0.014730096,1.182952625,0.512913833,160.5715509,67.88822178
15,1891748984,0,1,-1,1000,0.05,0.05,1,0.873752945,0.768037012,0.777423353,0.206669776,0.206669776,0.206669776,0.206669776,5.92879E-06,9.87039E-06,0.908347268,0.908347268,0,5.325124573,4.65284328,4.089892764,4.139876201,5.325124573,4.65284328,4.089892764,4.139876201,0.024734827,0.00895286,0.000898617,0.000898617,0.975265173,0.99104714,0.998202766,0.999101383,10000000,9752651.727,2210.494486,1.989963887,1.989963887,0,244693.2354,220.2813465,220.2813465,0,0.265388603,2.309560386,0.019174944,0.027600065,3.768059326,0.432982833,52.1513909,36.23179916
16,2059558335,0,1,-1,1000,0.05,0.05,1,0.969380838,0.977062676,0.807674506,0.280495529,0.280495529,0.280495529,0.280495529,1.00127E-05,9.83919E-06,0.983129705,0.983129705,0,4.119210334,3.993083565,4.024726672,3.32698117,4.119210334,3.993083565,4.024726672,3.32698117,0.021961075,0.004064991,0.005936507,0.005936507,0.978038925,0.995935009,0.988126986,0.994063493,10000000,9780389.252,882.1163992,5.299612583,5.299612583,0,216121.19,1298.421137,1298.421137,0,0.41619778,1.822226665,0.017615281,0.012938455,2.40270383,0.54877915,56.76889268,77.28898003
17,312313552,0,1,-1,1000,0.05,0.05,1,0.873217679,0.918999112,0.830619656,0.282256506,0.282256506,0.282256506,0.282256506,1.38759E-05,1.12422E-05,0.836859386,0.836859386,0,3.9838319,3.478752446,3.661137979,3.309049081,3.9838319,3.478752446,3.661137979,3.309049081,0.023248108,0.004546387,0.026324725,0.026324725,0.976751892,0.995453613,0.94735055,0.973675275,10000000,9767518.922,1001.301068,27.82388757,27.82388757,0,219239.7765,6092.176553,6092.176553,0,0.42915151,2.092588621,0.007373675,0.009632087,2.330179379,0.477877013,135.6175943,103.8196636
18,20736168,0,1,-1,1000,0.05,0.05,1,0.871394652,0.777790127,0.974453974,0.275651486,0.275651486,0.275651486,0.275651486,5.565E-06,1.37863E-05,0.892026811,0.892026811,0,4.069535608,3.546171565,3.165244617,3.965575148,4.069535608,3.546171565,3.165244617,3.965575148,0.024176952,0.004443015,0.006321432,0.006321432,0.975823048,0.995556985,0.987357137,0.993678568,10000000,9758230.481,1060.604852,6.790391048,6.790391048,0,237652.2547,1521.539091,1521.539091,0,0.412534186,1.968392635,0.0180329,0.013517995,2.424041532,0.508028725,55.45419626,73.97546972
19,370055122,0,1,-1,1000,0.05,0.05,1,0.840206423,0.890056125,0.79737939,0.202276092,0.202276092,0.202276092,0.202276092,1.07247E-05,6.97577E-06,0.861440181,0.861440181,0,5.275466591,4.432480913,4.69546135,4.206548334,5.275466591,4.432480913,4.69546135,4.206548334,0.022071428,2.49618E-05,0.004526379,0.004526379,0.977928572,0.999975038,0.990947243,0.995473621,10000000,9779285.721,5.459549453,0.024937743,0.024937743,0,218710.7468,999.0114448,999.0114448,0,0.271022441,1.926198691,0.027166499,0.038071486,3.689731362,0.519157242,36.81004259,26.26637718
20,144895239,0,1,-1,1000,0.05,0.05,1,0.919970365,0.791633609,0.831413807,0.385064885,0.385064885,0.385064885,0.385064885,1.43868E-05,6.90908E-06,0.907292445,0.907292445,0,2.861141763,2.632165632,2.264975979,2.378792766,2.861141763,2.632165632,2.264975979,2.378792766,0.021537259,0.010205399,0.018315236,0.018315236,0.978462741,0.989794601,0.963369527,0.981684764,10000000,9784627.405,2117.450861,40.25621752,40.25621752,0,205365.9439,3904.343785,3904.343785,0,0.828235747,1.852525388,0.036567799,0.024113806,1.207385703,0.539803668,27.34646423,41.47001848
21,665985174,0,1,-1,1000,0.05,0.05,1,0.803146004,0.902625474,0.828176618,0.120526517,0.120526517,0.120526517,0.120526517,9.26437E-06,8.88494E-06,0.96421383,0.96421383,0,8.944990313,7.184133228,8.07397612,7.408031827,8.944990313,7.184133228,8.07397612,7.408031827,0.026870803,0.004052836,0.037352376,0.037352376,0.973129197,0.995947164,0.925295247,0.962647624,10000000,9731291.971,1007.673771,40.67783767,40.67783767,0,247626.588,9996.205553,9996.205553,0,0.135394569,2.343741934,0.006948686,0.038247245,7.385820611,0.426668135,143.9120933,26.14567416
22,1021959067,0,1,-1,1000,0.05,0.05,1,0.988388266,0.909279144,0.895753029,0.235403258,0.235403258,0.235403258,0.235403258,5.19057E-06,9.242E-06,0.989938777,0.989938777,0,4.592960056,4.539627823,4.176282787,4.114157881,4.592960056,4.539627823,4.176282787,4.114157881,0.022492973,0.009311645,0.029253215,0.029253215,0.977507027,0.990688355,0.94149357,0.970746785,10000000,9775070.271,1971.92604,61.2698568,61.2698568,0,209797.968,6518.647857,6518.647857,0,0.334934112,1.982303254,0.016392543,0.004781513,2.985661848,0.504463683,61.00334804,209.1388243
23,1828511444,0,1,-1,1000,0.05,0.05,1,0.803567753,0.841570775,0.751853948,0.388214261,0.388214261,0.388214261,0.388214261,7.42185E-06,1.41839E-05,0.842093234,0.842093234,0,2.712703379,2.179840959,2.282931885,2.039556745,2.712703379,2.179840959,2.282931885,2.039556745,0.023025125,0.002675271,0.023387597,0.023387597,0.976974875,0.997324729,0.953224807,0.976612403,10000000,9769748.748,587.1717606,14.40639829,14.40639829,0,218894.0333,5370.616981,5370.616981,0,0.852309635,2.278990592,0.022614307,0.032294361,1.173282525,0.438790754,44.2197948,30.96515798
24,1790163894,0,1,-1,1000,0.05,0.05,1,0.94170996,0.880323179,0.784121626,0.288366234,0.288366234,0.288366234,0.288366234,6.60076E-06,1.17514E-05,0.881152323,0.881152323,0,3.642088154,3.429790691,3.206214623,2.855840086,3.642088154,3.429790691,3.206214623,2.855840086,0.022484313,0.004804902,0.035148685,0.035148685,0.977515687,0.995195098,0.929702629,0.964851315,10000000,9775156.866,1004.403437,37.97285193,37.97285193,0,208032.8494,7864.967699,7864.967699,0,0.479926178,2.34147305,0.007884884,0.003439232,2.083653789,0.427081576,126.8249398,290.7626158
25,130818337,0,1,-1,1000,0.05,0.05,1,0.797128884,0.918821618,0.913504935,0.378017912,0.378017912,0.378017912,0.378017912,9.984E-06,1.0536E-05,0.945384402,0.945384402,0,2.751184009,2.193048239,2.527847342,2.513220171,2.751184009,2.193048239,2.527847342,2.513220171,0.025037665,0.001564852,0.010128972,0.010128972,0.974962335,0.998435148,0.979742055,0.989871028,10000000,9749623.348,383.8652596,3.968555344,3.968555344,0,244920.6702,2532.089607,2532.089607,0,0.835881524,2.049260022,0.021653762,0.013675048,1.196341792,0.487981022,46.18135208,73.12588852
26,1524233456,0,1,-1,1000,0.05,0.05,1,0.90440686,0.838978255,0.825993876,0.199219707,0.199219707,0.199219707,0.199219707,1.37006E-05,6.61566E-06,0.936386797,0.936386797,0,5.638363919,5.09937501,4.730464724,4.657254069,5.638363919,5.09937501,4.730464724,4.657254069,0.021356209,0.019894899,0.017244117,0.017244117,0.978643791,0.980105101,0.965511766,0.982755883,10000000,9786437.908,4102.262796,73.26674005,73.26674005,0,202094.4501,3609.422964,3609.422964,0,0.248630829,2.089331337,0.018427414,0.023629715,4.022027373,0.478622027,54.26697309,42.31959719
27,298259187,0,1,-1,1000,0.05,0.05,1,0.922825494,0.86567987,0.929991421,0.387886349,0.387886349,0.387886349,0.387886349,1.41618E-05,9.52175E-06,0.967085412,0.967085412,0,2.87937255,2.657158396,2.492614855,2.677791769,2.87937255,2.657158396,2.492614855,2.677791769,0.020500543,0.005622714,0.031346368,0.031346368,0.979499457,0.994377286,0.937307265,0.968653632,10000000,9794994.569,1080.421774,36.13254639,36.13254639,0,191072.6581,6390.04308,6390.04308,0,0.839357632,1.818282952,0.033478405,0.017586202,1.191387273,0.549969409,29.87000157,56.86276101
28,368834566,0,1,-1,1000,0.05,0.05,1,0.914852015,0.889774265,0.897425123,0.275312463,0.275312463,0.275312463,0.275312463,8.51144E-06,6.26889E-06,0.971491877,0.971491877,0,3.936659982,3.601461317,3.502738741,3.532857568,3.936659982,3.601461317,3.502738741,3.532857568,0.023971452,0.006195513,0.010876817,0.010876817,0.976028548,0.993804487,0.978246366,0.989123183,10000000,9760285.483,1452.846972,16.15375344,16.15375344,0,233047.0083,2591.177174,2591.177174,0,0.422854617,2.093626571,0.020821528,0.029040975,2.364878988,0.477640098,48.02721376,34.43410512
29,1186181498,0,1,-1,1000,0.05,0.05,1,0.961149476,0.839785669,0.974919049,0.358614919,0.358614919,0.358614919,0.358614919,9.77863E-06,1.20483E-05,0.924773763,0.924773763,0,3.127831944,3.006314034,2.626708442,3.049382943,3.127831944,3.006314034,2.626708442,3.049382943,0.019518667,0.010672319,0.012340588,0.012340588,0.980481333,0.989327681,0.975318824,0.987659412,10000000,9804813.335,2031.681065,25.70660857,25.70660857,0,188337.5475,2383.011634,2383.011634,0,0.671921246,1.94528325,0.037389808,0.026260611,1.488269654,0.514063954,26.74525631,38.07984528
30,1902626894,0,1,-1,1000,0.05,0.05,1,0.978056087,0.838655842,0.989207385,0.258375937,0.258375937,0.258375937,0.258375937,5.59047E-06,1.07297E-05,0.978050191,0.978050191,0,4.379191434,4.283094838,3.672634481,4.331928505,4.379191434,4.283094838,3.672634481,4.331928505,0.023321532,0.000169645,0.01155601,0.01155601,0.976678468,0.999830355,0.97688798,0.98844399,10000000,9766784.68,38.64930264,0.457198508,0.457198508,0,227786.5936,2694.581369,2694.581369,0,0.356510257,2.374684863,0.018266695,0.014966234,2.804968385,0.421108508,54.74444101,66.81707467
31,603977033,0,1,-1,1000,0.05,0.05,1,0.880383534,0.765075747,0.94776976,0.339941742,0.339941742,0.339941742,0.339941742,1.20699E-05,1.16038E-05,0.854802488,0.854802488,0,3.213625026,2.829222557,2.458666569,3.04577662,3.213625026,2.829222557,2.458666569,3.04577662,0.024097389,0.017552931,0.00285021,0.00285021,0.975902611,0.982447069,0.99429958,0.99714979,10000000,9759026.11,4205.686465,12.05581308,12.05581308,0,235394.551,674.7703922,674.7703922,0,0.61191852,2.074902647,0.025995053,0.011970887,1.634204501,0.481950323,38.46885767,83.53600043
32,1670358001,0,1,-1,1000,0.05,0.05,1,0.925485027,0.801201895,0.770186895,0.132602702,0.132602702,0.132602702,0.132602702,1.1345E-05,9.56901E-06,0.860757077,0.860757077,0,9.25115476,8.56180521,7.412042723,7.125118156,9.25115476,8.56180521,7.412042723,7.125118156,0.024895562,0.010959625,0.005607756,0.005607756,0.975104438,0.989040375,0.988784488,0.994392244,10000000,9751044.384,2697.859028,15.30053859,15.30053859,0,243465.5923,1380.781817,1380.781817,0,0.13013605,2.34996071,0.023266499,0.019355457,7.684265835,0.42553903,42.98025214,51.66501694
33,1155151599,0,1,-1,1000,0.05,0.05,1,0.934424898,0.8677794,0.930809894,0.107928895,0.107928895,0.107928895,0.107928895,5.81671E-06,1.31773E-05,0.925725903,0.925725903,0,11.53962274,10.7829108,10.0138469,10.74119502,11.53962274,10.7829108,10.0138469,10.74119502,0.019884429,0.00736135,0.031857359,0.031857359,0.980115571,0.99263865,0.936285281,0.968142641,10000000,9801155.714,1370.499184,46.63160439,46.63160439,0,184804.4787,6288.022235,6288.022235,0,0.100982667,1.977917096,0.020835261,0.036391795,9.902689516,0.505582363,47.99555813,27.47872146
34,1085889751,0,1,-1,1000,0.05,0.05,1,0.953799322,0.957910365,0.867109089,0.365424864,0.365424864,0.365424864,0.365424864,1.40502E-05,1.24701E-05,0.822617847,0.822617847,0,2.619384977,2.498367615,2.509136019,2.271292522,2.619384977,2.498367615,2.509136019,2.271292522,0.024555213,0.003440016,0.005777194,0.005777194,0.975444787,0.996559984,0.988445612,0.994222806,10000000,9754447.871,834.9432518,4.880014829,4.880014829,0,241879.9815,1413.722303,1413.722303,0,0.847777393,2.147253448,0.03370507,0.015141011,1.179554927,0.465711209,29.66912666,66.04578628
35,633891484,0,1,-1,1000,0.05,0.05,1,0.903703427,0.920356894,0.768676459,0.314311461,0.314311461,0.314311461,0.314311461,6.95387E-06,1.41071E-05,0.903414177,0.903414177,0,3.713967808,3.356325434,3.418175877,2.854839622,3.713967808,3.356325434,3.418175877,2.854839622,0.021559929,0.00815786,0.019443308,0.019443308,0.978440071,0.99184214,0.961113385,0.980556692,10000000,9784400.706,1690.433961,34.19745072,34.19745072,0,205524.933,4157.765952,4157.765952,0,0.501950611,1.992974807,0.011739662,0.037858799,1.992227875,0.501762489,85.18133163,26.41393846
36,2131573053,0,1,-1,1000,0.05,0.05,1,0.961444448,0.805506003,0.794758194,0.379068068,0.379068068,0.379068068,0.379068068,5.50129E-06,9.02416E-06,0.877478463,0.877478463,0,2.711352331,2.606814644,2.184010579,2.154869483,2.711352331,2.606814644,2.184010579,2.154869483,0.021669239,0.012928258,0.038790494,0.038790494,0.978330761,0.987071742,0.922419011,0.961209506,10000000,9783307.611,2584.115445,108.6698281,108.6698281,0,197297.0634,8296.935032,8296.935032,0,0.931766313,1.804350632,0.013929461,0.013504219,1.073230472,0.554216006,71.79028927,74.05093248
37,628910701,0,1,-1,1000,0.05,0.05,1,0.93863975,0.936524773,0.945943577,0.413893982,0.413893982,0.413893982,0.413893982,1.41453E-05,6.17988E-06,0.920902417,0.920902417,0,2.622960806,2.462015274,2.456467772,2.481172928,2.622960806,2.462015274,2.456467772,2.481172928,0.02393442,0.019869175,0.034369835,0.034369835,0.97606558,0.980130825,0.93126033,0.965630165,10000000,9760655.798,4428.67551,163.4482225,163.4482225,0,218463.0853,8062.772468,8062.772468,0,0.949419243,2.325995609,0.008801718,0.011863413,1.05327547,0.429923425,113.6141878,84.29277425
38,132651429,0,1,-1,1000,0.05,0.05,1,0.951107905,0.929292115,0.880118861,0.201818905,0.201818905,0.201818905,0.201818905,9.44072E-06,1.1033E-05,0.88418894,0.88418894,0,5.98280181,5.690290096,5.559770546,5.265576715,5.98280181,5.690290096,5.559770546,5.265576715,0.01928283,0.018758837,0.010073244,0.010073244,0.98071717,0.981241163,0.979853511,0.989926756,10000000,9807171.705,3544.359974,36.43728769,36.43728769,0,185399.1222,1905.969258,1905.969258,0,0.230992603,1.958842176,0.035888458,0.02676638,4.329142956,0.510505651,27.86411141,37.36030008
39,1983280492,0,1,-1,1000,0.05,0.05,1,0.921566707,0.851015891,0.824190481,0.138815927,0.138815927,0.138815927,0.138815927,1.44377E-05,1.09141E-05,0.962234325,0.962234325,0,8.312579387,7.660596413,7.074137155,6.851148804,8.312579387,7.660596413,7.074137155,6.851148804,0.02223572,0.009315981,0.00722257,0.00722257,0.97776428,0.990684019,0.98555486,0.99277743,10000000,9777642.798,2041.552676,14.96137645,14.96137645,0,217103.6688,1591.029101,1591.029101,0,0.148327388,1.900280113,0.032504089,0.032704522,6.741843263,0.526238207,30.76535999,30.57681123
40,697510168,0,1,-1,1000,0.05,0.05,1,0.915267375,0.885657387,0.925940215,0.351504911,0.351504911,0.351504911,0.351504911,5.46245E-06,1.33942E-05,0.923427165,0.923427165,0,3.264682517,2.988057399,2.891390186,3.022900831,3.264682517,2.988057399,2.891390186,3.022900831,0.021453222,0.012306488,0.010777296,0.010777296,0.978546778,0.987693512,0.978445408,0.989222704,10000000,9785467.779,2583.231056,28.45355041,28.45355041,0,207324.8352,2283.623695,2283.623695,0,0.600735661,2.242722144,0.036093721,0.025446846,1.664625667,0.445886711,27.70564986,39.29760127
41,1061298089,0,1,-1,1000,0.05,0.05,1,0.753666482,0.959166518,0.826426495,0.293103125,0.293103125,0.293103125,0.293103125,7.68101E-06,1.34344E-05,0.812089525,0.812089525,0,3.196819341,2.409335585,3.066282074,2.641936204,3.196819341,2.409335585,3.066282074,2.641936204,0.023669831,0.016789556,0.03645485,0.03645485,0.976330169,0.983210444,0.9270903,0.96354515,10000000,9763301.687,3684.312197,144.8737492,144.8737492,0,215756.3982,8483.927703,8483.927703,0,0.579987465,2.157253077,0.013922556,0.014452543,1.724175195,0.463552474,71.82588954,69.19197355
