Replication,Simulation Period,To: W to 1st Tx | Sym|G-0,To: W to 1st Tx | Sym|G-A,To: W to 1st Tx | Sym|G-B,To: W to 1st Tx | Sym|G-AB,To: W to 1st Tx | Asym|G-0,To: W to 1st Tx | Asym|G-A,To: W to 1st Tx | Asym|G-B,To: W to 1st Tx | Asym|G-AB,To: If R | Tx-A --> I | Sym|G-0,To: If F | Tx-A --> I | Sym|G-A,To: If R | Tx-A --> I | Sym|G-B,To: If F | Tx-A --> I | Sym|G-AB,To: If R | Tx-A --> I | Asym|G-0,To: If F | Tx-A --> I | Asym|G-A,To: If R | Tx-A --> I | Asym|G-B,To: If F | Tx-A --> I | Asym|G-AB,To: If R | Tx-B  --> I | Sym|G-0,To: If R | Tx-B  --> I | Sym|G-A,To: If F | Tx-B  --> I | Sym|G-B,To: If F | Tx-B  --> I | Sym|G-AB,To: If R | Tx-B  --> I | Asym|G-0,To: If R | Tx-B  --> I | Asym|G-A,To: If F | Tx-B  --> I | Asym|G-B,To: If F | Tx-B  --> I | Asym|G-AB,To: If R | 2nd Tx-B  --> I | Sym|G-0,To: If R | 2nd Tx-B  --> I | Sym|G-A,To: If F | 2nd Tx-B  --> I | Sym|G-B,To: If F | 2nd Tx-B  --> I | Sym|G-AB,To: If R | 2nd Tx-B  --> I | Asym|G-0,To: If R | 2nd Tx-B  --> I | Asym|G-A,To: If F | 2nd Tx-B  --> I | Asym|G-B,To: If F | 2nd Tx-B  --> I | Asym|G-AB,To: If retreat after R | Tx-A --> I | Sym|G-0,To: If retreat after F | Tx-A --> I | Sym|G-A,To: If retreat after R | Tx-A --> I | Sym|G-B,To: If retreat after F | Tx-A --> I | Sym|G-AB,To: If retreat after R | Tx-A --> I | Asym|G-0,To: If retreat after F | Tx-A --> I | Asym|G-A,To: If retreat after R | Tx-A --> I | Asym|G-B,To: If retreat after F | Tx-A --> I | Asym|G-AB,To: If retreat after R | Tx-B --> I | Sym|G-0,To: If retreat after R | Tx-B --> I | Sym|G-A,To: If retreat after F | Tx-B --> I | Sym|G-B,To: If retreat after F | Tx-B --> I | Sym|G-AB,To: If retreat after R | Tx-B --> I | Asym|G-0,To: If retreat after R | Tx-B --> I | Asym|G-A,To: If retreat after F | Tx-B --> I | Asym|G-B,To: If retreat after F | Tx-B --> I | Asym|G-AB,To: Success with 1st-A or 1st-B,To: Success with 2st-B,To: Treated with 1st-line M,To: Treated with 2nd-line M,To: Death,Received 1st Tx,Received 1st Tx & Symptomatic,Received 1st Tx & Rst to A,Received 1st Tx & Rst to B,Received 1st Tx & Rst to AB,Sucessful 1st-line treatment,Sucessful A or B,Treated with M,"All A, B, M",% Received 1st Tx & Symptomatic,% Received 1st Tx & Rst to A,% Received 1st Tx & Rst to B,% Received 1st Tx & Rst to AB,Annual rate of gonorrhea cases,Effective life of AB,Simulation Time,In: S,In: I | Sym|G-0,In: I | Sym|G-A,In: I | Sym|G-B,In: I | Sym|G-AB,In: I | Asym|G-0,In: I | Asym|G-A,In: I | Asym|G-B,In: I | Asym|G-AB,In: W to RTx | Sym|G-0,In: W to RTx | Sym|G-A,In: W to RTx | Sym|G-B,In: W to RTx | Sym|G-AB,In: W to RTx | Asym|G-0,In: W to RTx | Asym|G-A,In: W to RTx | Asym|G-B,In: W to RTx | Asym|G-AB,Population size,Prevalence,Prevalence - Symptomatic,Prevalence - Assymptomatic,Prevalence - A,Prevalence - B,Prevalence - AB,Prevalence G,% infection symptomatic,% infection resistant to A,% infection resistant to B,% infection resistant to AB,Action Code,Replication,Observation Period,Obs: % Received 1st Tx & Symptomatic,Obs: % Received 1st Tx & Rst to A,Obs: % Received 1st Tx & Rst to B,Obs: % Received 1st Tx & Rst to AB,Obs: Annual rate of gonorrhea cases,Epidemic Time,Action Code
3,31,65226,14,307,0,30835,16,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96573,0,139445,96595,65547,30,504,0,96573,0,96573,96573,0.678575496,0.000310575,0.005217661,0,0.019777806,0,31,4841935,1908,1,9,0,39611,13,241,0,0,0,0,0,0,0,0,0,4884010,42075,1918,39865,14,250,0,0.008614847,0.045585264,0.000332739,0.005941771,0,"1,0,0,0,1,0,1,1",3,31,0.673829136,0.000283121,0.003398536,0,0.019777806,31,"1,0,0,0,1,0,1,1"
3,32,63592,21,223,0,30173,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94190,0,140023,94162,63836,30,367,0,94190,0,94190,94190,0.677938022,0.0003186,0.003897538,0,0.019281209,0,32,4842641,1810,0,10,0,38731,9,150,0,0,0,0,0,0,0,0,0,4883615,40974,1820,38890,9,160,0,0.008390096,0.044418412,0.000219651,0.003904915,0,"1,0,0,0,1,0,1,1",3,32,0.674183462,0.000176284,0.004135526,0,0.019281209,32,"1,0,0,0,1,0,1,1"
3,33,62414,16,167,0,29458,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92149,0,139800,92162,62597,21,269,0,92149,0,92149,92149,0.67920618,0.00022786,0.002918773,0,0.018873322,0,33,4843390,1836,0,1,0,37560,8,117,0,0,0,0,0,0,0,0,0,4883189,39799,1837,37685,8,118,0,0.008150207,0.046156939,0.00020101,0.002964899,0,"1,0,0,0,1,0,1,1",3,33,0.684209957,0.000165324,0.002772882,0,0.018873322,33,"1,0,0,0,1,0,1,1"
3,34,60332,21,127,0,28503,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89110,0,139400,89083,60480,30,218,0,89110,0,89110,89110,0.678917414,0.000336765,0.002447156,0,0.018239355,0,34,4845187,1825,1,4,0,36745,14,83,0,0,0,0,0,0,0,0,0,4884109,38922,1830,36842,15,87,0,0.00796911,0.047017111,0.000385386,0.00223524,0,"1,0,0,0,1,0,1,1",3,34,0.67718635,0.00029514,0.002874978,0,0.018239355,34,"1,0,0,0,1,0,1,1"
3,35,59131,24,91,0,27764,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87077,0,139465,87064,59246,34,135,0,87077,0,87077,87077,0.680487917,0.000390517,0.001550583,0,0.017825602,0,35,4846449,1796,0,1,0,35658,15,55,0,0,0,0,0,0,0,0,0,4884211,37762,1797,35728,15,56,0,0.007731443,0.047587522,0.000397225,0.001482972,0,"1,0,0,0,1,0,1,1",3,35,0.686087248,0.000394984,0.001122246,0,0.017825602,35,"1,0,0,0,1,0,1,1"
3,36,57565,15,48,0,26885,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84517,0,139795,84551,57628,24,77,0,84517,0,84517,84517,0.6815768,0.000283852,0.000910693,0,0.01731203,0,36,4846611,1794,1,0,0,35239,11,18,0,0,0,0,0,0,0,0,0,4883945,37334,1795,35268,12,18,0,0.00764423,0.048079499,0.000321423,0.000482134,0,"1,0,0,0,1,0,1,1",3,36,0.680012105,0.000273418,0.000635017,0,0.01731203,36,"1,0,0,0,1,0,1,1"
3,37,56909,21,12,0,26582,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83573,0,139186,83539,56942,28,20,0,83573,0,83573,83573,0.681621758,0.000335173,0.000239409,0,0.017104624,0,37,4847368,1695,0,0,0,34688,9,4,0,0,0,0,0,0,0,0,0,4884001,36633,1695,34701,9,4,0,0.007500613,0.046269757,0.00024568,0.000109191,0,"1,0,0,0,1,0,1,1",3,37,0.680748393,0.000437341,0.000194152,0,0.017104624,37,"1,0,0,0,1,0,1,1"
3,38,56603,7,4,0,26198,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82806,0,139709,82820,56614,12,7,0,82806,0,82806,82806,0.683578846,0.000144893,8.45206E-05,0,0.016958721,0,38,4847467,1698,0,0,0,34202,3,2,0,0,0,0,0,0,0,0,0,4883623,36156,1698,34207,3,2,0,0.00740352,0.04696316,8.29738E-05,5.53159E-05,0,"1,0,0,0,1,0,1,1",3,38,0.670322844,0.000333126,9.87152E-05,0,0.016958721,38,"1,0,0,0,1,0,1,1"
3,39,55029,4,2,0,25839,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80863,0,139089,80877,55035,6,3,0,80863,0,80863,80863,0.680477763,7.41867E-05,3.70934E-05,0,0.016558986,0,39,4848754,1659,0,0,0,33498,0,0,0,0,0,0,0,0,0,0,0,4884176,35422,1659,33498,0,0,0,0.0072524,0.0468353,0,0,0,"1,0,0,0,1,0,1,1",3,39,0.693517791,0,3.97979E-05,0,0.016558986,39,"1,0,0,0,1,0,1,1"
3,40,53925,0,0,0,25527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79506,0,139195,79452,53925,0,0,0,79506,0,79506,79506,0.678711675,0,0,0,0.016264846,0,40,4850183,1622,0,0,0,32875,0,0,0,0,0,0,0,0,0,0,0,4884891,34708,1622,32875,0,0,0,0.007105174,0.046732742,0,0,0,"1,0,0,0,1,0,1,1",3,40,0.676017998,0,0,0,0.016264846,40,"1,0,0,0,1,0,1,1"
3,41,52478,0,0,0,24564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77025,0,140048,77042,52478,0,0,0,77025,0,77025,77025,0.681160925,0,0,0,0.01577237,0,41,4851121,1535,0,0,0,31734,0,0,0,0,0,0,0,0,0,0,0,4884618,33497,1535,31734,0,0,0,0.00685765,0.045824999,0,0,0,"1,0,0,0,1,0,1,1",3,41,0.677338504,0,0,0,0.01577237,41,"1,0,0,0,1,0,1,1"
3,42,51016,0,0,0,23917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74954,0,139479,74933,51016,0,0,0,74954,0,74954,74954,0.680821534,0,0,0,0.015339846,0,42,4852272,1485,0,0,0,30896,0,0,0,0,0,0,0,0,0,0,0,4884860,32588,1485,30896,0,0,0,0.006671225,0.045568921,0,0,0,"1,0,0,0,1,0,1,1",3,42,0.669146492,0,0,0,0.015339846,42,"1,0,0,0,1,0,1,1"
3,43,49366,0,0,0,23205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72566,0,140299,72571,49366,0,0,0,72566,0,72566,72566,0.680244175,0,0,0,0.014859618,0,43,4852081,1406,0,0,0,30074,0,0,0,0,0,0,0,0,0,0,0,4883773,31692,1406,30074,0,0,0,0.006489245,0.044364508,0,0,0,"1,0,0,0,1,0,1,1",3,43,0.68276903,0,0,0,0.014859618,43,"1,0,0,0,1,0,1,1"
3,44,48294,0,0,0,22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70945,0,139509,70939,48294,0,0,0,70945,0,70945,70945,0.68078208,0,0,0,0.014524394,0,44,4852854,1426,0,0,0,29642,0,0,0,0,0,0,0,0,0,0,0,4884128,31274,1426,29642,0,0,0,0.00640319,0.045596982,0,0,0,"1,0,0,0,1,0,1,1",3,44,0.688555828,0,0,0,0.014524394,44,"1,0,0,0,1,0,1,1"
3,45,46904,0,0,0,22186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69084,0,140258,69090,46904,0,0,0,69084,0,69084,69084,0.678882617,0,0,0,0.014147585,0,45,4853061,1442,0,0,0,28804,0,0,0,0,0,0,0,0,0,0,0,4883519,30458,1442,28804,0,0,0,0.006236896,0.047343883,0,0,0,"1,0,0,0,1,0,1,1",3,45,0.679559145,0,0,0,0.014147585,45,"1,0,0,0,1,0,1,1"
3,46,46386,0,0,0,21866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68257,0,139590,68252,46386,0,0,0,68257,0,68257,68257,0.679628436,0,0,0,0.013976354,0,46,4853462,1349,0,0,0,28373,0,0,0,0,0,0,0,0,0,0,0,4883391,29929,1349,28373,0,0,0,0.006128733,0.04507334,0,0,0,"1,0,0,0,1,0,1,1",3,46,0.670794599,0,0,0,0.013976354,46,"1,0,0,0,1,0,1,1"
3,47,45834,0,0,0,21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67301,0,139690,67287,45834,0,0,0,67301,0,67301,67301,0.681171697,0,0,0,0.013778576,0,47,4854090,1403,0,0,0,27765,0,0,0,0,0,0,0,0,0,0,0,4883451,29361,1403,27765,0,0,0,0.006012347,0.047784476,0,0,0,"1,0,0,0,1,0,1,1",3,47,0.678226265,0,0,0,0.013778576,47,"1,0,0,0,1,0,1,1"
3,48,45034,0,0,0,21173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66215,0,139911,66207,45034,0,0,0,66215,0,66215,66215,0.680199979,0,0,0,0.013559139,0,48,4853660,1378,0,0,0,27609,0,0,0,0,0,0,0,0,0,0,0,4882832,29172,1378,27609,0,0,0,0.005974402,0.047237077,0,0,0,"1,0,0,0,1,0,1,1",3,48,0.678970187,0,0,0,0.013559139,48,"1,0,0,0,1,0,1,1"
3,49,45232,0,0,0,20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66186,0,140053,66210,45232,0,0,0,66186,0,66186,66186,0.683159644,0,0,0,0.013563051,0,49,4852289,1357,0,0,0,27790,0,0,0,0,0,0,0,0,0,0,0,4881645,29356,1357,27790,0,0,0,0.006013547,0.046225644,0,0,0,"1,0,0,0,1,0,1,1",3,49,0.680820069,0,0,0,0.013563051,49,"1,0,0,0,1,0,1,1"
3,50,45400,0,0,0,21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66473,0,139328,66434,45400,0,0,0,66473,0,66473,66473,0.683385014,0,0,0,0.013608614,0,50,4852867,1391,0,0,0,27333,0,0,0,0,0,0,0,0,0,0,0,4881761,28894,1391,27333,0,0,0,0.005918766,0.048141483,0,0,0,"1,0,0,0,1,0,1,1",3,50,0.679852494,0,0,0,0.013608614,50,"1,0,0,0,1,0,1,1"
4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4777164,7972,156,144,0,89759,1767,1622,0,0,0,0,0,0,0,0,0,4878584,101420,8272,93148,1923,1766,0,0.020788819,0.081561822,0.018960757,0.017412739,0,"1,0,1,0,0,1,0,1",4,0,-1,-1,-1,-1,-1,0,"1,0,1,0,0,1,0,1"
4,1,160874,3565,1770,0,77292,2051,1080,0,160458,3553,1767,0,77059,2040,1077,0,0,0,0,0,0,0,0,0,0,3361,0,0,0,0,0,0,7,3553,0,0,3,2040,0,0,0,0,0,0,0,0,0,0,240351,3361,0,0,139506,246632,166209,5616,2850,0,240351,243712,0,243712,0.673914983,0.022770768,0.011555678,0,0.050561372,1,1,4781959,4650,138,36,0,86236,3105,941,0,0,131,0,0,0,0,0,0,4877874,95915,4955,90282,3374,977,0,0.01966328,0.051660324,0.03517698,0.010186102,0,"1,0,1,0,0,1,0,1",4,1,0.674952743,0.02370466,0.012094692,0,0.050561372,1,"1,0,1,0,0,1,0,1"
4,2,151003,6031,915,0,74343,3660,636,0,150997,6022,916,0,74334,3652,636,0,0,0,0,0,0,0,0,0,0,5832,0,0,0,0,0,0,8,6022,1,0,5,3652,0,0,0,0,0,0,0,0,0,0,226869,5831,0,2,139599,236588,157949,9691,1551,0,226869,232700,2,232702,0.667612051,0.040961503,0.0065557,0,0.048506454,0.999991405,2,4783065,4596,222,22,0,82872,5281,486,0,0,201,0,0,0,0,0,0,4877454,94389,5041,88639,5704,508,0,0.019352105,0.053406647,0.060430771,0.005381983,0,"1,0,1,0,0,1,0,1",4,2,0.668831633,0.039247467,0.008123923,0,0.048506454,2,"1,0,1,0,0,1,0,1"
4,3,145640,10457,512,0,71208,6107,339,0,145625,10448,514,0,71251,6101,339,0,0,0,0,0,0,0,0,0,0,10031,0,0,0,0,0,0,3,10448,0,0,6,6101,0,0,0,0,0,0,0,0,0,0,217720,10031,0,0,139613,234263,156609,16564,851,0,217720,227751,0,227751,0.668517862,0.070706855,0.003632669,0,0.048028481,1,3,4783067,4282,452,12,0,79499,8903,297,0,0,379,0,0,0,0,0,0,4877585,94518,5125,88699,9734,309,0,0.019378032,0.054222476,0.102985675,0.003269219,0,"1,0,1,0,0,1,0,1",4,3,0.660718647,0.0706547,0.003712033,0,0.048028481,3,"1,0,1,0,0,1,0,1"
4,4,140428,17837,346,0,68653,10103,212,0,140436,17788,346,0,68661,10074,214,0,0,0,0,0,0,0,0,0,0,17152,0,0,0,0,0,0,3,17788,0,0,9,10074,0,0,0,0,0,0,0,0,0,0,209645,17152,0,0,139593,237579,158611,27940,558,0,209645,226797,0,226797,0.66761372,0.117602987,0.002348692,0,0.048714089,1,4,4777836,4324,698,12,0,77242,15309,210,0,0,623,0,0,0,0,0,0,4877008,99172,5657,92761,16630,222,0,0.020334599,0.05704231,0.16768846,0.002238535,0,"1,0,0,1,0,1,0,1",4,4,0.668427689,0.121218608,0.002892477,0,0.048714089,4,"1,0,0,1,0,1,0,1"
4,5,136292,18386,378,0,66114,11098,235,0,0,0,0,0,0,0,0,0,136309,18425,375,0,66100,11123,236,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,375,0,3,0,236,0,231953,623,0,355,139052,232503,155056,29484,613,0,231953,232576,355,232931,0.666898922,0.126811267,0.002636525,0,0.047666904,0.998475944,5,4786997,4083,468,20,0,74786,10255,353,0,0,0,10,0,0,0,0,0,4877661,90664,4581,85394,10723,383,0,0.018587598,0.050527221,0.118271861,0.004224389,0,"1,0,0,1,0,1,0,1",4,5,0.654222997,0.128833955,0.002225899,0,0.047666904,5,"1,0,0,1,0,1,0,1"
4,6,132585,12738,679,0,64552,7538,401,0,0,0,0,0,0,0,0,0,132585,12751,679,0,64549,7553,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,679,0,0,0,395,0,217436,0,0,656,139048,218493,146002,20276,1080,0,217436,217436,656,218092,0.668222781,0.092799312,0.00494295,0,0.044789906,0.996992095,6,4792655,4017,337,28,0,72631,7269,543,0,0,0,22,0,0,0,0,0,4878175,85517,4404,80443,7606,593,0,0.017530531,0.051498532,0.08894138,0.006934294,0,"1,0,0,1,0,1,0,1",4,6,0.673926879,0.092455087,0.007297668,0,0.044789906,6,"1,0,0,1,0,1,0,1"
4,7,127931,8833,1044,0,62473,5310,590,0,0,0,0,0,0,0,0,0,127997,8835,1042,0,62501,5304,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042,0,4,0,594,0,204632,0,0,995,139730,206181,137808,14143,1634,0,204632,204632,995,205627,0.668383605,0.068595069,0.007925076,0,0.042274409,0.995161141,7,4796491,3761,209,34,0,70232,4980,877,0,0,0,40,0,0,0,0,0,4877206,80711,4044,76089,5189,951,0,0.016548614,0.050104695,0.064291113,0.011782781,0,"1,0,0,1,0,1,0,1",4,7,0.681017047,0.067112959,0.007342618,0,0.042274409,7,"1,0,0,1,0,1,0,1"
4,8,123540,5932,1602,0,60684,3603,972,0,0,0,0,0,0,0,0,0,123529,5940,1603,0,60693,3612,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1603,0,1,0,970,0,193770,0,0,1547,138950,196333,131074,9535,2574,0,193770,193770,1547,195317,0.667610641,0.048565447,0.013110379,0,0.040251547,0.992079542,8,4800191,3816,141,68,0,68149,3214,1431,0,0,0,70,0,0,0,0,0,4877651,77453,4095,72794,3355,1569,0,0.01587916,0.052870773,0.043316592,0.020257446,0,"1,0,0,1,0,1,0,1",4,8,0.674445998,0.050915493,0.011238684,0,0.040251547,8,"1,0,0,1,0,1,0,1"
4,9,120996,3949,2903,1,58990,2307,1592,0,0,0,0,0,0,0,0,0,121008,3960,2887,1,59016,2314,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2887,1,0,1,1591,0,186295,0,0,2802,139121,190738,127849,6256,4495,1,186295,186295,2802,189097,0.670285942,0.032798918,0.023566358,5.24279E-06,0.039099036,0.985182208,9,4803006,3662,115,138,1,66042,2309,2435,1,0,0,82,0,0,0,0,0,4878330,75310,3998,70787,2424,2655,2,0.01543766,0.053087239,0.032186961,0.035254282,2.65569E-05,"1,0,0,1,0,1,0,1",4,9,0.671150652,0.030839512,0.02128264,0,0.039099036,9,"1,0,0,1,0,1,0,1"
4,10,117719,2854,5142,3,57141,1602,2837,1,0,0,0,0,0,0,0,0,117720,2847,5140,3,57137,1604,2825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5140,3,2,0,2825,1,179305,0,0,4921,139072,187299,125718,4456,7979,4,179305,179305,4921,184226,0.671215543,0.023790837,0.042600334,2.13562E-05,0.038389659,0.973288244,10,4804017,3558,61,217,0,64396,1593,4301,3,0,0,176,0,0,0,0,0,4878892,74852,4012,70293,1654,4694,3,0.015342008,0.053599102,0.022096938,0.062710415,4.00791E-05,"1,0,0,1,0,1,0,1",4,10,0.681531851,0.025549573,0.045092661,0.000130196,0.038389659,10,"1,0,0,1,0,1,0,1"
4,11,113644,1938,8962,10,55573,1139,5005,1,0,0,0,0,0,0,0,0,113666,1946,8947,10,55551,1136,4996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8947,10,4,0,4996,1,172294,0,0,8628,139247,186272,124554,3077,13967,11,172294,172294,8628,180922,0.668667325,0.016518854,0.074981747,5.90534E-05,0.038176727,0.952310941,11,4803331,3472,59,362,0,62339,1119,7601,5,0,0,320,0,0,0,0,0,4879203,75843,4213,71064,1178,8283,5,0.015544137,0.055548963,0.015532086,0.109212452,6.59257E-05,"1,0,0,1,0,1,0,1",4,11,0.673419438,0.013764428,0.067587837,5.98173E-05,0.038176727,11,"1,0,0,1,0,1,0,1"
4,12,111046,1347,16117,13,54073,842,9123,1,0,0,0,0,0,0,0,0,111008,1346,16090,13,54099,843,9129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16090,13,1,0,9129,1,167295,0,0,15432,139352,192562,128523,2189,25240,14,167295,167295,15432,182727,0.667436981,0.011367767,0.131074667,7.27039E-05,0.03946757,0.915546143,12,4798723,3228,33,640,0,60427,721,13915,11,0,0,629,0,0,0,0,0,4878993,80203,4530,75074,754,15184,11,0.016438433,0.056481678,0.009401145,0.189319602,0.000137152,"1,0,0,0,1,0,1,1",4,12,0.665790727,0.011765908,0.123228806,0,0.03946757,12,"1,0,0,0,1,0,1,1"
4,13,106406,844,18002,14,52354,537,10382,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188618,629,139299,188548,125266,1381,28384,23,188618,0,189247,189247,0.664371937,0.007324395,0.150539916,0.000121985,0.038645137,0,13,4806135,3108,28,463,2,57955,473,10254,11,0,0,0,0,0,0,0,0,4878958,72823,3601,68693,501,10717,13,0.014925933,0.049448663,0.006879695,0.147165044,0.000178515,"1,0,0,0,1,0,1,1",4,13,0.677245831,0.006212514,0.155143284,0.000138286,0.038645137,13,"1,0,0,0,1,0,1,1"
4,14,102257,604,13798,21,50229,340,7875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175141,0,139581,175132,116680,944,21673,29,175141,0,175141,175141,0.666240322,0.00539022,0.12375237,0.000165589,0.035895509,0,14,4810596,3109,21,359,0,56347,337,7640,10,0,0,0,0,0,0,0,0,4878939,68343,3489,64334,358,7999,10,0.014007759,0.051051315,0.005238283,0.117041979,0.000146321,"1,0,0,0,1,0,1,1",4,14,0.662920808,0.005816271,0.139864057,0.000171518,0.035895509,14,"1,0,0,0,1,0,1,1"
4,15,100077,488,10285,18,48746,287,5845,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165782,0,139538,165759,110868,775,16130,31,165782,0,165782,165782,0.66885056,0.004675463,0.09730995,0.000187019,0.03397319,0,15,4814419,3023,8,283,0,54843,246,5782,11,0,0,0,0,0,0,0,0,4879112,64693,3314,60882,254,6065,11,0.013259175,0.051226562,0.003926236,0.093750483,0.000170034,"1,0,0,0,1,0,1,1",4,15,0.667075761,0.005149176,0.097087967,8.75528E-05,0.03397319,15,"1,0,0,0,1,0,1,1"
4,16,97323,277,7841,31,47660,206,4467,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157867,0,139291,157816,105472,483,12308,42,157867,0,157867,157867,0.668322604,0.003060526,0.077989557,0.000266133,0.032340663,0,16,4817617,3019,4,187,0,54120,154,4240,14,0,0,0,0,0,0,0,0,4879801,62184,3210,58528,158,4427,14,0.012743143,0.051620996,0.002540847,0.071191946,0.000225138,"1,0,0,0,1,0,1,1",4,16,0.664866333,0.002691543,0.079885791,0.000293085,0.032340663,16,"1,0,0,0,1,0,1,1"
