Replication,Simulation Period,To: W to 1st Tx | Sym|G-0,To: W to 1st Tx | Sym|G-A,To: W to 1st Tx | Sym|G-B,To: W to 1st Tx | Sym|G-AB,To: W to 1st Tx | Asym|G-0,To: W to 1st Tx | Asym|G-A,To: W to 1st Tx | Asym|G-B,To: W to 1st Tx | Asym|G-AB,To: If R | Tx-A --> I | Sym|G-0,To: If F | Tx-A --> I | Sym|G-A,To: If R | Tx-A --> I | Sym|G-B,To: If F | Tx-A --> I | Sym|G-AB,To: If R | Tx-A --> I | Asym|G-0,To: If F | Tx-A --> I | Asym|G-A,To: If R | Tx-A --> I | Asym|G-B,To: If F | Tx-A --> I | Asym|G-AB,To: If R | Tx-B  --> I | Sym|G-0,To: If R | Tx-B  --> I | Sym|G-A,To: If F | Tx-B  --> I | Sym|G-B,To: If F | Tx-B  --> I | Sym|G-AB,To: If R | Tx-B  --> I | Asym|G-0,To: If R | Tx-B  --> I | Asym|G-A,To: If F | Tx-B  --> I | Asym|G-B,To: If F | Tx-B  --> I | Asym|G-AB,To: If R | 2nd Tx-B  --> I | Sym|G-0,To: If R | 2nd Tx-B  --> I | Sym|G-A,To: If F | 2nd Tx-B  --> I | Sym|G-B,To: If F | 2nd Tx-B  --> I | Sym|G-AB,To: If R | 2nd Tx-B  --> I | Asym|G-0,To: If R | 2nd Tx-B  --> I | Asym|G-A,To: If F | 2nd Tx-B  --> I | Asym|G-B,To: If F | 2nd Tx-B  --> I | Asym|G-AB,To: If retreat after R | Tx-A --> I | Sym|G-0,To: If retreat after F | Tx-A --> I | Sym|G-A,To: If retreat after R | Tx-A --> I | Sym|G-B,To: If retreat after F | Tx-A --> I | Sym|G-AB,To: If retreat after R | Tx-A --> I | Asym|G-0,To: If retreat after F | Tx-A --> I | Asym|G-A,To: If retreat after R | Tx-A --> I | Asym|G-B,To: If retreat after F | Tx-A --> I | Asym|G-AB,To: If retreat after R | Tx-B --> I | Sym|G-0,To: If retreat after R | Tx-B --> I | Sym|G-A,To: If retreat after F | Tx-B --> I | Sym|G-B,To: If retreat after F | Tx-B --> I | Sym|G-AB,To: If retreat after R | Tx-B --> I | Asym|G-0,To: If retreat after R | Tx-B --> I | Asym|G-A,To: If retreat after F | Tx-B --> I | Asym|G-B,To: If retreat after F | Tx-B --> I | Asym|G-AB,To: Success with 1st-A or 1st-B,To: Success with 2st-B,To: Treated with 1st-line M,To: Treated with 2nd-line M,To: Death,Received 1st Tx,Received 1st Tx & Symptomatic,Received 1st Tx & Rst to A,Received 1st Tx & Rst to B,Received 1st Tx & Rst to AB,Sucessful 1st-line treatment,Sucessful A or B,Treated with M,"All A, B, M",% Received 1st Tx & Symptomatic,% Received 1st Tx & Rst to A,% Received 1st Tx & Rst to B,% Received 1st Tx & Rst to AB,Annual rate of gonorrhea cases,Effective life of AB,Simulation Time,In: S,In: I | Sym|G-0,In: I | Sym|G-A,In: I | Sym|G-B,In: I | Sym|G-AB,In: I | Asym|G-0,In: I | Asym|G-A,In: I | Asym|G-B,In: I | Asym|G-AB,In: W to RTx | Sym|G-0,In: W to RTx | Sym|G-A,In: W to RTx | Sym|G-B,In: W to RTx | Sym|G-AB,In: W to RTx | Asym|G-0,In: W to RTx | Asym|G-A,In: W to RTx | Asym|G-B,In: W to RTx | Asym|G-AB,Population size,Prevalence,Prevalence - Symptomatic,Prevalence - Assymptomatic,Prevalence - A,Prevalence - B,Prevalence - AB,Prevalence G,% infection symptomatic,% infection resistant to A,% infection resistant to B,% infection resistant to AB,Action Code,Replication,Observation Period,Obs: % Received 1st Tx & Symptomatic,Obs: % Received 1st Tx & Rst to A,Obs: % Received 1st Tx & Rst to B,Obs: % Received 1st Tx & Rst to AB,Obs: Annual rate of gonorrhea cases,Epidemic Time,Action Code
4,17,95030,179,5736,22,46346,128,3251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150730,0,139152,150707,100967,307,8987,37,150730,0,150730,150730,0.669955609,0.002037065,0.059632267,0.000245509,0.03088319,0,17,4821261,2870,4,147,2,51853,97,3235,12,0,0,0,0,0,0,0,0,4879904,58643,3023,55197,101,3382,14,0.012017245,0.051549205,0.001722286,0.057670992,0.000238733,"1,0,0,0,1,0,1,1",4,17,0.678280204,0.001988019,0.054067625,0.000268889,0.03088319,17,"1,0,0,0,1,0,1,1"
4,18,92208,81,4408,19,44704,70,2483,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144002,0,138862,143976,96716,151,6891,22,144002,0,144002,144002,0.671750847,0.001048786,0.047862144,0.000152803,0.029498159,0,18,4823846,2875,0,133,0,51086,66,2432,12,0,0,0,0,0,0,0,0,4880847,57001,3008,53596,66,2565,12,0.011678506,0.052771004,0.001157874,0.044999211,0.000210523,"1,0,0,0,1,0,1,1",4,18,0.673076749,0.00040117,0.040208398,4.50511E-05,0.029498159,18,"1,0,0,0,1,0,1,1"
4,19,92325,96,3474,18,44702,56,1923,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142617,0,139115,142603,95913,152,5397,27,142617,0,142617,142617,0.672587533,0.001065896,0.037846329,0.000189337,0.0292191,0,19,4823769,2819,1,95,0,51412,39,1949,5,0,0,0,0,0,0,0,0,4880472,56703,2915,53405,40,2044,5,0.011618343,0.051408215,0.00070543,0.036047475,8.81788E-05,"1,0,0,0,1,0,1,1",4,19,0.678875617,0.000794856,0.041098894,2.03731E-05,0.0292191,19,"1,0,0,0,1,0,1,1"
4,20,91449,47,2942,6,44394,25,1553,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140424,0,139008,140422,94444,72,4495,12,140424,0,140424,140424,0.672572674,0.00051274,0.032010654,8.54567E-05,0.028773709,0,20,4825550,2755,1,74,0,49819,22,1610,7,0,0,0,0,0,0,0,0,4880219,54669,2830,51458,23,1684,7,0.011202161,0.051766083,0.000420714,0.030803563,0.000128043,"1,0,0,0,1,0,1,1",4,20,0.668858631,0.001174541,0.033782357,3.76074E-05,0.028773709,20,"1,0,0,0,1,0,1,1"
4,21,88523,45,2375,15,43194,21,1320,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135477,0,139218,135501,90958,66,3695,23,135477,0,135477,135477,0.671271799,0.000487081,0.027269171,0.00016974,0.027765574,0,21,4827057,2638,3,63,1,48680,34,1290,9,0,0,0,0,0,0,0,0,4880180,53123,2705,50013,37,1353,10,0.010885459,0.050919564,0.000696497,0.025469194,0.000188242,"1,0,0,0,1,0,1,1",4,21,0.673395234,0.000134791,0.029219177,0.000372587,0.027765574,21,"1,0,0,0,1,0,1,1"
4,22,86383,27,1979,12,42354,26,1055,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131877,0,139481,131844,88401,53,3034,20,131877,0,131877,131877,0.670496951,0.00040199,0.023012045,0.000151694,0.027012879,0,22,4829378,2561,1,61,1,47285,15,1103,6,0,0,0,0,0,0,0,0,4880783,51405,2624,48409,16,1164,7,0.010532122,0.051045618,0.000311254,0.022643712,0.000136174,"1,0,0,0,1,0,1,1",4,22,0.676488472,0.000436766,0.025440559,4.61493E-05,0.027012879,22,"1,0,0,0,1,0,1,1"
4,23,84389,14,1637,14,41072,10,868,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128024,0,139323,128008,86054,24,2505,18,128024,0,128024,128024,0.672254859,0.000187488,0.019569089,0.000140616,0.026228509,0,23,4829985,2639,0,46,0,46523,18,918,6,0,0,0,0,0,0,0,0,4880491,50506,2685,47465,18,964,6,0.010348549,0.053162001,0.000356393,0.019086841,0.000118798,"1,0,0,0,1,0,1,1",4,23,0.671536116,0.000181365,0.019451706,0.000352254,0.026228509,23,"1,0,0,0,1,0,1,1"
4,24,82917,19,1446,8,40527,14,728,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125633,0,139684,125664,84390,33,2174,13,125633,0,125633,125633,0.671552712,0.000262605,0.017300102,0.00010345,0.025750245,0,24,4830226,2545,0,40,1,46101,7,792,10,0,0,0,0,0,0,0,0,4880109,49883,2586,46910,7,832,11,0.010221698,0.051841309,0.000140328,0.016679029,0.000220516,"1,0,0,0,1,0,1,1",4,24,0.674900949,0.000194607,0.019321068,0.000326613,0.025750245,24,"1,0,0,0,1,0,1,1"
4,25,82432,12,1233,29,39959,7,628,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124387,0,139553,124312,83706,19,1861,41,124387,0,124387,124387,0.673354141,0.000152841,0.014970397,0.000329815,0.02547931,0,25,4830417,2477,0,34,0,45000,2,690,7,0,0,0,0,0,0,0,0,4878939,48522,2511,45699,2,724,7,0.009945195,0.051749722,4.12184E-05,0.014921067,0.000144264,"1,0,0,0,1,0,1,1",4,25,0.674747413,2.58596E-05,0.01666476,9.86468E-05,0.02547931,25,"1,0,0,0,1,0,1,1"
4,26,80516,1,1035,8,39081,0,586,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121157,0,139275,121233,81560,1,1621,14,121157,0,121157,121157,0.672754118,8.24858E-06,0.013370947,0.00011548,0.024850166,0,26,4830759,2371,0,24,1,44456,0,554,6,0,0,0,0,0,0,0,0,4878559,47800,2396,45016,0,578,7,0.009797975,0.050125523,0,0.01209205,0.000146444,"1,0,0,0,1,0,1,1",4,26,0.672518063,0,0.015926647,1.27308E-05,0.024850166,26,"1,0,0,0,1,0,1,1"
4,27,79211,0,802,8,38442,0,437,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118941,0,139373,118908,80021,0,1239,16,118941,0,118941,118941,0.672965654,0,0.01041982,0.000134558,0.024373276,0,27,4831930,2364,0,21,0,43523,0,429,0,0,0,0,0,0,0,0,0,4878622,46692,2385,43952,0,450,0,0.009570735,0.051079414,0,0.009637625,0,"1,0,0,0,1,0,1,1",4,27,0.683753732,0,0.012073657,0.000151266,0.024373276,27,"1,0,0,0,1,0,1,1"
4,28,77710,0,638,0,37629,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116316,0,139439,116315,78348,0,976,0,116316,0,116316,116316,0.673584662,0,0.008391007,0,0.023845478,0,28,4832152,2386,0,14,0,42592,0,366,0,0,0,0,0,0,0,0,0,4877864,45712,2400,42958,0,380,0,0.009371315,0.052502625,0,0.008312916,0,"1,0,0,0,1,0,1,1",4,28,0.679955263,0,0.008575343,0,0.023845478,28,"1,0,0,0,1,0,1,1"
4,29,75648,0,577,0,36783,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113344,0,139570,113296,76225,0,865,0,113344,0,113344,113344,0.672795156,0,0.007634868,0,0.023229755,0,29,4832881,2259,0,14,0,41435,0,298,0,0,0,0,0,0,0,0,0,4877193,44312,2273,41733,0,312,0,0.009085554,0.05129536,0,0.007040982,0,"1,0,0,0,1,0,1,1",4,29,0.662116736,0,0.005044624,0,0.023229755,29,"1,0,0,0,1,0,1,1"
4,30,73783,0,523,0,35790,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110374,0,140059,110363,74306,0,790,0,110374,0,110374,110374,0.673287243,0,0.007158196,0,0.022633262,0,30,4832355,2239,0,17,0,40987,0,249,0,0,0,0,0,0,0,0,0,4876142,43787,2256,41236,0,266,0,0.008979845,0.051522141,0,0.006074862,0,"1,0,0,0,1,0,1,1",4,30,0.678866842,0,0.008796046,0,0.022633262,30,"1,0,0,0,1,0,1,1"
4,31,73119,0,369,0,35606,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109291,0,139168,109301,73488,0,576,0,109291,0,109291,109291,0.672345175,0,0.005269851,0,0.022416915,0,31,4832938,2258,0,11,0,40093,0,222,0,0,0,0,0,0,0,0,0,4875827,42889,2269,40315,0,233,0,0.008796251,0.052904008,0,0.005432628,0,"1,0,0,0,1,0,1,1",4,31,0.687516624,0,0.006492786,0,0.022416915,31,"1,0,0,0,1,0,1,1"
4,32,71982,0,382,0,35011,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107527,0,138906,107542,72364,0,549,0,107527,0,107527,107527,0.672890592,0,0.005104982,0,0.022054984,0,32,4833879,2175,0,10,0,39497,0,205,0,0,0,0,0,0,0,0,0,4876086,42207,2185,39702,0,215,0,0.008655918,0.051768664,0,0.005093942,0,"1,0,0,0,1,0,1,1",4,32,0.668832381,0,0.004439683,0,0.022054984,32,"1,0,0,0,1,0,1,1"
4,33,70598,0,329,0,34702,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105822,0,139134,105788,70927,0,488,0,105822,0,105822,105822,0.670463569,0,0.004613,0,0.021695505,0,33,4835363,2152,0,10,0,38058,0,164,0,0,0,0,0,0,0,0,0,4876033,40670,2162,38222,0,174,0,0.008340797,0.053159577,0,0.004278338,0,"1,0,0,0,1,0,1,1",4,33,0.665157286,0,0.005409838,0,0.021695505,33,"1,0,0,0,1,0,1,1"
4,34,68483,0,264,0,33428,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102325,0,138992,102340,68747,0,429,0,102325,0,102325,102325,0.671751026,0,0.004191909,0,0.020987185,0,34,4836089,2043,0,6,0,37747,0,123,0,0,0,0,0,0,0,0,0,4876309,40220,2049,37870,0,129,0,0.008248042,0.050944804,0,0.00320736,0,"1,0,0,0,1,0,1,1",4,34,0.672445408,0,0.004358366,0,0.020987185,34,"1,0,0,0,1,0,1,1"
4,35,67291,0,225,0,32521,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100154,0,139766,100155,67516,0,343,0,100154,0,100154,100154,0.674115122,0,0.003424692,0,0.020541556,0,35,4836417,2003,0,3,0,36878,0,123,0,0,0,0,0,0,0,0,0,4875726,39309,2006,37001,0,126,0,0.008062184,0.05103157,0,0.003205373,0,"1,0,0,0,1,0,1,1",4,35,0.678983906,0,0.004307131,0,0.020541556,35,"1,0,0,0,1,0,1,1"
4,36,66125,0,215,0,32591,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99032,0,138933,99046,66340,0,330,0,99032,0,99032,99032,0.669789795,0,0.003331785,0,0.020314274,0,36,4837088,1948,0,11,0,36199,0,123,0,0,0,0,0,0,0,0,0,4875685,38597,1959,36322,0,134,0,0.007916221,0.05075524,0,0.003471772,0,"1,0,0,0,1,0,1,1",4,36,0.674485439,0,0.003722212,0,0.020314274,36,"1,0,0,0,1,0,1,1"
4,37,64869,0,248,0,31474,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96756,0,139149,96724,65117,0,381,0,96756,0,96756,96756,0.673224846,0,0.003939043,0,0.019835531,0,37,4838121,1988,0,7,0,35778,0,122,0,0,0,0,0,0,0,0,0,4876300,38179,1995,35900,0,129,0,0.007829502,0.052253857,0,0.003378821,0,"1,0,0,0,1,0,1,1",4,37,0.67780268,0,0.004794967,0,0.019835531,37,"1,0,0,0,1,0,1,1"
4,38,64364,0,191,0,31413,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96099,0,139426,96085,64555,0,308,0,96099,0,96099,96099,0.671853047,0,0.003205495,0,0.019704812,0,38,4839059,1905,0,5,0,34881,0,100,0,0,0,0,0,0,0,0,0,4876220,37161,1910,34981,0,105,0,0.007620862,0.051397971,0,0.002825543,0,"1,0,0,0,1,0,1,1",4,38,0.671290368,0,0.003502272,0,0.019704812,38,"1,0,0,0,1,0,1,1"
4,39,63664,0,228,0,30728,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94715,0,138766,94732,63892,0,340,0,94715,0,94715,94715,0.674450027,0,0.003589072,0,0.019423495,0,39,4839804,1875,0,9,0,35075,0,136,0,0,0,0,0,0,0,0,0,4877186,37382,1884,35211,0,145,0,0.007664666,0.050398588,0,0.003878872,0,"1,0,0,0,1,0,1,1",4,39,0.670035608,0,0.003496506,0,0.019423495,39,"1,0,0,0,1,0,1,1"
4,40,62918,0,221,0,30280,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93507,0,138760,93507,63139,0,309,0,93507,0,93507,93507,0.67523287,0,0.003304565,0,0.019170883,0,40,4840341,1955,0,13,0,34796,0,161,0,0,0,0,0,0,0,0,0,4877553,37212,1968,34957,0,174,0,0.007629235,0.052886166,0,0.004675911,0,"1,0,0,0,1,0,1,1",4,40,0.671131024,0,0.003770722,0,0.019170883,40,"1,0,0,0,1,0,1,1"
4,41,63272,0,301,0,30801,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94488,0,139300,94501,63573,0,428,0,94488,0,94488,94488,0.67272304,0,0.004529053,0,0.019372303,0,41,4840424,1912,0,9,0,35333,0,172,0,0,0,0,0,0,0,0,0,4878150,37726,1921,35505,0,181,0,0.00773367,0.05091979,0,0.004797752,0,"1,0,0,0,1,0,1,1",4,41,0.676102409,0,0.004524598,0,0.019372303,41,"1,0,0,0,1,0,1,1"
4,42,63657,0,297,0,31031,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95130,0,139218,95129,63954,0,441,0,95130,0,95130,95130,0.672287105,0,0.00463581,0,0.019499282,0,42,4840784,2027,0,13,0,35294,0,173,0,0,0,0,0,0,0,0,0,4878590,37806,2040,35467,0,186,0,0.00774937,0.053959689,0,0.004919854,0,"1,0,0,0,1,0,1,1",4,42,0.682299503,0,0.004744849,0,0.019499282,42,"1,0,0,0,1,0,1,1"
4,43,63374,0,337,0,30901,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94801,0,138615,94784,63711,0,509,0,94801,0,94801,94801,0.672170409,0,0.005370105,0,0.019425228,0,43,4842177,1942,0,6,0,34827,0,194,0,0,0,0,0,0,0,0,0,4879428,37251,1948,35021,0,200,0,0.007634296,0.052293898,0,0.005368983,0,"1,0,0,0,1,0,1,1",4,43,0.67136203,0,0.005529371,0,0.019425228,43,"1,0,0,0,1,0,1,1"
4,44,62790,0,334,0,30344,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93645,0,139570,93627,63124,0,493,0,93645,0,93645,93645,0.674207227,0,0.005265575,0,0.019188696,0,44,4842550,1840,0,10,0,34416,0,199,0,0,0,0,0,0,0,0,0,4879279,36729,1850,34615,0,209,0,0.007527547,0.050368918,0,0.005690326,0,"1,0,0,0,1,0,1,1",4,44,0.679868529,0,0.003694393,0,0.019188696,44,"1,0,0,0,1,0,1,1"
4,45,61898,0,323,0,29926,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92334,0,139453,92315,62221,0,491,0,92334,0,92334,92334,0.674007474,0,0.005318746,0,0.018922018,0,45,4842541,1873,0,9,0,33855,0,185,0,0,0,0,0,0,0,0,0,4878708,36167,1882,34040,0,194,0,0.007413233,0.052036387,0,0.005364006,0,"1,0,0,0,1,0,1,1",4,45,0.678583381,0,0.005568845,0,0.018922018,45,"1,0,0,0,1,0,1,1"
4,46,62002,0,367,0,29381,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91880,0,139110,91896,62369,0,513,0,91880,0,91880,91880,0.678691129,0,0.005582397,0,0.018836219,0,46,4842403,1889,0,9,0,33926,0,198,0,0,0,0,0,0,0,0,0,4878686,36283,1898,34124,0,207,0,0.007437043,0.052311,0,0.005705151,0,"1,0,0,0,1,0,1,1",4,46,0.68601883,0,0.006490798,0,0.018836219,46,"1,0,0,0,1,0,1,1"
4,47,60982,0,266,0,29371,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90792,0,139347,90808,61248,0,455,0,90792,0,90792,90792,0.67447802,0,0.005010572,0,0.01861612,0,47,4841933,1851,0,11,0,33686,0,165,0,0,0,0,0,0,0,0,0,4877923,35990,1862,33851,0,176,0,0.00737814,0.051736593,0,0.004890247,0,"1,0,0,0,1,0,1,1",4,47,0.672529605,0,0.003578799,0,0.01861612,47,"1,0,0,0,1,0,1,1"
4,48,60917,0,287,0,29407,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90779,0,139930,90765,61204,0,441,0,90779,0,90779,90779,0.674312786,0,0.004858701,0,0.018609514,0,48,4842098,1792,0,8,0,33014,0,169,0,0,0,0,0,0,0,0,0,4877344,35246,1800,33183,0,177,0,0.007226474,0.051069625,0,0.005021846,0,"1,0,0,0,1,0,1,1",4,48,0.673396872,0,0.005880523,0,0.018609514,48,"1,0,0,0,1,0,1,1"
4,49,58669,0,262,0,28873,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87940,0,139548,87942,58931,0,400,0,87940,0,87940,87940,0.670112119,0,0.004548452,0,0.018031107,0,49,4842549,1797,0,4,0,32455,0,168,0,0,0,0,0,0,0,0,0,4877238,34689,1801,32623,0,172,0,0.007112427,0.051918476,0,0.004958344,0,"1,0,0,0,1,0,1,1",4,49,0.662605451,0,0.006212855,0,0.018031107,49,"1,0,0,0,1,0,1,1"
4,50,58282,0,283,0,28340,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87031,0,138761,87042,58565,0,420,0,87031,0,87031,87031,0.672836102,0,0.004825257,0,0.017845746,0,50,4843122,1736,0,8,0,32148,0,175,0,0,0,0,0,0,0,0,0,4877465,34343,1744,32323,0,183,0,0.007041158,0.050781819,0,0.005328597,0,"1,0,0,0,1,0,1,1",4,50,0.668282835,0,0.005536903,0,0.017845746,50,"1,0,0,0,1,0,1,1"
5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4759571,11160,153,245,0,103745,1429,2281,0,0,0,0,0,0,0,0,0,4878584,119013,11558,107455,1582,2526,0,0.024394988,0.097115441,0.013292666,0.021224572,0,"1,0,1,0,0,1,0,1",5,0,-1,-1,-1,-1,-1,0,"1,0,1,0,0,1,0,1"
5,1,174907,2415,1975,0,81355,1350,1432,0,174431,2405,1970,0,81148,1346,1426,0,0,0,0,0,0,0,0,0,0,2084,0,0,0,0,0,0,11,2405,0,0,7,1346,1,0,0,0,0,0,0,0,0,0,258956,2084,0,0,139029,263434,179297,3765,3407,0,258956,261040,0,261040,0.680614499,0.014292005,0.012933031,0,0.05400327,1,1,4772671,1638,26,10,0,99815,1982,1239,0,0,23,0,0,0,0,0,0,4878112,105441,1697,103036,2031,1249,0,0.021615125,0.016094309,0.019261957,0.011845487,0,"1,0,1,0,0,1,0,1",5,1,0.678193439,0.015329273,0.010787447,0,0.05400327,1,"1,0,1,0,0,1,0,1"
5,2,158950,3226,952,0,78077,1976,761,0,158971,3226,952,0,78055,1971,767,0,0,0,0,0,0,0,0,0,0,2816,0,0,0,0,0,0,18,3226,0,0,9,1971,0,0,0,0,0,0,0,0,0,0,238718,2816,0,0,139274,243942,163128,5202,1713,0,238718,241534,0,241534,0.668716334,0.021324741,0.007022161,0,0.050007903,1,2,4775739,1634,46,10,0,96397,2821,679,0,0,35,0,0,0,0,0,0,4878069,102330,1725,99897,2902,689,0,0.020977563,0.016857227,0.02835923,0.006733118,0,"1,0,1,0,0,1,0,1",5,2,0.671064918,0.02373469,0.005532654,0,0.050007903,2,"1,0,1,0,0,1,0,1"
5,3,153092,4487,523,0,74846,2711,411,0,153087,4484,524,0,74848,2712,410,0,0,0,0,0,0,0,0,0,0,3872,0,0,0,0,0,0,11,4484,0,0,6,2712,0,0,0,0,0,0,0,0,0,0,228852,3872,0,0,139554,236070,158102,7198,934,0,228852,232724,0,232724,0.669725082,0.030490956,0.003956454,0,0.048392007,1,3,4778113,1516,51,3,0,93297,4110,423,0,0,59,0,0,0,0,0,0,4878285,100172,1629,97830,4220,426,0,0.020534266,0.016262029,0.042127541,0.004252685,0,"1,0,1,0,0,1,0,1",5,3,0.661898509,0.030870515,0.003840205,0,0.048392007,3,"1,0,1,0,0,1,0,1"
