Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
120,1455457140,0,1,-1,1000,0.05,0.05,1,0.715421477,0.713542256,0.976006394,0.157655849,0.157655849,0.157655849,0.157655849,9.36971E-06,7.1072E-06,0.94548325,0.94548325,0,6.135400082,4.389396988,4.377867215,5.988189713,6.135400082,4.389396988,4.377867215,5.988189713,0.02693713,0.016399479,0.005529588,0.005529588,0.97306287,0.983600521,0.988940823,0.994470412,10000000,9730628.7,4368.694653,24.42722875,24.42722875,0,262023.5808,1465.085215,1465.085215,0,0.212499886,2.073258181,0.02550023,0.034207097,4.705884878,0.482332596,39.21533331,29.23370005
121,1364703858,0,1,-1,1000,0.05,0.05,1,0.849487688,0.697480952,0.630812361,0.238956242,0.238956242,0.238956242,0.238956242,1.11186E-05,5.94724E-06,0.860963996,0.860963996,0,5.910879027,5.021218957,4.122725534,3.728655553,5.910879027,5.021218957,4.122725534,3.728655553,0.020294692,0.000871605,0.025834162,0.025834162,0.979705308,0.999128395,0.948331675,0.974165838,10000000,9797053.076,167.7500264,4.569795072,4.569795072,0,192293.2464,5238.393988,5238.393988,0,0.243507469,2.063016114,0.031334897,0.025999498,4.10665021,0.484727188,31.9133014,38.46228073
122,1761386586,0,1,-1,1000,0.05,0.05,1,0.991206419,0.630352443,0.65990462,0.394878131,0.394878131,0.394878131,0.394878131,6.65128E-06,1.24545E-05,0.888153446,0.888153446,0,2.813268167,2.788529466,1.773350461,1.856488662,2.813268167,2.788529466,1.773350461,1.856488662,0.022760896,0.001291591,0.020652392,0.020652392,0.977239104,0.998708409,0.958695216,0.979347608,10000000,9772391.04,281.8350322,6.071343124,6.071343124,0,217925.7856,4694.598146,4694.598146,0,0.878166309,1.676709204,0.009980172,0.025674335,1.138736467,0.59640634,100.1986789,38.94940164
123,941493587,0,1,-1,1000,0.05,0.05,1,0.92892335,0.532485278,0.979676105,0.40030033,0.40030033,0.40030033,0.40030033,1.49143E-05,1.44381E-05,0.954679857,0.954679857,0,3.064352067,2.846548186,1.631722361,3.002072497,3.064352067,2.846548186,1.631722361,3.002072497,0.020476479,0.013571711,0.026611175,0.026611175,0.979523521,0.986428289,0.946777649,0.973388825,10000000,9795235.21,2631.103211,73.95268441,73.95268441,0,191235.6231,5375.079025,5375.079025,0,0.782654845,1.671927128,0.024142346,0.022533073,1.277702434,0.598112192,41.42099499,44.37921097
124,185087919,0,1,-1,1000,0.05,0.05,1,0.854463223,0.795374769,0.62146976,0.165099127,0.165099127,0.165099127,0.165099127,1.03673E-05,1.18003E-05,0.858125248,0.858125248,0,6.471295618,5.529484113,5.147105254,4.021714537,6.471295618,5.529484113,5.147105254,4.021714537,0.027103876,0.017560996,0.021379883,0.021379883,0.972896124,0.982439004,0.957240234,0.978620117,10000000,9728961.239,4556.18637,101.7620531,101.7620531,0,254893.0205,5693.01494,5693.01494,0,0.202772667,1.913707767,0.031640292,0.005602723,4.931631138,0.522545823,31.60527123,178.4846385
125,1544328363,0,1,-1,1000,0.05,0.05,1,0.696085878,0.528620904,0.834972725,0.330363524,0.330363524,0.330363524,0.330363524,7.50087E-06,7.2224E-06,0.891234487,0.891234487,0,3.179457977,2.213175798,1.680727951,2.654760691,3.179457977,2.213175798,1.680727951,2.654760691,0.022342128,0.01358731,0.027005738,0.027005738,0.977657872,0.98641269,0.945988524,0.972994262,10000000,9776578.719,2871.731887,81.98116223,81.98116223,0,208482.2355,5951.675383,5951.675383,0,0.651780023,1.89617232,0.024152658,0.026032694,1.534259972,0.527378229,41.40331081,38.41323469
126,2110143093,0,1,-1,1000,0.05,0.05,1,0.695336413,0.767126277,0.667051451,0.39489778,0.39489778,0.39489778,0.39489778,7.05067E-06,1.28232E-05,0.965056194,0.965056194,0,2.581997013,1.795356542,1.980717756,1.722324855,2.581997013,1.795356542,1.980717756,1.722324855,0.025944592,0.009099741,0.021838788,0.021838788,0.974055408,0.990900259,0.956322425,0.978161212,10000000,9740554.075,2257.772673,51.55898951,51.55898951,0,245856.1833,5614.425459,5614.425459,0,0.920041074,2.099953523,0.016823571,0.010597052,1.086907996,0.476201015,59.44041295,94.3658677
127,660740381,0,1,-1,1000,0.05,0.05,1,0.588962809,0.901953051,0.592856342,0.255540015,0.255540015,0.255540015,0.255540015,9.69495E-06,8.24282E-06,0.971768569,0.971768569,0,3.670588986,2.161840399,3.310698936,2.17613196,3.670588986,2.161840399,3.310698936,2.17613196,0.023791243,0.019706104,0.02359637,0.02359637,0.976208757,0.980293896,0.952807259,0.97640363,10000000,9762087.573,4467.072105,110.6275032,110.6275032,0,222217.6154,5503.24225,5503.24225,0,0.449211199,2.119826948,0.03195575,0.023762646,2.226124375,0.47173662,31.29327275,42.08285509
128,1490892843,0,1,-1,1000,0.05,0.05,1,0.743615428,0.856082382,0.987124672,0.318100457,0.318100457,0.318100457,0.318100457,1.01009E-05,9.00441E-06,0.897312734,0.897312734,0,3.495977249,2.599662617,2.99284453,3.450965396,3.495977249,2.599662617,2.99284453,3.450965396,0.02210546,0.013945838,0.001404345,0.001404345,0.97789454,0.986054162,0.997191311,0.998595655,10000000,9778945.403,3074.132912,4.329301611,4.329301611,0,217359.5901,306.107527,306.107527,0,0.536375189,2.193816564,0.022559332,0.012382475,1.864366623,0.455826625,44.32755365,80.75929627
129,463517471,0,1,-1,1000,0.05,0.05,1,0.821593374,0.80103589,0.885481308,0.206516591,0.206516591,0.206516591,0.206516591,1.13295E-05,6.45792E-06,0.921342411,0.921342411,0,5.152150372,4.232972606,4.127057357,4.562132849,5.152150372,4.232972606,4.127057357,4.562132849,0.02504757,0.012608554,0.038135528,0.038135528,0.97495243,0.987391446,0.923728945,0.961864472,10000000,9749524.296,2917.261968,120.4371967,120.4371967,0,228454.3956,9431.585949,9431.585949,0,0.283029852,1.907004462,0.022020586,0.015897436,3.533196205,0.524382622,45.4120517,62.90322465
130,1274717126,0,1,-1,1000,0.05,0.05,1,0.832257104,0.799409151,0.590890761,0.382514189,0.382514189,0.382514189,0.382514189,1.26717E-05,7.12614E-06,0.939438292,0.939438292,0,2.635650604,2.19353894,2.106963211,1.557381591,2.635650604,2.19353894,2.106963211,1.557381591,0.023230824,0.010689821,0.034083552,0.034083552,0.976769176,0.989310179,0.931832896,0.965916448,10000000,9767691.755,2314.05181,84.6408256,84.6408256,0,214158.4128,7833.249365,7833.249365,0,0.863316821,2.4374359,0.033206642,0.034289006,1.158323313,0.410267199,30.114457,29.16386657
131,266374068,0,1,-1,1000,0.05,0.05,1,0.991479555,0.6902955,0.712385853,0.191370962,0.191370962,0.191370962,0.191370962,8.93326E-06,8.02956E-06,0.843379676,0.843379676,0,5.374405212,5.328612889,3.709927733,3.828650241,5.374405212,5.328612889,3.709927733,3.828650241,0.02499613,0.006845155,0.011304151,0.011304151,0.97500387,0.993154845,0.977391698,0.988695849,10000000,9750038.696,1672.340555,19.34167256,19.34167256,0,242637.7627,2806.258655,2806.258655,0,0.259751971,1.885848118,0.013773663,0.032287627,3.849826413,0.530265396,72.60232878,30.97161677
132,778496155,0,1,-1,1000,0.05,0.05,1,0.781816222,0.740857847,0.874739974,0.350454777,0.350454777,0.350454777,0.350454777,9.34435E-06,1.36716E-05,0.973382605,0.973382605,0,2.911636853,2.276364925,2.15710901,2.546925144,2.911636853,2.276364925,2.15710901,2.546925144,0.021795499,0.015596044,0.035014641,0.035014641,0.978204501,0.984403956,0.929970717,0.964985359,10000000,9782045.01,3161.189675,119.0230199,119.0230199,0,199530.569,7512.592832,7512.592832,0,0.728720931,2.500483853,0.005579702,0.027463261,1.372267431,0.399922599,179.2210351,36.41228144
133,1867950623,0,1,-1,1000,0.05,0.05,1,0.663156127,0.950698356,0.519629473,0.385162586,0.385162586,0.385162586,0.385162586,6.28605E-06,5.29942E-06,0.859392761,0.859392761,0,3.058477214,2.028247905,2.907689259,1.589274902,3.058477214,2.028247905,2.907689259,1.589274902,0.022984714,0.019103776,0.01816654,0.01816654,0.977015286,0.980896224,0.963666919,0.98183346,10000000,9770152.856,4231.411634,79.76834021,79.76834021,0,217264.6779,4095.759108,4095.759108,0,0.772681389,1.688475257,0.024206539,0.005112266,1.294194495,0.592250313,41.31115151,195.6079665
134,1867097042,0,1,-1,1000,0.05,0.05,1,0.531382391,0.875069134,0.916116321,0.331148658,0.331148658,0.331148658,0.331148658,1.44478E-05,1.15332E-05,0.984151456,0.984151456,0,2.927635985,1.55569421,2.561883885,2.682055108,2.927635985,1.55569421,2.561883885,2.682055108,0.026553309,0.019809748,0.00030802,0.00030802,0.973446691,0.980190252,0.999383961,0.99969198,10000000,9734466.912,5256.903064,1.620227709,1.620227709,0,260112.6062,80.16918835,80.16918835,0,0.648565295,2.737371295,0.01828278,0.030775068,1.541864803,0.365313979,54.69627805,32.49383563
135,1271571364,0,1,-1,1000,0.05,0.05,1,0.586088793,0.557904664,0.679997237,0.340400399,0.340400399,0.340400399,0.340400399,1.43067E-05,9.19028E-06,0.844028719,0.844028719,0,2.98254214,1.748034521,1.66397417,2.028120415,2.98254214,1.748034521,1.66397417,2.028120415,0.01968531,0.019393586,0.009554328,0.009554328,0.98031469,0.980606414,0.980891344,0.990445672,10000000,9803146.903,3744.736635,36.47543806,36.47543806,0,189346.7622,1844.323585,1844.323585,0,0.776301668,1.79793537,0.003078059,0.022840906,1.288159026,0.556193519,324.8800896,43.78110114
136,273523987,0,1,-1,1000,0.05,0.05,1,0.947231418,0.755976488,0.677636205,0.377276791,0.377276791,0.377276791,0.377276791,1.02083E-05,5.75538E-06,0.821719549,0.821719549,0,3.278269765,3.105280117,2.478294864,2.221474282,3.278269765,3.105280117,2.478294864,2.221474282,0.02079625,0.010869879,0.028996098,0.028996098,0.97920375,0.989130121,0.942007804,0.971003902,10000000,9792037.503,2129.434257,65.54646804,65.54646804,0,193772.8612,5964.554485,5964.554485,0,0.668874271,1.744583567,0.027147866,0.013552961,1.495049284,0.573202694,36.83530752,73.78461351
137,1240405229,0,1,-1,1000,0.05,0.05,1,0.501633999,0.784956729,0.896139797,0.272231708,0.272231708,0.272231708,0.272231708,1.34108E-05,6.067E-06,0.854140272,0.854140272,0,4.751500248,2.38351407,3.729722093,4.258008466,4.751500248,2.38351407,3.729722093,4.258008466,0.02089978,0.005137168,0.015868953,0.015868953,0.97910022,0.994862832,0.968262094,0.984131047,10000000,9791002.201,1039.581274,17.03781102,17.03781102,0,201325.0655,3299.538484,3299.538484,0,0.324447071,2.282538391,0.037031085,0.016584907,3.082166833,0.438108732,27.00434008,60.29578411
138,1595159885,0,1,-1,1000,0.05,0.05,1,0.579156243,0.660323457,0.521598564,0.357670033,0.357670033,0.357670033,0.357670033,1.17868E-05,1.01617E-05,0.981383327,0.981383327,0,2.769367963,1.603896745,1.828678625,1.444498353,2.769367963,1.603896745,1.828678625,1.444498353,0.026863454,0.017443208,0.020091521,0.020091521,0.973136546,0.982556792,0.959816958,0.979908479,10000000,9731365.461,4497.556461,94.14581645,94.14581645,0,253342.4295,5303.130727,5303.130727,0,0.741484898,2.773683242,0.008115148,0.017508693,1.348645135,0.360531435,123.2263368,57.11448698
139,1496280081,0,1,-1,1000,0.05,0.05,1,0.753977024,0.616636625,0.60584535,0.204377785,0.204377785,0.204377785,0.204377785,1.15513E-05,8.14084E-06,0.967199509,0.967199509,0,4.636934702,3.496142228,2.859303767,2.809265329,4.636934702,3.496142228,2.859303767,2.809265329,0.022886449,0.01424908,0.003713459,0.003713459,0.977113551,0.98575092,0.992573082,0.996286541,10000000,9771135.512,3236.888418,12.10999192,12.10999192,0,223927.8423,837.7688726,837.7688726,0,0.318112511,1.970033491,0.016406486,0.033339736,3.143541877,0.507605584,60.95150434,29.99423867
140,1993254497,0,1,-1,1000,0.05,0.05,1,0.721377669,0.922635281,0.619863909,0.394799367,0.394799367,0.394799367,0.394799367,1.40103E-05,1.33426E-05,0.881223235,0.881223235,0,3.032096724,2.187286868,2.797519414,1.879487328,3.032096724,2.187286868,2.797519414,1.879487328,0.023696501,0.001487637,0.021696005,0.021696005,0.976303499,0.998512363,0.95660799,0.978303995,10000000,9763034.986,337.2214007,7.648229182,7.648229182,0,226345.4048,5133.545876,5133.545876,0,0.743285704,1.928176516,0.0249741,0.022753234,1.345377684,0.518624717,40.04148345,43.94979576
141,414987303,0,1,-1,1000,0.05,0.05,1,0.600138008,0.938121299,0.780713031,0.344769685,0.344769685,0.344769685,0.344769685,8.17428E-06,7.92263E-06,0.884844599,0.884844599,0,2.590005239,1.554360584,2.429739081,2.022050841,2.590005239,1.554360584,2.429739081,2.022050841,0.024418861,0.003645276,0.024415574,0.024415574,0.975581139,0.996354724,0.951168852,0.975584426,10000000,9755811.385,846.6685084,21.73315249,21.73315249,0,231417.9358,5940.272063,5940.272063,0,0.856879068,1.993171368,0.036279811,0.009127626,1.167025824,0.501713007,27.56353924,109.5575123
142,455667362,0,1,-1,1000,0.05,0.05,1,0.552082183,0.76193895,0.845752972,0.380874961,0.380874961,0.380874961,0.380874961,1.42101E-05,1.12997E-05,0.84086518,0.84086518,0,2.820510836,1.55715378,2.149057066,2.385455423,2.820510836,1.55715378,2.149057066,2.385455423,0.024915636,0.019122632,0.01332577,0.01332577,0.975084364,0.980877368,0.973348461,0.98667423,10000000,9750843.644,4637.543429,63.4909668,63.4909668,0,237878.412,3256.709202,3256.709202,0,0.779955338,2.509918286,0.01316304,0.012114221,1.282124694,0.398419345,75.97029412,82.54761121
143,40562941,0,1,-1,1000,0.05,0.05,1,0.505132775,0.729542584,0.91519952,0.301616429,0.301616429,0.301616429,0.301616429,1.00081E-05,1.37571E-05,0.952734329,0.952734329,0,2.987937445,1.509305134,2.179827605,2.734558915,2.987937445,1.509305134,2.179827605,2.734558915,0.025765902,0.012376877,0.027492725,0.027492725,0.974234098,0.987623123,0.94501455,0.972507275,10000000,9742340.979,3013.664545,87.67468189,87.67468189,0,240477.8596,6996.073892,6996.073892,0,0.657397895,1.901894473,0.025029249,0.004115824,1.52114877,0.525791527,39.95325614,242.9646934
144,248031761,0,1,-1,1000,0.05,0.05,1,0.502071286,0.893204755,0.863879036,0.399134358,0.399134358,0.399134358,0.399134358,6.5334E-06,5.78469E-06,0.949079386,0.949079386,0,2.649602171,1.330289169,2.366637257,2.28893577,2.649602171,1.330289169,2.366637257,2.28893577,0.025761907,0.000120754,0.015094521,0.015094521,0.974238093,0.999879246,0.969810959,0.984905479,10000000,9742380.93,30.16943711,0.469569029,0.469569029,0,249811.6283,3888.166801,3888.166801,0,0.864311757,2.192724855,0.025066978,0.014853777,1.156989931,0.456053571,39.89312152,67.32294508
145,288546462,0,1,-1,1000,0.05,0.05,1,0.566998672,0.742799861,0.943321755,0.228222746,0.228222746,0.228222746,0.228222746,1.15537E-05,1.02821E-05,0.843672588,0.843672588,0,4.488206753,2.544807269,3.33383935,4.233823071,4.488206753,2.544807269,3.33383935,4.233823071,0.026289541,0.003899174,0.013342251,0.013342251,0.973710459,0.996100826,0.973315498,0.986657749,10000000,9737104.587,997.7213912,13.67680789,13.67680789,0,254882.4584,3493.93974,3493.93974,0,0.342284459,1.803997571,0.025360248,0.02524429,2.921546612,0.554324472,39.43179107,39.61291816
146,1909422265,0,1,-1,1000,0.05,0.05,1,0.788393986,0.536822729,0.723129786,0.252871405,0.252871405,0.252871405,0.252871405,1.25451E-05,9.01639E-06,0.988455991,0.988455991,0,4.235769997,3.339455591,2.273857611,3.063011449,4.235769997,3.339455591,2.273857611,3.063011449,0.023521795,0.018239257,0.004893408,0.004893408,0.976478205,0.981760743,0.990213184,0.995106592,10000000,9764782.048,4248.213269,20.99370253,20.99370253,0,228667.7043,1130.02372,1130.02372,0,0.389919336,1.899743056,0.010043948,0.023273056,2.564633007,0.526386975,99.562444,42.96814386
147,2140367292,0,1,-1,1000,0.05,0.05,1,0.526530947,0.994235122,0.997131886,0.360423707,0.360423707,0.360423707,0.360423707,1.07709E-05,5.53999E-06,0.885596034,0.885596034,0,2.468111271,1.299536964,2.45388291,2.461032446,2.468111271,1.299536964,2.45388291,2.461032446,0.025463151,0.018187909,0.015515808,0.015515808,0.974536849,0.981812091,0.968968384,0.984484192,10000000,9745368.493,4487.500561,71.85703702,71.85703702,0,242242.3789,3878.956527,3878.956527,0,0.947323756,1.961242259,0.034324375,0.036226299,1.055605324,0.509880916,29.13381544,27.6042551
148,195529140,0,1,-1,1000,0.05,0.05,1,0.954563097,0.695318595,0.554652822,0.386357141,0.386357141,0.386357141,0.386357141,1.25099E-05,1.44696E-05,0.839142369,0.839142369,0,2.966194819,2.831420113,2.062450414,1.645208327,2.966194819,2.831420113,2.062450414,1.645208327,0.020477015,0.006889135,0.003004222,0.003004222,0.979522985,0.993110865,0.993991556,0.996995778,10000000,9795229.851,1402.213247,4.23802363,4.23802363,0,202137.5859,610.9369365,610.9369365,0,0.74068334,2.349383313,0.018487954,0.035766226,1.350104621,0.425643612,54.08927401,27.95933758
149,1084189456,0,1,-1,1000,0.05,0.05,1,0.777878622,0.70085292,0.97946365,0.397668386,0.397668386,0.397668386,0.397668386,1.31294E-05,8.47087E-06,0.953923265,0.953923265,0,2.688598686,2.091403442,1.884312239,2.633384683,2.688598686,2.091403442,1.884312239,2.633384683,0.021326438,0.002250222,0.016535444,0.016535444,0.978673562,0.997749778,0.966929111,0.983464556,10000000,9786735.621,464.0218161,7.935232134,7.935232134,0,205747.5148,3518.486059,3518.486059,0,0.955768164,1.980713545,0.026782531,0.026694083,1.046278833,0.504868562,37.33777107,37.46148573
150,279710639,0,1,-1,1000,0.05,0.05,1,0.788539397,0.590067063,0.932953612,0.236337769,0.236337769,0.236337769,0.236337769,1.48373E-05,1.35415E-05,0.938651107,0.938651107,0,4.184718251,3.299815204,2.469264409,3.904148007,4.184718251,3.299815204,2.469264409,3.904148007,0.02715152,0.017932026,0.03769565,0.03769565,0.97284848,0.982067974,0.9246087,0.96230435,10000000,9728484.796,4501.751084,183.5332436,183.5332436,0,246543.569,10051.4089,10051.4089,0,0.380281203,1.971750117,0.010817256,0.020085149,2.629632999,0.507163657,92.44488211,49.78802956
151,1881037347,0,1,-1,1000,0.05,0.05,1,0.828511395,0.877312382,0.939758001,0.375455744,0.375455744,0.375455744,0.375455744,8.79827E-06,7.30029E-06,0.949094584,0.949094584,0,2.905354488,2.407119299,2.548903468,2.730330127,2.905354488,2.407119299,2.548903468,2.730330127,0.026992856,0.005546791,0.012229089,0.012229089,0.973007144,0.994453209,0.975541822,0.987770911,10000000,9730071.436,1460.617646,18.30984888,18.30984888,0,261865.985,3282.670603,3282.670603,0,0.705884511,2.346865401,0.027671425,0.01504652,1.416662336,0.426100278,36.13836261,66.46054874
152,1496090256,0,1,-1,1000,0.05,0.05,1,0.89597036,0.560974679,0.609521074,0.266127132,0.266127132,0.266127132,0.266127132,5.23956E-06,1.37534E-05,0.963757926,0.963757926,0,3.401330679,3.047491474,1.908060386,2.073182728,3.401330679,3.047491474,1.908060386,2.073182728,0.026837259,0.014843156,0.024008535,0.024008535,0.973162741,0.985156844,0.951982931,0.975991465,10000000,9731627.414,3792.220297,95.63790464,95.63790464,0,251693.9008,6347.594653,6347.594653,0,0.506180455,1.985351724,0.023992489,0.037348135,1.975580032,0.503689088,41.67971022,26.77509839
153,1420308910,0,1,-1,1000,0.05,0.05,1,0.757012205,0.574357727,0.902532629,0.345772184,0.345772184,0.345772184,0.345772184,1.48712E-05,7.48739E-06,0.826571256,0.826571256,0,2.704237422,2.047140735,1.55319966,2.440662511,2.704237422,2.047140735,1.55319966,2.440662511,0.021929968,0.008498001,0.028424061,0.028424061,0.978070032,0.991501999,0.943151878,0.971575939,10000000,9780700.322,1757.66619,52.97133211,52.97133211,0,205075.2366,6180.416127,6180.416127,0,0.848117917,2.058640234,0.013866643,0.013083657,1.179081328,0.485757532,72.11550587,76.43122895
154,1796432214,0,1,-1,1000,0.05,0.05,1,0.896540331,0.630022518,0.521767062,0.372430777,0.372430777,0.372430777,0.372430777,9.65908E-06,5.4918E-06,0.846161316,0.846161316,0,2.887211475,2.588501532,1.819008244,1.50645185,2.887211475,2.588501532,1.819008244,1.50645185,0.025352826,0.015221627,0.038047008,0.038047008,0.974647174,0.984778373,0.923905985,0.961952992,10000000,9746471.738,3565.457314,146.8276902,146.8276902,0,230670.8217,9499.164051,9499.164051,0,0.727459501,2.681547685,0.00391346,0.034840367,1.374646972,0.37291897,255.5283876,28.70233802
155,669667537,0,1,-1,1000,0.05,0.05,1,0.514630325,0.632934308,0.847770411,0.413631605,0.413631605,0.413631605,0.413631605,1.2272E-05,8.87122E-06,0.893215286,0.893215286,0,2.719413722,1.399492767,1.721210242,2.30543849,2.719413722,1.399492767,1.721210242,2.30543849,0.026963396,0.017739726,0.01135498,0.01135498,0.973036604,0.982260274,0.977290039,0.98864502,10000000,9730366.045,4674.60557,54.31351201,54.31351201,0,258835.973,3007.374744,3007.374744,0,0.861125525,2.251356627,0.022754593,0.034075769,1.161270885,0.44417663,43.94717083,29.34636676
156,563296340,0,1,-1,1000,0.05,0.05,1,0.94940187,0.831208029,0.592573143,0.110312352,0.110312352,0.110312352,0.110312352,5.70998E-06,8.43704E-06,0.871804366,0.871804366,0,8.922692116,8.471220583,7.416613329,5.28734771,8.922692116,8.471220583,7.416613329,5.28734771,0.022651379,0.015543313,0.012405784,0.012405784,0.977348621,0.984456687,0.975188431,0.987594216,10000000,9773486.214,3433.418672,43.67797077,43.67797077,0,217460.2052,2766.403226,2766.403226,0,0.135008397,2.037769297,0.017423396,0.00592826,7.406946699,0.490732686,57.39409239,168.6835546
157,952362110,0,1,-1,1000,0.05,0.05,1,0.918997893,0.782537602,0.731540877,0.127857654,0.127857654,0.127857654,0.127857654,6.66566E-06,1.25718E-05,0.964537295,0.964537295,0,8.753130916,8.044108871,6.849654075,6.403273071,8.753130916,8.044108871,6.849654075,6.403273071,0.025726314,0.007232459,0.033621549,0.033621549,0.974273686,0.992767541,0.932756901,0.966378451,10000000,9742736.862,1735.52947,62.55776785,62.55776785,0,238228.4381,8587.027523,8587.027523,0,0.137622789,2.277597415,0.033404089,0.025768246,7.266238431,0.439059157,29.93645518,38.8074539
158,1492636976,0,1,-1,1000,0.05,0.05,1,0.855515749,0.812885289,0.879623579,0.399810697,0.399810697,0.399810697,0.399810697,7.48876E-06,8.18497E-06,0.833339372,0.833339372,0,2.454295002,2.099688027,1.995060302,2.158855754,2.454295002,2.099688027,1.995060302,2.158855754,0.026864054,0.00091117,0.026921686,0.026921686,0.973135946,0.99908883,0.946156628,0.973078314,10000000,9731359.462,231.5975002,6.589812891,6.589812891,0,253944.4284,7225.666366,7225.666366,0,0.968935472,2.441137995,0.024032279,0.015463058,1.032060471,0.409645011,41.61070256,64.67026207
159,917691229,0,1,-1,1000,0.05,0.05,1,0.975613141,0.526468029,0.993014195,0.222878737,0.222878737,0.222878737,0.222878737,6.3619E-06,7.92421E-06,0.865249165,0.865249165,0,5.461186427,5.328005241,2.875140053,5.423035643,5.461186427,5.328005241,2.875140053,5.423035643,0.025516834,0.006989061,0.029102138,0.029102138,0.974483166,0.993010939,0.941795724,0.970897862,10000000,9744831.656,1679.586433,51.90038051,51.90038051,0,238636.8684,7374.044007,7374.044007,0,0.255385772,2.124219941,0.029471081,0.025188071,3.915644912,0.470761045,33.93156845,39.70133389
160,11077546,0,1,-1,1000,0.05,0.05,1,0.63163928,0.943242233,0.661611486,0.231174875,0.231174875,0.231174875,0.231174875,8.43866E-06,1.49962E-05,0.986491751,0.986491751,0,5.056517122,3.193894834,4.769520503,3.345449808,5.056517122,3.193894834,4.769520503,3.345449808,0.025334548,0.000566595,0.023470037,0.023470037,0.974665452,0.999433405,0.953059926,0.976529963,10000000,9746654.52,136.8063987,3.368991955,3.368991955,0,241316.6177,5942.65876,5942.65876,0,0.282605944,2.498552109,0.028199937,0.010366801,3.538495991,0.400231797,35.46107185,96.46177467
161,1285517120,0,1,-1,1000,0.05,0.05,1,0.947087018,0.640988934,0.535390595,0.213537092,0.213537092,0.213537092,0.213537092,7.54465E-06,5.52753E-06,0.854979716,0.854979716,0,4.8035589,4.549388276,3.079028097,2.571780257,4.8035589,4.549388276,3.079028097,2.571780257,0.026868752,0.018345252,0.035366357,0.035366357,0.973131248,0.981654748,0.929267287,0.964633643,10000000,9731312.478,4580.48894,174.3257377,174.3257377,0,245102.0355,9328.172978,9328.172978,0,0.303739642,1.919566779,0.030486739,0.009956164,3.292293342,0.520950878,32.80114694,100.4402875
162,1375255400,0,1,-1,1000,0.05,0.05,1,0.97575912,0.625063104,0.981156688,0.261834757,0.261834757,0.261834757,0.261834757,9.344E-06,8.40584E-06,0.92614088,0.92614088,0,3.832652234,3.739745369,2.395649503,3.760432373,3.832652234,3.739745369,2.395649503,3.760432373,0.021892395,0.014290578,0.01116492,0.01116492,0.978107605,0.985709422,0.97767016,0.98883508,10000000,9781076.046,3058.689897,34.93000951,34.93000951,0,210976.7271,2409.33842,2409.33842,0,0.456149341,1.661552299,0.016125404,0.022644169,2.192264482,0.60184684,62.01395017,44.1614787
163,555268805,0,1,-1,1000,0.05,0.05,1,0.67546402,0.900182039,0.567912065,0.370246637,0.370246637,0.370246637,0.370246637,1.35369E-05,7.86705E-06,0.970048803,0.970048803,0,2.884600598,1.948443915,2.596665648,1.638199481,2.884600598,1.948443915,2.596665648,1.638199481,0.024646402,0.011039129,0.01959343,0.01959343,0.975353598,0.988960871,0.96081314,0.98040657,10000000,9753535.979,2614.130624,53.30878953,53.30878953,0,234191.7392,4775.766758,4775.766758,0,0.810162725,1.782461314,0.004406292,0.016888328,1.234319933,0.561021994,226.9482056,59.21249401
164,1084133666,0,1,-1,1000,0.05,0.05,1,0.631648429,0.56486998,0.728312508,0.360670405,0.360670405,0.360670405,0.360670405,1.42035E-05,7.93326E-06,0.887532609,0.887532609,0,3.020060945,1.907616752,1.705941766,2.199548161,3.020060945,1.907616752,1.705941766,2.199548161,0.022466969,0.015534363,0.014774105,0.014774105,0.977533031,0.984465637,0.970451789,0.985225895,10000000,9775330.31,3386.974315,51.56311288,51.56311288,0,214644.1283,3267.730544,3267.730544,0,0.741463978,2.040773503,0.011860625,0.027971837,1.348683185,0.490010282,84.31259022,35.75024397
