Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4029199.051,1291058015,9193230.839,4029199.051,156596.8133,13329352,242328,128049,0,17045682,319624,192390,0,13150816,239098,126309,0,4389440,82687,50135,0,0,30795,76454,1,0,0,0,0,30375034,550887,288783,0,957013,31252,6355,0,320604,10598,2555,0,3991260,150255,77598,0,1332390,52105,30477,0,0,30795,0,0,0,0,0,0,6,31252,0,0,4,10598,0,0,26,1,77598,0,9,0,30477,0,6812491,11074868,76455,25007086,18038485,13516223,321785,176444,0,17887359,11151323,10009496.98,211480.5692,3299.206484,207122.1264,3879.460934,2363.143736,0,0.021127555,0.01560708,0.018835069,0.011345046,2.68893E-10,0.749287783,0.018320095,0.009948645,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-6094677.689,1455955958,10039190.5,6094677.689,236872.6618,15608461,163789,149015,0,23104344,250000,236159,0,14881746,156257,142195,0,4907141,54514,51549,0,0,36246,60790,3,0,0,0,0,38712805,397896,357474,0,922373,39098,14047,0,305199,13024,5324,0,2573530,82461,65527,0,846893,29248,22941,0,0,36246,0,0,0,0,0,0,15,39098,0,0,2,13024,0,0,21,3,65527,0,1,0,22941,0,4779033,15272369,60793,24994803,20193402,15180198,210771,193744,0,20051402,15333162,10004296.05,293280.5272,11503.51132,280591.3582,3170.446758,3006.850934,0.00032967,0.029315048,0.039231712,0.012177819,0.011042673,1.95461E-09,0.751713994,0.011762277,0.010340887,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3512893.736,1592410600,7849455.551,3512893.736,136530.352,9450415,339865,74686,0,28738047,1036606,234298,0,8829429,317712,69752,0,5500897,198692,44943,0,0,26421,36180,0,0,0,0,0,38188462,1355262,277856,0,746463,30640,2568,0,468041,16976,1925,0,2468787,175730,41997,0,1538150,111600,25278,0,0,26421,0,0,0,0,0,0,8,30640,0,0,6,16976,0,0,20,0,41997,0,13,0,25278,0,5513217,9332428,36180,24995444,14961425,9216893,516404,114695,0,14845645,9368608,10000539.26,199354.2062,5411.895879,193063.7759,6868.740165,1581.125495,0,0.019934455,0.027140724,0.033761967,0.007844214,0,0.616044764,0.033804857,0.00758453,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3449779.863,24505249,7075251.809,3449779.863,134077.4001,9677090,84292,113831,0,19757111,176640,239029,0,9232929,80386,108618,0,3529940,32592,43662,0,0,25874,59167,0,0,0,0,0,29434201,245960,318433,0,672753,29727,11599,0,259353,11112,5180,0,2436159,47664,67887,0,933218,20188,25681,0,0,25874,0,0,0,0,0,0,5,29727,0,0,2,11112,0,0,20,0,67887,0,6,0,25681,0,4386081,8506874,59167,24995333,13028127,9421933,112978,152280,0,12892955,8566041,10001020.51,179537.7246,5009.574451,173763.0697,1620.716593,2179.476923,0,0.017952701,0.027897829,0.0075511,0.01105199,0,0.723285595,0.007272084,0.010657616,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3747451.746,111275374,9108062.699,3747451.746,145646.565,11902855,123480,110540,0,16005220,182611,179329,1,11525731,119682,107139,0,5170225,60464,59602,0,0,40495,63229,0,0,0,0,0,27908075,281709,248160,0,1029228,43575,9682,0,464716,21283,5672,0,3620927,74711,68030,0,1627050,38440,36848,0,0,40495,0,0,0,0,0,0,10,43575,0,0,9,21283,0,0,45,0,68030,0,15,1,36848,0,6870346,10001815,63229,24992364,17042843,11752552,180146,166741,0,16872161,10065044,9999524.111,204955.4205,7118.408571,196836.1856,2335.263791,2302.512088,0.004450549,0.02049674,0.034733417,0.010156689,0.01072912,1.93229E-08,0.689674903,0.009456004,0.009376779,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4283974.617,1372610574,10154922.63,4283974.617,166498.7917,15858040,110383,174764,0,34525413,245992,393209,0,15163442,105640,167231,0,4838571,35224,56029,0,0,42366,94157,3,0,0,0,0,50383453,337841,526283,0,1179703,46253,13652,0,374554,14625,4786,0,4847758,58198,102781,0,1544977,20194,33002,0,0,42366,0,0,0,0,0,0,18,46253,0,0,4,14625,0,0,49,2,102781,0,15,0,33002,0,8043734,12124285,94160,24987890,20366137,15436313,140864,223260,0,20168019,12218445,9996517.484,290632.4741,7082.620879,282354.0801,2087.391978,3337.889121,0.001813187,0.029073529,0.024396924,0.008361919,0.011662993,7.00721E-09,0.757968409,0.008040979,0.011136669,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4730531.446,744189732,9662006.909,4730531.446,183854.4436,14843607,134087,152795,0,18146735,167080,194421,1,14275560,129024,147129,0,4451195,42159,49094,0,0,39853,67123,2,0,0,0,0,32990342,278612,308095,0,1240458,48390,13180,0,387064,14007,4955,0,3484055,70837,81328,0,1085467,24781,24862,0,0,39853,0,0,0,0,0,0,8,48390,0,0,3,14007,0,0,39,1,81328,0,15,1,24862,0,6310730,12613583,67125,24989213,19094161,14551713,171183,196223,0,18924313,12680708,10000030.79,269174.646,10910.44824,257142.9807,2492.96456,2885.251319,0.001428571,0.026917226,0.040534234,0.009902644,0.011032901,6.3472E-09,0.762098525,0.00959767,0.0105741,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-6371808.575,1479322066,8208267.09,6371808.575,247643.4907,11056317,49427,74863,15,36065684,166142,253593,43,10775228,48276,73016,15,5312646,25676,38729,10,0,17156,31401,14,0,0,0,0,47122001,205166,309377,46,358723,18319,10007,0,176542,9232,5446,0,938499,24898,33542,15,461781,13535,16918,10,0,17156,0,0,0,0,0,0,6,18319,0,0,2,9232,0,0,15,0,33542,15,5,1,16918,10,1989402,14205131,31415,25006204,16273596,10896535,73952,111745,25,16194533,14236546,10008489.43,226217.1152,2369.602527,222891.96,1079.213022,1626.025659,0.191868132,0.022601796,0.010485976,0.005260108,0.007789558,9.47537E-07,0.669579062,0.005020562,0.00744835,1.69183E-06,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3851693.481,248925907,9124563.437,3851693.481,149697.9716,12992337,328563,136970,0,22377103,575020,259762,1,12432706,314385,131073,0,5280297,136948,62092,0,0,29229,65523,2,0,0,0,0,35369440,888739,359375,0,989520,31514,4649,0,419323,12543,2257,0,3921318,168076,70560,0,1658999,73846,32274,0,0,29229,0,0,0,0,0,0,13,31514,0,0,3,12543,0,0,31,1,70560,0,15,1,32274,0,7237924,10971365,65525,25000323,18357501,12878164,451333,193165,0,18209289,11036890,10002494.67,298213.3029,9721.055495,287414.3632,7406.966978,3394.451923,0.005494505,0.029813171,0.032615937,0.025817025,0.011310894,1.82599E-08,0.70156617,0.025551687,0.010469993,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4774861.77,1216392212,7808458.784,4774861.77,185577.3636,9442419,103049,89202,0,17026421,189196,174640,0,9238402,100982,87304,0,4724428,54324,50153,0,0,17347,43907,1,0,0,0,0,26468840,279653,228559,0,476497,20457,7246,0,245420,9477,4641,0,1720520,56809,51564,0,883708,31554,27619,0,0,17347,0,0,0,0,0,0,3,20457,0,0,2,9477,0,0,6,1,51564,0,1,0,27619,0,3426382,10719408,43908,25000723,14255593,9426688,155306,137457,0,14145790,10763316,10002847.38,199092.7052,3522.569121,194733.0902,2230.122088,2074.237692,0.00021978,0.019904195,0.017671912,0.009359695,0.008957074,1.09356E-09,0.66139814,0.009118879,0.008313322,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3058791.637,1217245197,5016056.424,3058791.637,118881.4494,5990646,258600,91234,0,8887087,392341,147499,0,5692884,245671,86775,0,1913207,84649,32905,0,0,27486,35514,2,0,0,0,0,14877733,641112,224548,0,476224,27888,13171,0,162382,9424,4988,0,1008168,73438,36041,0,341064,25673,13644,0,0,27486,0,0,0,0,0,0,3,27888,0,0,0,9424,0,0,10,2,36041,0,4,0,13644,0,2105089,5863734,35516,25011318,8056091,6025330,330320,119680,0,7968823,5899250,10005317.68,106029.3783,4414.788297,101141.3873,4405.840495,1721.298187,0.001923077,0.010599146,0.041630227,0.033389923,0.009830426,1.00262E-08,0.74860217,0.03303669,0.009057819,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-8055469.932,290357713,10165453.63,8055469.932,313079.8219,15867909,84488,105337,0,35851078,194147,246925,0,15383780,82038,102209,0,4853743,27329,34132,0,0,21175,42539,0,0,0,0,0,51718987,270362,335486,0,457705,22407,12844,0,143218,7032,4364,0,1235438,40750,45022,0,387817,13848,14272,0,0,21175,0,0,0,0,0,0,7,22407,0,0,2,7032,0,0,16,0,45022,0,5,0,14272,0,2295954,18097121,42539,24978772,20483231,15568027,109367,136341,0,20393075,18139660,9997280.982,242714.0804,4160.270275,237351.1157,1342.355385,1710.258022,0,0.024277674,0.017163651,0.006572844,0.008142044,0,0.760072631,0.006341849,0.007687174,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4393469.304,41723342,6960604.636,4393469.304,170754.3568,9362061,78950,108758,5,11800110,101048,141135,7,9329858,78705,108437,5,2880725,26828,36832,3,0,20745,48271,5,0,0,0,0,21162171,167689,220952,7,503276,25438,13202,1,156436,7606,5163,0,1615865,42421,59109,4,500529,15294,18079,3,0,20745,0,0,0,0,0,0,7,25438,0,1,3,7606,1,0,20,1,59109,4,4,0,18079,3,2852150,9498420,48276,24996270,12461393,9517005,105533,145269,8,12350570,9546696,9998767.941,170815.1541,934.3335714,169149.0074,1547.071813,2120.367747,0.052802198,0.017083477,0.005439242,0.006902553,0.010028569,2.2812E-07,0.763876275,0.006470041,0.009438066,4.71942E-07,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-2770889.644,946946093,7132746.76,2770889.644,107691.9961,7301694,182671,63055,0,17016385,436907,175953,1,7265276,181782,62734,0,5081876,130447,53030,0,0,22892,35946,0,0,0,0,0,24318079,602826,207676,0,789985,23387,2582,0,556206,16231,2343,0,2324077,110074,36721,0,1630138,79294,30532,0,0,22892,0,0,0,0,0,0,10,23387,0,0,16,16231,0,0,15,0,36721,0,10,1,30532,0,5494647,7172978,35946,25000316,12775145,7509792,312229,115764,0,12667625,7208924,10004787.23,185952.4473,831.5632967,184370.6735,4588.580055,1875.821374,0.004505495,0.01858756,0.004437298,0.021855486,0.009317443,2.03624E-08,0.588041525,0.02167084,0.008395742,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4172116.196,67661118,6973648.562,4172116.196,162151.3588,9398167,370200,124129,1,11250082,446566,157610,0,9172836,361326,121257,1,2649626,104813,38298,0,0,21940,57066,1,0,0,0,0,20648249,807648,255951,0,498488,24695,10162,0,145423,6355,3558,0,1848539,101490,63866,1,535356,29383,18968,0,0,21940,0,0,0,0,0,0,7,24695,0,0,1,6355,0,0,17,1,63866,1,3,0,18968,0,3172370,9161307,57067,25000472,12448157,9655420,466139,159555,1,12333677,9218374,10001444.51,162022.6803,4363.253901,156928.3768,6087.791319,2238.041538,0.002252747,0.016200198,0.02689773,0.035721839,0.011290611,1.08642E-08,0.775780761,0.035592569,0.010497182,6.04732E-08,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-2968654.54,1211481837,8119696.901,2968654.54,115378.2265,11166898,117199,148060,0,16198588,179148,231915,0,10842093,113888,143902,0,3581236,41300,52583,0,0,42232,81474,0,0,0,0,0,27365486,275095,337744,0,1092454,47310,17482,0,364624,16157,6913,0,3805593,64389,91510,0,1260084,24324,32149,0,0,42232,0,0,0,0,0,0,13,47310,0,0,4,16157,0,0,31,0,91510,0,15,0,32149,0,6635800,7951270,81474,24985721,14775002,11099883,155188,196485,0,14587070,8032744,9998418.471,204935.3517,5358.877582,198708.7764,2277.671484,2925.308736,0,0.020497102,0.026163684,0.009091982,0.013209843,0,0.751424413,0.008620047,0.012329715,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-848054.9102,1429467247,5722901.078,848054.9102,32960.0734,6516071,221825,53754,0,8385287,293973,79516,1,6458771,219802,53318,0,2514071,86526,23697,0,0,35249,32172,1,0,0,0,0,14901358,497174,113607,1,1415136,39875,2971,0,554946,13970,1410,0,3241214,156423,36329,0,1262207,62939,15478,0,0,35249,0,0,0,0,0,0,21,39875,0,0,7,13970,0,0,18,0,36329,0,10,0,15478,0,6697190,2553023,32173,25007241,9356185,6731891,306328,77015,0,9250213,2585196,10004883.23,117640.9216,1384.866923,115706.5488,3871.108516,1070.817527,0.002857143,0.011759779,0.011731482,0.02779737,0.009912284,1.35571E-08,0.719878345,0.02759274,0.008944348,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3948136.117,1478776351,9410858.191,3948136.117,153446.2623,12729615,244687,121598,0,19041162,372711,197849,0,12535390,241070,119784,0,4697688,92518,49609,0,0,37865,64076,0,0,0,0,0,31770777,597861,282652,0,1072360,42829,6855,0,403665,14558,3148,0,3889242,150523,72481,0,1457946,59117,28350,0,0,37865,0,0,0,0,0,0,7,42829,0,0,8,14558,0,0,25,0,72481,0,15,0,28350,0,7042801,10534023,64076,24997857,17736059,12896244,333588,169393,0,17576824,10598099,10001851.59,210418.5518,3149.483022,206227.5759,3995.531758,2161.608077,0,0.021038102,0.014961348,0.017987139,0.009880289,0,0.727137007,0.017829796,0.009197998,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3354390.909,649395789,6182044.558,3354390.909,130370.0612,7868032,352212,108992,1,8684677,395292,135996,0,7598431,340188,105354,1,2216318,101238,35996,0,0,26246,55792,3,0,0,0,0,16552709,737596,221444,0,525391,28031,11815,0,155814,8119,4305,0,1807610,116305,59449,1,530822,34803,19868,0,0,26246,0,0,0,0,0,0,3,28031,0,0,1,8119,0,0,16,3,59449,1,3,0,19868,0,3186839,7094820,55795,24991704,10397526,8043974,441426,141350,1,10281659,7150615,9994186.026,125816.9802,5072.730165,120133.5971,5379.713297,1909.613516,0.000604396,0.012588582,0.040399096,0.038182408,0.010650062,4.15625E-09,0.774109164,0.037900009,0.009598164,6.37012E-08,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4744889.813,285813910,9821161.835,4744889.813,184412.4887,11376319,58435,78699,0,31332355,172079,244114,0,11266993,57902,77938,0,8187725,45916,64762,0,0,18928,44566,0,0,0,0,0,42708674,213143,279363,0,723349,20652,3254,0,524152,15638,2887,0,3089237,36844,48812,0,2238959,29922,39176,0,0,18928,0,0,0,0,0,0,5,20652,0,0,4,15638,0,0,15,0,48812,0,13,0,39176,0,6648567,12927066,44566,24988193,19701236,11402833,103818,142700,0,19575633,12971632,9998952.186,263885.6766,1564.505549,261164.2914,1446.735275,2049.351538,0,0.026391214,0.00593189,0.006336084,0.007977094,0,0.57881116,0.006083764,0.007449433,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3263337.365,399925156,7184414.493,3263337.365,126831.2202,9094569,102079,82156,0,27496505,320239,263735,0,8416906,94642,76103,0,4185158,49284,40603,0,0,30193,43932,0,0,0,0,0,36591074,404190,318893,0,723825,32129,7844,0,364746,16184,4386,0,2350197,60600,46604,0,1170185,32150,24292,0,0,30193,0,0,0,0,0,0,6,32129,0,0,2,16184,0,0,27,0,46604,0,7,0,24292,0,4713891,8028935,43932,25002270,12862696,8587651,143926,116706,0,12742826,8072867,10002088.9,140102.0538,4173.688407,135172.9477,1617.066319,1346.517857,0,0.014008078,0.029764518,0.008627742,0.00857829,0,0.667840208,0.008391202,0.008119389,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4317462.632,532927313,6614493.355,4317462.632,167800.3199,8616448,95493,131590,0,12193780,138498,194642,0,8258146,91590,126367,0,2634548,31701,43587,0,0,22417,44518,1,0,0,0,0,20810228,222761,303641,0,559133,25507,14663,0,182814,8136,5337,0,1255945,42406,50754,0,403207,15042,16342,0,0,22417,0,0,0,0,0,0,4,25507,0,0,0,8136,0,0,9,0,50754,0,4,0,16342,0,2478530,8606205,44519,24995276,11185939,8476103,123291,169954,0,11084735,8650724,10001452.99,150551.5231,5499.42044,144395.1582,1730.767747,2408.22989,0,0.015053622,0.036614892,0.007452287,0.011360858,2.07868E-10,0.758271086,0.007183473,0.010813177,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-1255905.141,1610629869,7885912.212,1255905.141,48811.37428,9616234,205614,58839,1,13893228,308703,101218,2,9357198,200167,57242,1,4353703,96251,31848,1,0,31316,35365,1,0,0,0,0,23509462,496401,136442,1,1284404,33857,1372,0,601667,15365,792,0,5252575,159624,38264,1,2444418,77588,20675,1,0,31316,0,0,0,0,0,0,8,33857,0,0,2,15365,0,0,28,0,38264,1,13,1,20675,1,9822388,4165159,35366,25002980,14096411,9614608,296418,89090,2,13987547,4200525,10001423.44,140743.5285,3935.033132,135980.613,3016.099396,1002.280659,0.008021978,0.014072955,0.02795739,0.018477016,0.007707622,4.87446E-08,0.6821705,0.018131769,0.006847543,1.17391E-07,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-7093470.638,546280430,8347751.111,7093470.638,275691.2437,12098342,105140,69430,0,19886246,174055,119282,0,11916214,103642,68537,0,4791734,43880,30636,0,0,8054,25916,0,0,0,0,0,31984588,274383,171884,0,173518,9454,5482,0,69380,3410,2513,0,733443,29880,30351,0,294286,12984,12372,0,0,8054,0,0,0,0,0,0,2,9454,0,0,0,3410,0,0,15,0,30351,0,6,0,12372,0,1321463,15576452,25916,25008818,16954643,12088393,147522,99173,0,16897915,15602368,10006084.46,264259.9005,3497.126978,259767.1429,2386.016044,1680.798352,0,0.026409452,0.013245065,0.010380507,0.007569001,0,0.713008018,0.009998381,0.006958274,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-5743454.422,869619976,9432835.817,5743454.422,223222.1959,11626894,123043,82318,0,36245708,382966,257723,3,11353490,120234,80460,0,7299140,78099,52908,2,0,22111,40874,0,0,0,0,0,47872602,486148,300149,0,502506,27173,4852,0,322510,14796,3696,0,2142786,74766,50206,0,1373026,50688,30534,2,0,22111,0,0,0,0,0,0,3,27173,0,0,0,14796,0,0,13,0,50206,0,13,1,30534,2,4474800,14385621,40874,24988455,18984333,11554184,198333,133368,2,18860421,14426495,9998965.134,272149.8259,2882.123901,268152.9157,2855.070934,1954.620879,0.024615385,0.027217432,0.010616266,0.012133236,0.00774606,1.1039E-07,0.608672413,0.012089646,0.007574672,1.27861E-07,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-5379446.204,2119295011,10302832.33,5379446.204,209074.8366,15799674,115145,169698,2,30515753,225321,334159,0,15075555,110030,162163,2,5895081,44328,65596,0,0,33870,75753,4,0,0,0,0,46315427,319915,456758,0,977989,39959,11159,0,377987,14453,4898,0,3628312,63498,89467,2,1411620,27063,33325,0,0,33870,0,0,0,0,0,0,6,39959,1,0,3,14453,0,0,40,3,89467,2,20,0,33325,0,6502453,14671584,75757,24986560,21352755,15347750,154358,227759,2,21174037,14747341,9996064.421,343245.4637,10115.38923,331876.292,2546.422692,3764.458791,0.002417582,0.034338042,0.029502357,0.009566736,0.011712056,9.10073E-09,0.718936535,0.009318205,0.011387839,1.0092E-07,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4151363.415,2059764229,8457040.487,4151363.415,161344.7917,10360137,263671,101076,0,16473847,430753,187171,0,10218871,260006,99719,0,4871796,128204,56799,0,0,30646,55514,3,0,0,0,0,26833984,677119,251477,0,722380,32753,8464,0,344682,15187,4970,0,2664229,140290,59367,0,1275458,69571,32877,0,0,30646,0,0,0,0,0,0,5,32753,0,0,6,15187,0,0,27,1,59367,0,13,0,32877,0,5229992,10264379,55517,25002093,15635395,10578596,388210,156518,0,15494371,10319896,10000934.53,201874.996,2762.889615,198194.0393,5114.38478,2255.671209,0.000934066,0.020186153,0.013680995,0.023361826,0.010243818,4.53454E-09,0.676672453,0.022940335,0.009204577,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-2217580.812,827841666,6726371.009,2217580.812,86187.37473,7565510,277721,76611,6,9105093,346408,110362,7,7532417,276385,76272,6,3037328,113705,37049,3,0,36690,42643,7,0,0,0,0,16670603,606629,162345,8,1111487,39501,4913,6,452654,14675,2554,3,2668549,154939,45867,0,1078438,64963,21378,0,0,36690,0,0,0,0,0,0,11,39501,0,6,3,14675,1,3,15,2,45867,0,11,0,21378,0,5538454,5412869,42650,24996918,11073165,7885080,390090,113321,9,10951323,5455519,10002249.72,122040.7564,981.1873626,120409.236,4353.792308,1420.096429,0.053076923,0.012202048,0.007968692,0.030006247,0.009711405,2.32785E-07,0.712603185,0.029580183,0.00856226,4.24315E-07,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-4669878.208,1244882128,7411449.571,4669878.208,181497.1255,9004002,230152,88976,0,15939624,413209,173463,0,8796376,224864,86925,0,4061420,106805,45839,0,0,24920,42427,0,0,0,0,0,24943626,628729,233959,0,470296,27711,9955,0,218491,11829,5724,0,1506193,92389,47127,0,698601,44614,23760,0,0,24920,0,0,0,0,0,0,5,27711,0,0,7,11829,0,0,17,0,47127,0,3,0,23760,0,3046231,10164923,42427,24991172,13322229,9108165,331669,132764,0,13211154,10207350,9997647.513,186652.0561,3449.672363,182420.0347,4726.384396,2051.007088,0,0.018669204,0.018461624,0.021741141,0.008863756,0,0.683871308,0.021426059,0.008075702,0,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-5482705.737,2115109746,8887615.774,5482705.737,213088.0694,10830623,60434,75490,1,45959384,259408,325582,1,9902422,55201,69121,1,6777728,39345,48745,0,0,23336,32375,1,0,0,0,0,56790007,298243,371331,1,646662,26846,7844,0,445970,18081,5846,0,1632954,27443,37175,1,1118881,20628,24926,0,0,23336,0,0,0,0,0,0,5,26846,0,0,3,18081,0,0,7,0,37175,1,8,1,24926,0,3906204,12878352,32376,24994093,16892563,10026745,94546,117866,1,16784556,12910728,10002053.19,229775.8539,5555.929725,223228.0473,1309.127637,1634.102637,0.007912088,0.022973228,0.024178306,0.005160806,0.006826414,3.28673E-08,0.593584665,0.005078068,0.006699957,5.56607E-08,0
D:1.0yr| T: 4.5%| I: 100%| Obs: 0.0%,364,0.045,1,0,-3744791.43,540957051,5929844.874,3744791.43,145543.1705,6755865,53473,67218,6,11298493,97863,125077,19,6423538,50985,63993,5,3217875,30538,38239,8,0,20538,28914,4,0,0,0,0,18054358,135601,170441,19,481292,23153,11544,0,245445,13114,7483,0,1039774,24537,32582,4,523674,15365,18173,5,0,20538,0,0,0,0,0,0,3,23153,0,0,3,13114,0,0,7,0,32582,4,6,1,18173,5,2349094,7388706,28918,24995406,9825181,6538521,81523,102232,13,9737800,7417624,10002539.02,127997.4027,5137.479231,122282.8343,1174.746813,1482.155,0.147362637,0.012797215,0.040196086,0.005022308,0.00717289,7.61168E-07,0.666271685,0.004586388,0.006497616,8.60733E-07,0
