Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of AB
Base,364,0.05,1,5000,-137491780,1604875646,12671982,10771960,215439.2,12671982,8416115,394940,100732,0,12605155,1872419,10771960,12644379,4876867.411,121701.9471,2245.165055,118712.5424,3808.633462,1025.956429,0,0.0249548,0.018467736,0.031710066,0.009293201,0,0.664146623,0.031520173,0.008767778,0,0.051967954,0.148083113
Base,364,0.05,1,5000,-91124048,952452614,8429754,6826508,136530.16,8429754,5698826,317857,68076,1,8366776,1576046,6826508,8402554,4878888.622,73577.57582,2619.120604,70463.32489,2788.023352,671.6745604,0.019450549,0.015081017,0.035603867,0.036304976,0.007823378,2.26511E-07,0.67616095,0.036222354,0.006962412,1.00712E-07,0.034556217,0.187567494
Base,364,0.05,1,5000,-113557840,1892147491,10401768,9540160,190803.2,10401768,7089902,548604,656863,0,10355512,842446,9540160,10382606,4879507.493,105964.5481,3525.089011,101828.5015,5557.406593,6650.374341,0,0.021716494,0.033265621,0.052525598,0.062286211,0,0.681603105,0.052814097,0.062675474,0,0.042634572,0.08114013
Base,364,0.05,1,5000,-99465961,1095980118,9362190,5844061,116881.22,9362190,6481611,134895,60220,0,9297521,3495508,5844061,9339569,4880481.322,82575.09176,3281.914121,78743.33907,1216.31522,580.6724176,0,0.016919735,0.039736735,0.014347631,0.00682735,0,0.692346464,0.014062085,0.006255661,0,0.038365864,0.374268663
Base,364,0.05,1,5000,-89014228,1406735067,8173568,7278548,145570.96,8173568,5785576,549223,458661,129,8125806,877487,7278548,8156035,4876523.129,70383.48297,1099.14011,68804.26962,4719.296264,3927.190659,1.105824176,0.014432888,0.015546126,0.067090851,0.055491108,1.14981E-05,0.708018079,0.067305581,0.055782362,1.15227E-05,0.03352152,0.107587449
Base,364,0.05,1,5000,-103038077,2058082557,9900405,4034027,80680.54,9900405,6538429,717544,272501,0,9782542,5817125,4034027,9851152,4879877.542,104375.716,1268.970055,102525.2626,7508.204396,2945.166978,0,0.021389678,0.012149278,0.072733906,0.029699619,5.09629E-10,0.66044374,0.073268228,0.029019319,0,0.040576858,0.590502004
Base,364,0.05,1,5000,-80464824,383783551,7412266,6342164,126843.28,7412266,5141453,415124,124603,0,7367213,1052432,6342164,7394596,4880208.605,69483.46747,1006.708132,68041.37978,3851.30467,1204.599615,0,0.014238406,0.014434506,0.054597879,0.013765936,0,0.69382986,0.055143804,0.013384171,0,0.030377818,0.142324476
Base,364,0.05,1,5000,-102844542,1319156547,9492409,7920452,158409.04,9492409,6648749,440828,85424,0,9424351,1547330,7920452,9467782,4880168.836,98079.03126,2174.929341,95346.62912,4577.633736,992.3417033,0,0.020098242,0.022172174,0.046142357,0.008822376,0,0.700542772,0.046001893,0.007889704,0,0.038903168,0.163431097
Base,364,0.05,1,5000,-106373001,1414429727,9818929,8183711,163674.22,9818929,6537425,236221,90864,155,9752664,1606022,8183711,9789733,4879211.818,85787.19286,3090.163077,82120.3706,2073.539341,871.942967,1.373351648,0.017582269,0.036015888,0.023869848,0.009541272,1.50237E-05,0.665816587,0.023786203,0.008730781,1.47736E-05,0.040248124,0.164051665
Base,364,0.05,1,5000,-129211285,761505581,11911294,10098345,201966.9,11911294,8370799,498709,267925,0,11848865,1788751,10098345,11887096,4878481.064,113244.3721,5770.551813,106774.386,4746.773516,2589.456264,0,0.023213032,0.050961531,0.041947645,0.022654754,0,0.702755603,0.041893787,0.022306738,0,0.048832022,0.150478384
Base,364,0.05,1,5000,-100550633,80550844,9336195,7188683,143773.66,9336195,6512190,725765,102378,0,9261705,2121580,7188683,9310263,4875936.493,96789.87758,2353.731978,93887.83066,7500.380989,1163.612857,0,0.019849789,0.024258402,0.079289283,0.010022187,0,0.697710925,0.079537934,0.009197084,0,0.038293168,0.22787541
Base,364,0.05,1,5000,-82311003,580582322,7674009,5570913,111418.26,7674009,5363735,508037,183009,1,7620996,2085881,5570913,7656794,4876928.829,67057.40121,2742.645824,63863.98626,4411.422198,1623.493791,0.004505495,0.013749952,0.040899418,0.068354987,0.021888621,5.2714E-08,0.699175351,0.068760004,0.021595609,8.50026E-08,0.03147051,0.272422244
Base,364,0.05,1,5000,-104728011,1253622235,9666066,8067351,161347.02,9666066,6635299,583801,181067,0,9604265,1574827,8067351,9642178,4878950.126,96503.98505,3390.250549,92546.03187,5793.416648,1848.891099,0,0.019779711,0.035130658,0.059698884,0.018459754,0,0.686459454,0.060081423,0.0180813,0,0.039623116,0.163326896
Base,364,0.05,1,5000,-90165970,1238201904,8296257,7203400,144068,8296257,5849765,140735,78131,0,8250048,1075697,7203400,8279097,4879924.623,59926.30489,1496.779286,57942.21005,1038.430824,599.8057692,0,0.01228088,0.024961713,0.015488056,0.008072313,0,0.705209705,0.015281324,0.007621724,0,0.034002843,0.129929266
Base,364,0.05,1,5000,-119611653,1913075366,10997291,9638743,192774.86,10997291,7714452,312712,785427,0,10934868,1333695,9638743,10972438,4879608.478,63911.93198,1129.082143,62136.90874,1824.86533,4533.792747,0,0.013098105,0.017666744,0.028292273,0.06976462,0,0.701494932,0.028201394,0.070286367,0,0.045075126,0.121549559
