Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,FOI Switch threshold if social distancing is off,FOI Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-25350035,1987703634,507,35,3.5,66,9.997252747,56820,2406,1162,1258,96,411,56820,1258,1162,96,507,7.873626374,2.164010989,0.371428571,53852.44478,47.11813187,2.622802198,100103.5725,0.538160845,0.000473841,2.7206E-05,0.923688394,0.189349112,0.008922914,520,35
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-15000051,924521577,300,51,5.1,100,9.978021978,51244,2251,1109,1115,6,294,51244,1115,1109,6,300,7.562637363,2.323351648,0.191483516,62956.03434,80.2228022,2.647527473,100317.2168,0.627889261,0.000803406,2.76991E-05,0.994618834,0.02,0.005854344,519,51
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-22650046,1509459185,453,46,4.6,82,9.978021978,56071,2514,1144,1192,48,405,56071,1192,1144,48,453,8.84532967,2.158791209,0.303296703,55206.22857,56.56978022,2.559340659,100141.8346,0.551487438,0.000568068,2.65961E-05,0.959731544,0.105960265,0.008079043,519,46
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16050047,534919067,321,47,4.7,86,9.978021978,51851,2429,1002,1020,18,303,51851,1020,1002,18,321,8.151098901,1.92032967,0.192032967,60246.70027,63.82884615,2.224450549,100301.7824,0.600958899,0.000640065,2.33251E-05,0.982352941,0.056074766,0.006190816,519,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19300105,778708269,386,105,10.5,168,9.978021978,55585,2356,1155,1156,1,385,55585,1156,1155,1,386,8.003296703,2.106043956,0.170604396,61941.3294,116.9695055,2.423351648,100241.2646,0.61820546,0.00117034,2.56553E-05,0.999134948,0.002590674,0.00694432,519,105
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-23150058,1073148084,463,58,5.8,104,9.978021978,51965,2191,1191,1204,13,450,51965,1204,1191,13,463,7.442582418,2.138186813,0.242032967,60646.07198,73.42032967,2.50467033,100156.4684,0.60572745,0.000736395,2.62412E-05,0.989202658,0.028077754,0.008909843,519,58
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-15150056,43418681,303,56,5.6,106,9.997252747,51205,2301,1057,1062,5,298,51205,1062,1057,5,303,7.833241758,2.098351648,0.18021978,62152.84176,79.33351648,2.407417582,100322.1725,0.619831978,0.000794464,2.52025E-05,0.995291902,0.01650165,0.005917391,520,56
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20200103,1480386899,404,103,10.3,170,9.997252747,58469,2747,1146,1146,0,404,58469,1146,1146,0,404,9.501923077,2.064835165,0.168681319,60139.81676,116.4975275,2.384065934,100259.1434,0.60016472,0.001165553,2.52443E-05,1,0,0.006909644,520,103
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18200043,1788037497,364,43,4.3,84,9.978021978,51937,2249,1097,1099,2,362,51937,1099,1097,2,364,7.781593407,2.015934066,0.187087912,61350.12582,70.19258242,2.324175824,100264.7986,0.612165564,0.000703734,2.44461E-05,0.998180164,0.005494505,0.007008491,519,43
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18300099,804814024,366,99,9.9,174,9.997252747,60520,2718,1156,1160,4,362,60520,1160,1156,4,366,8.95,2.287637363,0.184615385,58437.33132,111.1675824,2.614285714,100263.7074,0.583165849,0.001112349,2.75244E-05,0.996551724,0.010928962,0.006047588,520,99
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-27350135,236753046,547,135,13.5,226,9.997252747,62937,2704,1340,1340,0,547,62937,1340,1340,0,547,9.303021978,2.274450549,0.206318681,59879.18269,140.0931319,2.650549451,100148.9527,0.598135161,0.001401859,2.81195E-05,1,0,0.008691231,520,135
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16700059,1380963462,334,59,5.9,110,9.978021978,50773,2291,1038,1040,1,333,50773,1040,1038,1,334,7.890384615,1.938186813,0.163736264,62612.32335,81.31813187,2.224725275,100287.311,0.624631544,0.000814653,2.34404E-05,0.998076923,0.002994012,0.006578299,519,59
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-22550052,823728431,451,52,5.2,102,9.978021978,53400,2407,1126,1128,2,449,53400,1128,1126,2,451,8.018956044,1.916758242,0.192307692,60200.8706,75.13571429,2.228571429,100189.0335,0.601121414,0.000753391,2.3488E-05,0.99822695,0.00443459,0.008445693,519,52
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21200045,663226549,424,45,4.5,90,9.997252747,57404,2497,1171,1202,31,393,57404,1202,1171,31,424,8.339010989,2.212087912,0.26456044,55154.42418,62.78653846,2.579120879,100159.0852,0.550905699,0.000630319,2.68878E-05,0.974209651,0.073113208,0.007386245,520,45
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21700077,2101566889,434,77,7.7,120,9.997252747,59933,2721,1279,1303,23,411,59933,1303,1279,23,434,9.307967033,2.322527473,0.258241758,55040.37308,92.92527473,2.712912088,100168.3799,0.54974808,0.000931363,2.84491E-05,0.981580967,0.052995392,0.00724142,520,77
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19500047,2052387117,390,47,4.7,92,9.978021978,50282,2045,1165,1176,11,379,50282,1176,1165,11,390,6.713461538,2.181593407,0.216483516,63530.65302,75.94642857,2.525824176,100197.6365,0.634306929,0.000761308,2.65632E-05,0.990646259,0.028205128,0.007756255,519,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19150055,116577441,383,55,5.5,104,9.997252747,54724,2487,1125,1137,12,371,54724,1137,1125,12,383,8.36978022,2.081043956,0.208241758,57862.41593,70.21153846,2.402472527,100241.2945,0.577514139,0.000704065,2.51996E-05,0.98944591,0.031331593,0.006998757,520,55
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19150047,1969152976,383,47,4.7,88,9.997252747,51177,2283,1027,1046,19,364,51177,1046,1027,19,383,7.945604396,1.890659341,0.216758242,59942.81758,62.18186813,2.202472527,100198.8868,0.598475927,0.000624052,2.30375E-05,0.981835564,0.049608355,0.007483831,520,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19300065,1548656609,386,65,6.5,118,9.997252747,49767,2205,1032,1036,4,382,49767,1036,1032,4,386,7.514835165,1.902747253,0.163461538,63961.73654,85.88104396,2.192032967,100252.2456,0.638273147,0.000860197,2.32032E-05,0.996138996,0.010362694,0.007756144,520,65
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18150093,1144769591,363,93,9.3,152,9.997252747,52063,2236,1099,1099,0,363,52063,1099,1099,0,363,7.924725275,2.068681319,0.152197802,63883.14808,110.2538462,2.374725275,100261.3728,0.637457761,0.001103331,2.51004E-05,1,0,0.006972322,520,93
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17450042,1264829775,349,42,4.2,74,9.997252747,54547,2476,1051,1077,26,323,54547,1077,1051,26,349,8.649725275,1.91510989,0.242857143,56375.38379,57.89065934,2.247802198,100253.4277,0.562590378,0.000580979,2.34888E-05,0.975858867,0.074498567,0.006398152,520,42
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16300045,1457882697,326,45,4.5,88,9.997252747,51796,2377,1026,1037,11,315,51796,1037,1026,11,326,8.22032967,2.084615385,0.187362637,60281.08187,63.35054945,2.386538462,100245.1302,0.601596989,0.000635463,2.50089E-05,0.989392478,0.033742331,0.006293922,520,45
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17750072,1722612191,355,72,7.2,118,9.978021978,55755,2460,1098,1099,1,354,55755,1099,1098,1,355,8.141483516,1.907692308,0.180494505,59229.78764,84.80302198,2.210164835,100246.8266,0.591132731,0.000849595,2.33315E-05,0.999090082,0.002816901,0.006367142,519,72
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17200046,1968291596,344,46,4.6,78,9.997252747,53952,2400,1046,1083,37,307,53952,1083,1046,37,344,8.151648352,2.148351648,0.268681319,57122.57995,58.91620879,2.51510989,100212.6415,0.570263685,0.000591342,2.62401E-05,0.965835642,0.10755814,0.006376038,520,46
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-23750035,1200176015,475,35,3.5,64,9.997252747,59738,2723,1024,1139,115,360,59738,1139,1024,115,475,9.325274725,1.909065934,0.403571429,50746.8794,44.48763736,2.37967033,100126.4168,0.507045483,0.000447538,2.47275E-05,0.899034241,0.242105263,0.007951388,520,35
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-26100068,722617047,522,68,6.8,126,9.997252747,58758,2469,1353,1369,16,506,58758,1369,1353,16,522,8.675274725,2.404395604,0.255769231,57105.86291,88.92362637,2.796978022,100091.1626,0.570722922,0.000891498,2.93206E-05,0.988312637,0.030651341,0.008883897,520,68
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-14100064,1877025255,282,64,6.4,126,9.997252747,51123,2157,1046,1048,2,280,51123,1048,1046,2,282,7.204945055,1.946978022,0.150274725,64731.47802,93.74972527,2.243131868,100326.3876,0.645548638,0.000938179,2.36896E-05,0.998091603,0.007092199,0.005516108,520,64
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-22750047,819171473,455,47,4.7,90,9.978021978,52540,2362,1125,1140,15,440,52540,1140,1125,15,455,7.943956044,2.021428571,0.212912088,59815.54808,65.47774725,2.357692308,100163.344,0.597390296,0.000656945,2.47725E-05,0.986842105,0.032967033,0.008660069,519,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16800078,1001091695,336,78,7.8,142,9.997252747,55945,2501,1138,1139,1,335,55945,1139,1138,1,336,8.234615385,2.200824176,0.17967033,60184.47088,98.46840659,2.518681319,100279.7852,0.600480898,0.00098558,2.64837E-05,0.999122037,0.00297619,0.006005899,520,78
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20450064,402119710,409,64,6.4,116,9.978021978,49751,1993,1142,1145,3,406,49751,1145,1142,3,409,6.700824176,2.103296703,0.184065934,64407.07665,85.3706044,2.428021978,100235.4129,0.642806047,0.000855116,2.55419E-05,0.997379913,0.007334963,0.00822094,519,64
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-25350036,1981475158,507,36,3.6,64,9.978021978,60118,2670,1110,1227,117,390,60118,1227,1110,117,507,8.997527473,2.056318681,0.41978022,50086.68736,46.5489011,2.55,100108.9003,0.500524943,0.000468237,2.64087E-05,0.904645477,0.230769231,0.008433414,519,36
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17700055,227434853,354,55,5.5,110,9.978021978,49224,2046,1042,1045,3,351,49224,1045,1042,3,354,6.983791209,1.767307692,0.158516484,65129.09341,82.17225275,2.056868132,100255.2066,0.649903326,0.000823136,2.1822E-05,0.997129187,0.008474576,0.007191614,519,55
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-14150064,315231601,283,64,6.4,122,9.958791209,51054,2312,977,977,0,283,51054,977,977,0,283,7.918406593,1.947252747,0.140934066,64209.99231,92.43021978,2.216208791,100344.5717,0.640226593,0.000924785,2.33608E-05,1,0,0.00554315,518,64
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20750105,1676907239,415,105,10.5,180,9.978021978,62705,2964,1087,1087,0,415,62705,1087,1087,0,415,9.790659341,1.86510989,0.161538462,57218.36264,116.1684066,2.162637363,100210.5593,0.571296527,0.001162696,2.30326E-05,1,0,0.006618292,519,105
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20050053,1978295191,401,53,5.3,102,9.997252747,52735,2301,1151,1160,9,392,52735,1160,1151,9,401,7.496703297,2.138736264,0.213736264,60359.6706,70.86510989,2.46456044,100206.1799,0.60259321,0.000710619,2.58755E-05,0.992241379,0.02244389,0.007604058,520,53
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16700075,387186816,334,75,7.5,150,9.997252747,49226,2158,980,980,0,334,49226,980,980,0,334,7.328021978,1.691758242,0.124725275,67816.94203,108.2931319,1.959340659,100331.664,0.67625561,0.001082814,2.10066E-05,1,0,0.006785032,520,75
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-26800058,1206392461,536,58,5.8,90,9.978021978,60449,2521,1290,1339,49,487,60449,1339,1290,49,536,8.58543956,2.246428571,0.29010989,52149.83791,68.68489011,2.656318681,100066.6816,0.521346595,0.000689648,2.77126E-05,0.963405527,0.09141791,0.008866979,519,58
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18000061,642011739,360,61,6.1,122,9.997252747,48743,2083,996,996,0,360,48743,996,996,0,360,7.109340659,1.818406593,0.140659341,66715.97143,92.85412088,2.08489011,100299.7223,0.665460561,0.000929265,2.21935E-05,1,0,0.007385676,520,61
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20950081,979575387,419,81,8.1,140,9.978021978,52683,2292,1118,1121,3,416,52683,1121,1118,3,419,7.921703297,2.015934066,0.182692308,62112.48407,97.19697802,2.323351648,100212.4544,0.620067764,0.000973513,2.45424E-05,0.997323818,0.007159905,0.00795323,519,81
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19000094,1401276515,380,94,9.4,152,9.997252747,54712,2371,1166,1171,5,375,54712,1171,1166,5,380,7.86456044,2.111538462,0.189010989,62158.44313,106.353022,2.437087912,100269.4937,0.620213966,0.001064279,2.57739E-05,0.995730145,0.013157895,0.00694546,520,94
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-26150057,1846898874,523,57,5.7,108,9.997252747,56587,2462,1230,1252,22,501,56587,1252,1230,22,523,8.43543956,2.148351648,0.246153846,57143.92637,73.84835165,2.512637363,100101.6736,0.571062187,0.000741021,2.63117E-05,0.982428115,0.04206501,0.009242405,520,57
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-23150074,290378816,463,74,7.4,130,9.997252747,56867,2378,1266,1279,13,450,56867,1279,1266,13,463,7.699725275,2.409340659,0.234065934,58846.8,91.40412088,2.775549451,100159.3176,0.587767943,0.000915904,2.90431E-05,0.989835809,0.028077754,0.008141805,520,74
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20550103,2060001139,411,103,10.3,180,9.997252747,56224,2530,1112,1112,0,411,56224,1112,1112,0,411,8.94010989,1.984615385,0.154395604,63004.97555,120.1543956,2.286813187,100237.561,0.628841101,0.001202043,2.43381E-05,1,0,0.007310046,520,103
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-25300051,1255755431,506,51,5.1,98,9.997252747,60710,2685,1218,1274,56,450,60710,1274,1218,56,506,8.937912088,2.323901099,0.306868132,51972.39973,66.02967033,2.733516484,100118.0159,0.51934567,0.000662883,2.84415E-05,0.956043956,0.110671937,0.008334706,520,51
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-14650072,2105319325,293,72,7.2,140,9.997252747,49268,2102,1040,1041,1,292,49268,1041,1040,1,293,7.026648352,2.004120879,0.146428571,67529.78599,105.6255495,2.286263736,100305.0354,0.673556082,0.001056511,2.42539E-05,0.999039385,0.003412969,0.005947065,520,72
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19500061,1611460249,390,61,6.1,122,9.997252747,48489,2177,1022,1022,0,390,48489,1022,1022,0,390,7.519230769,1.825824176,0.139010989,68052.62775,102.9857143,2.106868132,100305.2777,0.678763703,0.001030256,2.24173E-05,1,0,0.008043061,520,61
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17850063,2035572358,357,63,6.3,120,9.997252747,48713,2149,1088,1091,3,354,48713,1091,1088,3,357,7.119505495,2.070604396,0.16510989,65994.87582,88.53763736,2.372527473,100303.7805,0.658245135,0.000886316,2.50591E-05,0.997250229,0.008403361,0.007328639,520,63
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21000115,819514197,420,115,11.5,186,9.978021978,55450,2315,1245,1249,4,416,55450,1249,1245,4,420,7.75,2.279395604,0.197527473,63202.48407,124.7365385,2.631868132,100227.0596,0.630886332,0.001248019,2.78192E-05,0.996797438,0.00952381,0.007574391,519,115
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16550089,898736779,331,89,8.9,156,9.978021978,52400,2298,1108,1108,0,331,52400,1108,1108,0,331,7.661263736,2.021153846,0.158516484,63976.18626,106.2096154,2.334065934,100309.3777,0.638109403,0.001062488,2.47273E-05,1,0,0.006316794,519,89
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-19600056,829978760,392,56,5.6,110,9.997252747,49007,2195,957,961,4,388,49007,961,957,4,392,7.582967033,1.670604396,0.150824176,64856.92527,80.86895604,1.936263736,100229.2261,0.647334612,0.000810356,2.04819E-05,0.995837669,0.010204082,0.007998857,520,56
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-17200051,2026683559,344,51,5.1,90,9.997252747,56600,2602,1101,1137,36,308,56600,1137,1101,36,344,9.046153846,2.122252747,0.263736264,55333.28681,64.75824176,2.48489011,100247.2552,0.552245322,0.0006496,2.59143E-05,0.968337731,0.104651163,0.006077739,520,51
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16750063,765182178,335,63,6.3,118,9.978021978,52629,2232,1086,1090,4,331,52629,1090,1086,4,335,7.368406593,1.952472527,0.16978022,62200.38571,88.3032967,2.250274725,100249.989,0.62074446,0.000884554,2.37826E-05,0.996330275,0.011940299,0.006365312,519,63
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18700047,1869781461,374,47,4.7,92,9.978021978,49934,2147,1020,1020,0,374,49934,1020,1020,0,374,7.155769231,1.754395604,0.159065934,63504.56209,73.23214286,2.031868132,100229.944,0.633833774,0.000733972,2.15472E-05,1,0,0.007489887,519,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20250053,1155087248,405,53,5.3,104,9.997252747,51704,2303,1149,1157,8,397,51704,1157,1149,8,405,7.626923077,1.957142857,0.206043956,61363.77857,72.67692308,2.29010989,100213.1058,0.612590749,0.000728743,2.41119E-05,0.993085566,0.019753086,0.00783305,520,53
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20300047,332622055,406,47,4.7,88,9.997252747,53841,2478,1009,1016,7,399,53841,1016,1009,7,406,8.34532967,1.945604396,0.197527473,57823.4478,60.10027473,2.242307692,100228.7723,0.577163623,0.000603077,2.3489E-05,0.993110236,0.017241379,0.007540722,520,47
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21250079,135779523,425,79,7.9,144,9.997252747,56293,2527,1194,1200,6,419,56293,1200,1194,6,425,8.453296703,2.218681319,0.205494505,59537.88324,96.90247253,2.553571429,100189.6038,0.594503786,0.0009707,2.69062E-05,0.995,0.014117647,0.007549784,520,79
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-18800067,877270079,376,67,6.7,118,9.997252747,51809,2093,1141,1143,2,374,51809,1143,1141,2,376,6.855769231,1.985714286,0.194230769,61597.03187,84.10796703,2.305494505,100222.5398,0.614861641,0.00084274,2.42786E-05,0.998250219,0.005319149,0.007257426,520,67
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16300080,1645208761,326,80,8,140,9.997252747,52270,2277,1129,1130,1,325,52270,1130,1129,1,326,7.566758242,2.295879121,0.172527473,64041.88132,102.9467033,2.61456044,100308.5063,0.638777682,0.001029987,2.75018E-05,0.999115044,0.003067485,0.006236847,520,80
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20050038,1743124675,401,38,3.8,76,9.997252747,56340,2534,1068,1103,35,366,56340,1103,1068,35,401,8.357417582,1.853021978,0.269230769,55062.79423,52.21785714,2.223076923,100214.4577,0.549707729,0.000524451,2.32422E-05,0.968268359,0.087281796,0.007117501,520,38
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-20650051,974116888,413,51,5.1,90,9.997252747,51494,2290,1029,1031,2,411,51494,1031,1029,2,413,7.674450549,1.757692308,0.173076923,59914.79918,66.90467033,2.049175824,100172.1709,0.598331224,0.000671228,2.15628E-05,0.998060136,0.004842615,0.008020352,520,51
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21000079,1680896288,420,79,7.9,122,9.997252747,59273,2525,1231,1237,6,414,59273,1237,1231,6,420,8.752472527,2.265934066,0.225549451,55972.58462,90.76483516,2.626098901,100213.5794,0.558809411,0.000909248,2.75658E-05,0.995149555,0.014285714,0.007085857,520,79
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-16650043,397986101,333,43,4.3,78,9.978021978,54038,2450,1013,1036,23,310,54038,1036,1013,23,333,8.262912088,1.938461538,0.239285714,57169.61126,55.66840659,2.270054945,100259.3407,0.570477677,0.000558749,2.36956E-05,0.977799228,0.069069069,0.00616233,519,43
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-21600086,622369628,432,86,8.6,132,9.978021978,59998,2572,1166,1172,6,426,59998,1172,1166,6,432,8.564010989,2.145054945,0.205769231,55865.12527,95.34093407,2.48489011,100227.5607,0.557671109,0.000954888,2.60567E-05,0.994880546,0.013888889,0.00720024,519,86
D:2| T0: 0.10| T1: 515.00| F0: 0.00| F1: 0.00| WTP: 1.00,2,0.096153846,515,100000,1,0,0,179.19728,237.34538,-22050122,403766773,441,122,12.2,174,9.997252747,58925,2569,1283,1287,4,437,58925,1287,1283,4,441,8.737087912,2.405494505,0.216758242,59365.67088,120.2145604,2.76043956,100228.55,0.592605766,0.001203037,2.90074E-05,0.996891997,0.009070295,0.00748409,520,122
