Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-2110.00128,484119974,2110,64,21.33333333,32,2.997252747,262276,11348,5238,5508,268,1842,262276,5508,5238,268,2110,128.5934066,33.20879121,6.101648352,842866.7839,1828.411172,39.51831502,998913.5403,0.843729185,0.001828827,3.97535E-05,0.950980392,0.127014218,0.00804496,156,64
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-982.00138,1808915841,982,69,23,35,2.997252747,167536,7487,3420,3421,0,982,167536,3421,3420,0,982,85.27106227,22.96245421,2.898351648,912297.1401,891.3653846,26.08608059,999663.1658,0.912591363,0.000891273,2.6318E-05,0.999707688,0,0.005861427,156,69
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-424.00128,1016375149,424,64,21.33333333,32,2.978021978,71481,3091,1464,1465,0,424,71481,1465,1464,0,424,34.42673993,9.4496337,1.105311355,966054.794,280.9038462,10.78113553,999957.0888,0.966093567,0.000281176,1.10142E-05,0.999317406,0,0.005931646,155,64
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-3967.00106,325263518,3967,53,17.66666667,27,2.997252747,345980,14812,5251,7561,2309,1658,345980,7561,5251,2309,3967,168.5347985,34.2985348,20.53937729,768397.1813,1310.519231,55.02838828,997476.3159,0.770200007,0.001312169,5.53319E-05,0.694484857,0.582051928,0.011465981,156,53
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-415.00122,993108828,415,61,20.33333333,31,2.997252747,57611,2645,1142,1144,0,415,57611,1144,1142,0,415,30.43589744,6.535714286,0.81043956,973180.9597,302.485348,7.572344322,999955.6941,0.973221538,0.00030272,7.81009E-06,0.998251748,0,0.007203485,156,61
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-10140.00048,1924598443,10140,24,8,12,2.958791209,596458,26140,3940,12533,8593,1547,596458,12533,3940,8593,10140,301.1959707,23.52564103,47.57875458,533506.7198,2964.153846,71.26282051,992326.7857,0.536938081,0.00297536,7.17716E-05,0.314370063,0.847435897,0.017000359,154,24
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-369.0012,621494848,369,60,20,30,2.997252747,56719,2463,1147,1147,0,369,56719,1147,1147,0,369,27.18315018,7.58974359,0.812271062,973052.1538,285.78663,8.649267399,999996.9963,0.973053532,0.000285914,8.86921E-06,1,0,0.006505756,156,60
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-4818.00112,568503699,4818,56,18.66666667,28,2.997252747,445228,20694,4900,7964,3064,1754,445228,7964,4900,3064,4818,236.0091575,31.38003663,22.32417582,697506.1731,3250.758242,53.88644689,996937.3516,0.699379112,0.003255302,5.41772E-05,0.615268709,0.635948526,0.010821422,156,56
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-3846.0012,1196281625,3846,60,20,30,2.997252747,364169,16383,5147,7227,2078,1768,364169,7227,5147,2078,3846,186.7335165,33.41483516,17.6474359,756357.0165,2397.198718,51.25274725,997604.9396,0.758014468,0.002399636,5.15377E-05,0.712190397,0.540301612,0.010561031,156,60
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-536.00136,2085510666,536,68,22.66666667,34,2.997252747,84361,3606,1728,1729,0,536,84361,1729,1728,0,536,41.17216117,11.29945055,1.355311355,954368.0375,386.6190476,12.87728938,999876.2637,0.954487327,0.000386823,1.31058E-05,0.999421631,0,0.006353647,156,68
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-1515.00136,1758351667,1515,68,22.66666667,34,2.997252747,188011,7854,4247,4265,14,1501,188011,4265,4247,14,1515,89.93681319,26.92216117,3.776556777,890570.7408,766.8031136,30.91575092,999314.3782,0.891163953,0.000766945,3.11522E-05,0.995779601,0.009240924,0.008058039,156,68
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-3201.00104,1211663038,3201,52,17.33333333,26,2.978021978,345617,15539,5132,6688,1553,1648,345617,6688,5132,1553,3201,177.7216117,33.26923077,14.31410256,761355.6749,1029.477106,47.78663004,997904.3507,0.762877444,0.001030542,4.80579E-05,0.767344498,0.485160887,0.009261697,155,52
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-1426.00136,951386071,1426,68,22.66666667,33,2.978021978,222943,9721,4412,4529,116,1310,222943,4529,4412,116,1426,111.6181319,29.88736264,4.879120879,863738.8507,1175.800366,34.98626374,999303.2381,0.86432579,0.001175699,3.52153E-05,0.974166483,0.081346424,0.006396254,155,68
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-932.0014,102592562,932,70,23.33333333,35,2.997252747,141667,6263,2903,2905,0,932,141667,2905,2903,0,932,70.03388278,19.62820513,2.428571429,937032.9185,996.9047619,22.29029304,999781.8306,0.937218152,0.000996663,2.25173E-05,0.999311532,0,0.006578808,156,70
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-293.0012,96352024,293,60,20,30,2.978021978,41496,1762,938,938,0,293,41496,938,938,0,293,19.57875458,5.985347985,0.631868132,980238.6355,321.5741758,6.843406593,1000027.886,0.980210631,0.000321627,7.06018E-06,1,0,0.007060922,155,60
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-1112.00136,1653250724,1112,68,22.66666667,34,2.978021978,169675,7315,3615,3616,0,1112,169675,3616,3615,0,1112,83.96153846,25.1474359,3.075091575,907636.8297,840.0805861,28.46336996,999565.6758,0.908017526,0.000840067,2.86868E-05,0.999723451,0,0.006553706,155,68
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-464.00136,109253198,464,68,22.66666667,34,2.978021978,56769,2497,1172,1173,0,464,56769,1173,1172,0,464,28.60347985,6.637362637,0.854395604,972986.4927,363.220696,7.70970696,999943.1914,0.973039722,0.000363267,7.9337E-06,0.999147485,0,0.008173475,155,68
D:1| P: 4.0,1,0.096153846,151,4,0,0,0,50,0,-472.00128,195161038,472,64,21.33333333,32,2.997252747,63044,2623,1361,1364,0,472,63044,1364,1361,0,472,30.0970696,8.758241758,1.022893773,969209.543,288.0796703,10.003663,999922.706,0.969282694,0.000288323,1.02341E-05,0.997800587,0,0.007486835,156,64
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2739.00134,447575562,2739,67,22.33333333,23,2.997252747,260113,11191,4459,5470,1007,1732,260113,5470,4459,1007,2739,126.8324176,26.87912088,9.481684982,839081.511,1232.40293,36.56227106,998473.1621,0.840289383,0.001233264,3.68171E-05,0.815173675,0.367652428,0.010530039,156,67
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-8457.0006,123560144,8457,30,10,10,2.997252747,595770,27735,4163,11117,6953,1504,595770,11117,4163,6953,8457,314.8223443,25.64102564,45.32234432,543230.7784,3456.227106,71.13461538,993707.8315,0.546127297,0.003466661,7.16078E-05,0.37447153,0.822159158,0.014195075,156,30
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-274.00126,640155888,274,63,21,21,2.958791209,39746,1710,853,853,0,274,39746,853,853,0,274,18.08424908,5.792124542,0.57967033,980655.1447,237.7509158,6.574175824,1000028.668,0.980626837,0.00023788,6.77015E-06,1,0,0.006893775,154,63
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1325.00142,1358312252,1325,71,23.66666667,23,2.978021978,189319,8302,3847,3874,26,1299,189319,3874,3847,26,1325,94.90567766,24.87912088,3.470695971,892892.6941,1005.363553,28.57051282,999429.3251,0.893383543,0.001005232,2.87925E-05,0.993030459,0.019622642,0.006998769,155,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1892.00132,1117908947,1892,66,22,21,2.997252747,217635,8709,5238,5447,209,1683,217635,5447,5238,209,1892,99.41117216,34.18772894,6.038461538,900395.5192,1465.96978,40.42857143,999332.3755,0.900932765,0.001465986,4.06333E-05,0.961630255,0.110465116,0.008693455,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2821.0014,1842424189,2821,70,23.33333333,23,2.978021978,271918,11525,5060,6043,983,1838,271918,6043,5060,983,2821,131.9056777,31.30677656,9.679487179,841045.1951,1760.973443,41.19505495,998544.869,0.842176395,0.001761895,4.14275E-05,0.837332451,0.348457994,0.010374451,155,70
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1005.00144,1855899401,1005,72,24,24,2.997252747,157679,7021,3262,3263,0,1005,157679,3263,3262,0,1005,81.21978022,21.93406593,2.785714286,914198.2436,541.0650183,24.94139194,999621.62,0.914535237,0.00054104,2.51553E-05,0.999693534,0,0.006373709,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1487.00144,1690207035,1487,72,24,24,2.997252747,191454,8064,4416,4535,118,1369,191454,4535,4416,118,1487,92.73992674,28.80952381,4.607142857,905952.3874,1310.078755,33.6547619,999441.9725,0.906419398,0.001309949,3.38724E-05,0.973759647,0.079354405,0.007766879,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-337.00142,979997013,337,71,23.66666667,23,2.997252747,52388,2291,1079,1080,0,337,52388,1080,1079,0,337,26.45604396,6.960622711,0.796703297,974382.3544,228.9130037,7.944139194,999986.9112,0.974394605,0.000228998,8.1465E-06,0.999074074,0,0.006432771,156,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1044.00144,140649493,1044,72,24,23,2.978021978,135736,6124,2747,2749,0,1044,135736,2749,2747,0,1044,69.28479853,17.29120879,2.283882784,926212.2637,537.6355311,19.78846154,999595.1529,0.926579031,0.000537631,2.00161E-05,0.999272463,0,0.007691401,155,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-381.00136,1049006419,381,68,22.66666667,23,2.997252747,55532,2454,1137,1140,0,381,55532,1140,1137,0,381,27.5521978,7.546703297,0.833333333,972896.4899,214.7857143,8.588827839,999964.4405,0.972930266,0.000214965,8.79719E-06,0.997368421,0,0.006860909,156,68
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-285.00142,133171431,285,71,23.66666667,23,2.997252747,45555,2084,874,875,0,285,45555,875,874,0,285,23.61538462,5.968864469,0.57967033,977695.5879,271.0833333,6.782051282,1000054.02,0.977642882,0.000271123,6.98222E-06,0.998857143,0,0.006256174,156,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3554.0012,754137677,3554,60,20,20,2.997252747,324726,14209,4800,6789,1988,1566,324726,6789,4800,1988,3554,163.3388278,31.36996337,18.22893773,786564.9588,1742.945971,49.78571429,997828.5604,0.788143894,0.001744559,5.00602E-05,0.707026072,0.559369724,0.010944612,156,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-7376.00086,1000873430,7376,43,14.33333333,15,2.978021978,476506,20239,5136,10540,5402,1974,476506,10540,5136,5402,7376,231.8415751,30.73260073,32.72161172,665299.7875,3046.945055,63.64010989,994997,0.668175637,0.00305538,6.40515E-05,0.487286528,0.732375271,0.015479343,155,43
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2484.00132,1313389799,2484,66,22,22,2.997252747,279194,11949,5434,6047,613,1871,279194,6047,5434,613,2484,136.3855311,34.23076923,8.315018315,832775.3425,2079.382784,42.7481685,998707.3736,0.833775851,0.002080092,4.30006E-05,0.898627419,0.246779388,0.008897039,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3207.00132,121790188,3207,66,22,22,2.978021978,336000,15154,4777,6600,1823,1384,336000,6600,4777,1823,3207,172.0238095,33.6043956,18.63461538,784512.4963,2224.822344,52.44322344,998113.8993,0.785867185,0.002226297,5.2682E-05,0.723787879,0.568444029,0.009544643,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-765.00144,1036100353,765,72,24,24,2.997252747,129997,5675,2660,2662,0,765,129997,2662,2660,0,765,65.16941392,17.77564103,2.184065934,931543.2921,536.9111722,20.20970696,999780.3773,0.931743512,0.000536848,2.04436E-05,0.999248685,0,0.005884751,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1249.00144,968743712,1249,72,24,24,2.997252747,180318,8282,3429,3533,104,1145,180318,3533,3429,104,1249,94.6547619,21.91758242,3.684065934,892488.6832,666.4652015,25.81410256,999421.5311,0.892995989,0.000666464,2.60296E-05,0.970563261,0.083266613,0.006926652,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-4846.00108,2061988581,4846,54,18,18,2.958791209,405840,17867,4881,8160,3279,1567,405840,8160,4881,3279,4846,204.1996337,32.77930403,26.65750916,735418.2747,2885.3837,59.60622711,997041.4048,0.737325113,0.002889516,5.98982E-05,0.598161765,0.676640528,0.011940666,154,54
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1547.00138,493045351,1547,69,23,23,2.978021978,194989,8717,3761,3900,139,1408,194989,3900,3761,139,1547,99.24084249,22.88369963,3.947802198,883051.1392,452.7014652,27.04212454,999227.7353,0.883720119,0.000452887,2.72817E-05,0.964358974,0.089851325,0.007933781,155,69
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-361.00144,2114879591,361,72,24,24,2.997252747,48574,2159,1057,1057,0,361,48574,1057,1057,0,361,24.53388278,6.502747253,0.740842491,975970.2711,272.7930403,7.478937729,999963.5788,0.976005276,0.000272853,7.6819E-06,1,0,0.007431959,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-321.00132,740411181,321,66,22,22,2.997252747,46742,2110,977,977,0,321,46742,977,977,0,321,24.06959707,6.003663004,0.672161172,976262.1648,240.6300366,6.887362637,999988.1383,0.97627397,0.000240838,7.10713E-06,1,0,0.006867485,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-554.00134,1376966213,554,67,22.33333333,23,2.997252747,66168,2876,1490,1492,0,554,66168,1492,1490,0,554,31.85164835,9.33974359,1.15018315,967203.0238,260.8159341,10.70421245,999880.2399,0.967316976,0.000261099,1.0929E-05,0.998659517,0,0.008372627,156,67
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1444.00142,1146581685,1444,71,23.66666667,23,2.997252747,181075,7837,3925,4001,76,1368,181075,4001,3925,76,1444,89.26648352,24.63186813,3.861721612,895305.9936,613.5952381,28.72527473,999337.2353,0.895884002,0.000613676,2.8942E-05,0.981004749,0.052631579,0.007974596,156,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1646.00132,155935633,1646,66,22,22,2.997252747,240231,10946,4234,4757,523,1123,240231,4757,4234,523,1646,124.7472527,29.46428571,8.419413919,850381.8223,945.9203297,38.12087912,999152.076,0.851078881,0.000945955,3.83352E-05,0.890056758,0.317739976,0.006851739,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-4235.0012,341276256,4235,60,20,20,2.997252747,316855,13510,4701,7090,2389,1846,316855,7090,4701,2389,4235,156.1346154,27.93864469,17.01282051,791535.4918,1319.065018,45.13369963,997398.2363,0.793439094,0.001320745,4.54018E-05,0.663046544,0.564108619,0.013365735,156,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1060.00142,1987703634,1060,71,23.66666667,23,2.997252747,138473,5880,2937,2937,0,1060,138473,2937,2937,0,1060,67.11721612,18.31227106,2.472527473,920473.4533,385.1593407,20.98168498,999577.9167,0.920859853,0.000385226,2.12112E-05,1,0,0.007654922,156,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-264.00132,924521577,264,66,22,22,2.978021978,48463,2124,974,975,0,264,48463,975,974,0,264,23.52380952,6.816849817,0.682234432,976676.5742,250.3507326,7.706043956,1000017.626,0.976658575,0.000250548,7.92026E-06,0.998974359,0,0.005447455,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1979.00132,1509459185,1979,66,22,22,2.978021978,238001,10639,4207,4761,554,1425,238001,4761,4207,554,1979,121.8772894,27.11538462,7.087912088,851486.7051,800.2344322,34.41941392,998926.3416,0.852366622,0.000800445,3.46439E-05,0.883637891,0.279939363,0.008315091,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1041.00134,534919067,1041,67,22.33333333,23,2.978021978,172084,7587,3468,3483,13,1028,172084,3483,3468,13,1041,85.11080586,23.93498168,3,908425.8297,710.8040293,27.15750916,999609.1941,0.908766396,0.000710892,2.7391E-05,0.995693368,0.012487992,0.006049371,155,67
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3475.00132,778708269,3475,66,22,21,2.978021978,331518,14508,5392,7042,1649,1826,331518,7042,5392,1649,3475,167.5494505,34.54120879,15.32509158,795378.7784,2326.141941,50.05494505,998063.5192,0.796772293,0.002327878,5.03301E-05,0.765691565,0.474532374,0.010482085,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1873.00134,1073148084,1873,67,22.33333333,23,2.978021978,208062,8700,4611,4713,97,1776,208062,4713,4611,97,1873,98.11446886,28.31135531,4.542124542,885044.2701,982.3663004,33.06135531,999140.3388,0.885765857,0.000982729,3.33155E-05,0.978357734,0.051788574,0.009002124,155,67
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-468.00144,43418681,468,72,24,24,2.997252747,77098,3401,1639,1639,0,468,77098,1639,1639,0,468,38.46703297,11.05952381,1.269230769,963088.5247,398.2005495,12.5540293,999950.5714,0.963133322,0.000398244,1.27848E-05,1,0,0.006070196,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3300.00128,1480386899,3300,64,21.33333333,21,2.997252747,336127,15377,4827,6473,1645,1655,336127,6473,4827,1645,3300,176.5485348,31.53205128,14.65842491,782746.4707,2232.563187,46.38553114,998070.3571,0.784130995,0.002234089,4.66368E-05,0.745712962,0.498484848,0.009817718,156,64
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-333.0012,1788037497,333,60,20,20,2.978021978,46379,2006,964,966,0,333,46379,966,964,0,333,22.06135531,6.064102564,0.687728938,976411.8993,208.0952381,6.957875458,999984.1694,0.976427684,0.000208243,7.141E-06,0.997929607,0,0.007179974,155,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2296.00132,804814024,2296,66,22,22,2.997252747,280085,12941,4357,5246,886,1410,280085,5246,4357,886,2296,148.2673993,29.13186813,9.803113553,819858.9579,1710.673077,39.13736264,998715.2793,0.820857636,0.001711235,3.93725E-05,0.830537552,0.385888502,0.008197511,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-4346.00132,236753046,4346,66,22,22,2.997252747,351423,15374,5062,7473,2411,1935,351423,7473,5062,2411,4346,175.3012821,30.15842491,16.3040293,788485.6676,2601.180403,46.65934066,997610.4588,0.790142629,0.002604175,4.69122E-05,0.677371872,0.554763,0.012366863,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1042.00132,1380963462,1042,66,22,22,2.978021978,159047,7094,3187,3188,0,1042,159047,3188,3187,0,1042,80.64652015,20.62179487,2.69047619,917425.5641,848.8763736,23.54120879,999605.7976,0.917770609,0.000848858,2.37549E-05,0.999686324,0,0.006551523,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-385.00138,823728431,385,69,23,23,2.978021978,49820,2276,1000,1001,0,385,49820,1001,1000,0,385,26.14835165,5.82967033,0.69047619,975333.8388,234.0815018,6.737179487,999969.8855,0.975362714,0.000234237,6.95354E-06,0.999000999,0,0.00772782,155,69
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-402.00142,663226549,402,71,23.66666667,23,2.997252747,60558,2635,1262,1262,0,402,60558,1262,1262,0,402,29.00091575,7.98992674,0.946886447,970990.7985,220.540293,9.146520147,999975.4945,0.971013082,0.000220613,9.35251E-06,1,0,0.006638264,156,71
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-5027.00108,2101566889,5027,54,18,18,2.997252747,388154,17051,4690,8189,3499,1528,388154,8189,4690,3499,5027,194.8653846,31.19413919,27.72344322,726581.696,2004.919414,59.08058608,996630.5778,0.728821248,0.002008139,5.94059E-05,0.572719502,0.696041377,0.012951045,156,54
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-365.00132,2052387117,365,66,22,22,2.978021978,47856,2005,1029,1029,0,365,47856,1029,1029,0,365,21.96978022,6.633699634,0.728937729,976984.3526,242.7481685,7.567765568,999963.9625,0.977018587,0.000242812,7.79172E-06,1,0,0.007627048,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-913.00144,116577441,913,72,24,24,2.997252747,138092,6178,2826,2827,0,913,138092,2827,2826,0,913,70.56959707,18.11721612,2.357142857,921010.4936,586.6538462,20.70238095,999648.1795,0.921331799,0.00058664,2.09324E-05,0.999646268,0,0.006611534,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-974.00138,1969152976,974,69,23,23,2.997252747,148408,6594,3065,3066,0,974,148408,3066,3065,0,974,76.18956044,20.16208791,2.570512821,914046.0668,603.7600733,22.95512821,999580.3407,0.91442617,0.000603771,2.31771E-05,0.999673842,0,0.006562989,156,69
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1115.00138,1548656609,1115,69,23,23,2.997252747,156616,7007,3193,3195,0,1115,156616,3195,3193,0,1115,80.74542125,19.92124542,2.691391941,920261.2262,894.8443223,22.8507326,999598.9615,0.920613108,0.000894778,2.30824E-05,0.999374022,0,0.007119324,156,69
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2581.00132,1144769591,2581,66,22,22,2.997252747,287886,12662,5049,5976,926,1655,287886,5976,5049,926,2581,144.206044,33.91483516,11.02289377,822088.0907,2021.595238,45.12179487,998587.3233,0.823169543,0.002022323,4.5374E-05,0.844879518,0.358775668,0.008965354,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1906.00132,1264829775,1906,66,22,21,2.997252747,234589,10612,4074,4660,586,1320,234589,4660,4074,586,1906,121.4871795,26.99725275,7.423076923,849741.4762,836.6300366,34.62820513,998960.6996,0.850600128,0.00083681,3.48451E-05,0.874248927,0.307450157,0.008124848,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-381.00136,1457882697,381,68,22.66666667,23,2.997252747,57629,2618,1135,1137,0,381,57629,1137,1135,0,381,29.46062271,7.674908425,0.842490842,971613.3132,234.9624542,8.700549451,999974.4625,0.971637517,0.000235137,8.92522E-06,0.998240985,0,0.006611255,156,68
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3048.0012,1722612191,3048,60,20,20,2.978021978,305321,13515,4798,6213,1415,1633,305321,6213,4798,1415,3048,154.2152015,31.88095238,13.56959707,812451.1529,1540.019231,45.62271062,998293.2564,0.813725447,0.001541237,4.588E-05,0.77225173,0.464238845,0.009982936,155,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2325.0012,1968291596,2325,60,20,20,2.997252747,278052,12685,4478,5563,1085,1240,278052,5563,4478,1085,2325,147.3351648,30.81959707,12.56410256,815762.1163,1020.967949,43.58333333,998600.9625,0.816857329,0.001021381,4.38228E-05,0.804961352,0.466666667,0.008361745,156,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3497.0012,1200176015,3497,60,20,19,2.997252747,330017,14948,4640,6486,1846,1651,330017,6486,4640,1846,3497,172.992674,29.02655678,15.11538462,778015.2537,823.3031136,44.32875458,997790.0861,0.77963764,0.000824178,4.45934E-05,0.715386987,0.527881041,0.010596424,156,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1123.00144,722617047,1123,72,24,23,2.997252747,125490,5362,2921,2921,0,1123,125490,2921,2921,0,1123,59.58333333,17.59798535,2.456959707,929714.8471,635.775641,20.29029304,999544.0852,0.930131625,0.000635713,2.05018E-05,1,0,0.00894892,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-252.00132,1877025255,252,66,22,22,2.997252747,40370,1777,868,868,0,252,40370,868,868,0,252,19.07967033,5.936813187,0.590659341,981032.0952,246.6593407,6.733516484,1000045.578,0.980986657,0.000246706,6.93196E-06,1,0,0.006242259,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1801.00138,2108515140,1801,69,23,23,2.978021978,226563,9981,4308,4721,412,1389,226563,4721,4308,412,1801,114.3956044,29.26007326,6.644688645,863539.7592,995.7344322,36.13186813,999090.3416,0.864293853,0.000995905,3.63664E-05,0.912518534,0.228761799,0.007949224,155,69
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1027.00144,1001091695,1027,72,24,24,2.997252747,174201,7732,3552,3566,14,1013,174201,3566,3552,14,1027,88.53846154,24.09249084,3.127289377,907667.2271,1023.1163,27.43589744,999635.5797,0.907984312,0.001022859,2.76511E-05,0.996074033,0.013631938,0.005895489,156,72
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1167.00132,402119710,1167,66,22,22,2.978021978,149625,6238,3366,3366,0,1167,149625,3366,3366,0,1167,70.35531136,21.65567766,2.853479853,928655.6484,856.2765568,24.73534799,999598.815,0.929006073,0.000856352,2.4954E-05,1,0,0.007799499,155,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-1371.00136,819123399,1371,68,22.66666667,23,2.997252747,212501,9618,3783,3919,135,1236,212501,3919,3783,135,1371,108.9340659,24.69688645,4.102564103,871195.7372,628.9432234,29.01831502,999332.6163,0.871767468,0.000629084,2.9247E-05,0.96529727,0.098468271,0.006451734,156,68
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-331.0012,227434853,331,60,20,20,2.978021978,41228,1763,874,874,0,331,41228,874,874,0,331,19.3956044,4.795787546,0.60989011,979669.5705,228.4239927,5.597985348,999989.2381,0.979679552,0.000228669,5.78962E-06,1,0,0.008028524,155,60
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-2744.00132,2112314607,2744,66,22,22,2.997252747,248710,10933,4342,5371,1029,1715,248710,5371,4342,1029,2744,126.6767399,25.61538462,8.851648352,839243.0623,1021.147436,34.66208791,998399.7152,0.840525391,0.001021818,3.49038E-05,0.808415565,0.375,0.01103293,156,66
D:1| P: 6.0,1,0.096153846,151,6,0,0,0,50,0,-3037.00132,1676907239,3037,66,22,22,2.978021978,318564,14842,4413,5798,1385,1652,318564,5798,4413,1385,3037,170.3489011,27.4496337,11.43681319,795809.8141,1975.804945,39.06959707,998244.7793,0.797100635,0.00197698,3.93117E-05,0.761124526,0.456042147,0.009533406,155,66
