Iteration,f,x0,x1,x2,Df0,Df1,Df2,Step_Df,Step_GH
20,6971051022.86389,5.00005338720432,-7.40520401653886E-06,0.300007556851473,0,-1,0,0.4671379777282,0.666666666666667
21,0,5.00005338720432,-7.38537349872196E-07,0.300007556851473,0,1,0,0.461736630944103,0.645161290322581
22,1503427895.73977,5.00005338720432,-7.190150253098E-06,0.300007556851473,0,-1,0,0.456633785496731,0.625
23,0,5.00005338720432,-9.40150253098003E-07,0.300007556851473,0,1,0,0.451801001804922,0.606060606060606
24,2013256229.41773,5.00005338720432,-7.00075631370406E-06,0.300007556851473,-2.20077035350414E-06,-0.999999999997578,0,0.447213595499958,0.588235294117647
25,0,5.00005468177512,-1.11840337254184E-06,0.300007556851473,0,1,0,0.442850014269147,0.571428571428571
26,899914439.770455,5.00005468177512,-6.83268908682755E-06,0.300007556851473,-7.41688186157633E-06,-0.999999999972495,0,0.438691337650831,0.555555555555556
27,0,5.00005880226504,-1.2771335314248E-06,0.300007556851473,0,-1,0,0.434720871944991,0.540540540540541
28,2556411342.45357,5.00005880226504,4.1282718739806E-06,0.300007556851473,0,1,0,0.430923819458906,0.526315789473684
29,0,5.00005880226504,-1.13488602075624E-06,0.300007556851473,4.88792181410345E-06,0.999999999988054,0,0.427287006396234,0.512820512820513
30,-582885941.127235,5.00005629563847,-6.26309114890011E-06,0.300007556851473,0,1,0,0.423798657415022,0.5
31,2627410195.97444,5.00005629563847,-1.12630911489001E-05,0.300007556851473,0,-1,0,0.420448207626857,0.48780487804878
32,2132679456.17215,5.00005629563847,-6.3850423684123E-06,0.300007556851473,0,-1,0,0.417226144861151,0.476190476190476
33,0,5.00005629563847,-1.62313760650754E-06,0.300007556851473,0,1,0,0.414123876566552,0.465116279069767
34,1221229590.04371,5.00005629563847,-6.27430039720521E-06,0.300007556851473,2.17357249816371E-06,-0.999999999773193,2.11870118957562E-05,0.41113361690052,0.454545454545455
35,0,5.00005530765097,-1.72884585278161E-06,0.300006593805478,0,1,0,0.408248290463863,0.444444444444444
36,2385142248.52485,5.00005530765097,-6.17329029722605E-06,0.300006593805478,0,-1,0,0.40546144983877,0.434782608695652
37,0,5.00005530765097,-1.82546421026953E-06,0.300006593805478,0,-1,0,0.402767204636577,0.425531914893617
38,885635157.639423,5.00005530765097,2.42985493866664E-06,0.300006593805478,0,1,0,0.40016016019225,0.416666666666667
39,0,5.00005530765097,-1.73681172800002E-06,0.300006593805478,0,-1,0,0.397635364383525,0.408163265306122
40,824733273.775899,5.00005530765097,2.3448209250612E-06,0.300006593805478,0,1,0,0.395188261324405,0.4
41,0,5.00005530765097,-1.6551790749388E-06,0.300006593805478,0,-1,0,0.392814650900513,0.392156862745098
42,770483377.082057,5.00005530765097,2.26638955251218E-06,0.300006593805478,0,1,0,0.390510653289516,0.384615384615385
43,0,5.00005530765097,-1.57976429364167E-06,0.300006593805478,0,-1,0,0.388272677752223,0.377358490566038
44,721932144.5066,5.00005530765097,2.19382061201871E-06,0.300006593805478,0,1,0,0.38609739509609,0.37037037037037
45,-176057435.778043,5.00005530765097,-1.50988309168499E-06,0.300006593805478,4.82104533707933E-07,0.999999999999884,0,0.383981713307935,0.363636363636364
46,848656943.0123,5.00005513234023,-5.14624672804821E-06,0.300006593805478,0,-1,0,0.381922755930953,0.357142857142857
47,0,5.00005513234023,-1.57481815661964E-06,0.300006593805478,0,1,0,0.379917842825796,0.350877192982456
48,2833804566.61054,5.00005513234023,-5.0835900864442E-06,0.300006593805478,0,-1,0,0.377964473009227,0.344827586206897
49,362395252.612783,5.00005513234023,-1.63531422437523E-06,0.300006593805478,-4.04764793833868E-05,-0.999999998669421,-3.1981446251202E-05,0.376060309308639,0.338983050847458
50,461752184.62875,5.0000688531807,1.75451627958891E-06,0.3000076779223,0,1,0,0.374203164608213,0.333333333333333
51,0,5.0000688531807,-1.57881705374443E-06,0.3000076779223,0,-1,0,0.372390989493982,0.327868852459016
52,433437342.172305,5.0000688531807,1.69987147084574E-06,0.3000076779223,0,1,0,0.370621861131651,0.32258064516129
53,-516909668.152537,5.0000688531807,-1.52593498076717E-06,0.3000076779223,1.83128493264855E-05,0.99999999983232,0,0.368893973233441,0.317460317460317
54,-252360067.376295,5.00006303957774,-4.70053815483802E-06,0.3000076779223,-5.38434897706965E-06,-0.999999999985505,0,0.367205626989359,0.3125
55,-100629232.687677,5.00006472218679,-1.57553815488332E-06,0.3000076779223,-6.41926734562475E-06,-0.999999999979396,0,0.365555222854512,0.307692307692308
56,338125756.747378,5.00006669734598,1.50138492197636E-06,0.3000076779223,0,1,0,0.363941253097948,0.303030303030303
57,0,5.00006669734598,-1.52891810832667E-06,0.3000076779223,0,-1,0,0.362362295030433,0.298507462686567
58,318060891.36435,5.00006669734598,1.456156518539E-06,0.3000076779223,0,1,0,0.360817004838774,0.294117647058824
59,0,5.00006669734598,-1.48501995204923E-06,0.3000076779223,0,1,0,0.359304111963084,0.289855072463768
60,0,5.00006669734598,-4.38357067668691E-06,0.3000076779223,-4.84551781696091E-06,-0.999999999988261,0,0.357822413961026,0.285714285714286
61,-28961072.1812296,5.00006808177964,-1.5264278195776E-06,0.3000076779223,-5.22888414741421E-06,-0.999999999986329,0,0.356370771809629,0.28169014084507
62,249799977.844029,5.00006955470475,1.2904735888346E-06,0.3000076779223,0,1,0,0.354948105601005,0.277777777777778
63,-155176083.009692,5.00006955470475,-1.48730418894318E-06,0.3000076779223,3.00028217854127E-06,-0.999999999995499,0,0.353553390593274,0.273972602739726
64,235285637.771332,5.00006873270963,1.25242183844175E-06,0.3000076779223,0,1,0,0.352185653582324,0.27027027027027
65,0,5.00006873270963,-1.45028086426096E-06,0.3000076779223,0,-1,0,0.350843969563869,0.266666666666667
66,221940642.638548,5.00006873270963,1.21638580240571E-06,0.3000076779223,0,1,0,0.349527458658551,0.263157894736842
67,0,5.00006873270963,-1.41519314496271E-06,0.3000076779223,0,1,0,0.348235283275785,0.25974025974026
68,605243524.893824,5.00006873270963,-4.01259574236531E-06,0.3000076779223,0,-0.999999999811554,-1.94137009406899E-05,0.346966645494591,0.256410256410256
69,0,5.00006873270963,-1.44849317874594E-06,0.300008175709504,0,1,0,0.345720784641941,0.253164556962025
70,-507071611.251097,5.00006873270963,-3.98013874836619E-06,0.300008175709504,0,1,0,0.344496975051139,0.25
71,-2384762670.27735,5.00006873270963,-6.48013874836619E-06,0.300008175709504,-3.20231479025755E-06,-0.999999998887515,-4.70607661721046E-05,0.34329452398452,0.246913580246914
72,-1320068201.53184,5.00006952340464,-4.01100294864393E-06,0.30000933770373,-1.75749748356557E-06,0.999999999998456,0,0.342112769706321,0.24390243902439
73,1490062960.47371,5.00006995206257,-6.45002733888407E-06,0.30000933770373,-3.37524481344599E-07,-0.999999999999943,0,0.340951079692995,0.240963855421687
74,-642379939.108992,5.00007003339377,-4.04038878466734E-06,0.30000933770373,3.72541731141562E-06,-0.999999999993061,0,0.339808848969424,0.238095238095238
75,-303076920.83376,5.00006914638965,-1.65943640373148E-06,0.30000933770373,0,-1,0,0.338685498560657,0.235294117647059
76,72142811.4206591,5.00006914638965,6.9350477273911E-07,0.30000933770373,0,1,0,0.337580474049726,0.232558139534884
77,-26792489.481668,5.00006914638965,-1.63207662260973E-06,0.30000933770373,2.17373601459356E-06,0.999999996015843,8.92389491184312E-05,0.336493244233015,0.229885057471264
78,1259649111.56206,5.00006864668022,-3.93092718816339E-06,0.300007286233635,-4.46611811948677E-06,-0.999999999990027,0,0.335423299865412,0.227272727272727
79,0,5.00006966170706,-1.65819991545878E-06,0.300007286233635,0,1,0,0.334370152488211,0.224719101123595
80,0,5.00006966170706,-3.90539092669474E-06,0.300007286233635,0,1,0,0.333333333333333,0.222222222222222
81,774956727.199828,5.00006966170706,-6.12761314891696E-06,0.300007286233635,4.10116807154626E-07,-0.999999999999916,0,0.33231239229804,0.21978021978022
82,1693919258.74329,5.0000695715715,-3.92981095111495E-06,0.300007286233635,-3.94234394431738E-06,-0.999999999992229,0,0.33130689698479,0.217391304347826
83,0,5.00007042860279,-1.75589790765358E-06,0.300007286233635,0,-1,0,0.330316431801381,0.21505376344086
84,23361232.8305068,5.00007042860279,3.94639726755023E-07,0.300007286233635,0,1,0,0.329340597116918,0.212765957446809
85,-86988147.9646339,5.00007042860279,-1.73301984771306E-06,0.300007286233635,1.44372007198477E-06,-0.999999999998958,0,0.32837900846954,0.210526315789474
86,20784900.8610883,5.00007012466172,3.72243310179481E-07,0.300007286233635,0,1,0,0.327431295822161,0.208333333333333
87,0,5.00007012466172,-1.71109002315385E-06,0.300007286233635,0,-1,0,0.326497102862805,0.206185567010309
88,18455603.8984976,5.00007012466172,3.50765646949241E-07,0.300007286233635,0,1,0,0.325576086346396,0.204081632653061
89,0,5.00007012466172,-1.69005067958137E-06,0.300007286233635,0,1,0,0.324667915475099,0.202020202020202
90,-543561376.097258,5.00007012466172,-3.71025269978339E-06,0.300007286233635,0,-1,0,0.323772271314564,0.2
91,0,5.00007012466172,-1.71025269978339E-06,0.300007286233635,0,-1,0,0.322888846243622,0.198019801980198
92,10930644.2404671,5.00007012466172,2.69945320018588E-07,0.300007286233635,0,1,0,0.322017343435167,0.196078431372549
93,1177815118.34337,5.00007012466172,-1.6908389937069E-06,0.300007286233635,-3.98710138353064E-06,-0.999999999940977,-1.01068634761334E-05,0.321157476366158,0.194174757281553
94,9443330.20703506,5.00007089885617,2.50908578994025E-07,0.300007482483412,0,1,0,0.320308968354799,0.192307692307692
95,0,5.00007089885617,-1.6721683440829E-06,0.300007482483412,0,1,0,0.319471552123136,0.19047619047619
96,921622617.074149,5.00007089885617,-3.5769302488448E-06,0.300007482483412,-3.53151259545605E-06,-0.999999997986319,6.33631726543446E-05,0.318644969383422,0.188679245283019
97,0,5.0000715651793,-1.69013779981401E-06,0.300006286951852,0,1,0,0.317828970446719,0.186915887850467
98,1931026999.82696,5.0000715651793,-3.55929667831869E-06,0.300006286951852,9.08355586188655E-08,-0.999999999999996,0,0.317023313852343,0.185185185185185
99,0,5.0000715483579,-1.70744482646684E-06,0.300006286951852,0,1,0,0.316227766016838,0.18348623853211
